year,avgTemp,minTemp,maxTemp,rainFall,Visitor
2018-01-01,6.4,4,8.8,0,135138
2018-01-02,7,3,10.1,0,125122
2018-01-03,5,3.5,8.4,0,122070
2018-01-04,3.9,2.4,4.6,0.6,123266
2018-01-05,5.1,1.9,6.5,4.2,126084
2018-01-06,6.2,4.8,8.7,0,129745
2018-01-07,8.5,4.4,11.5,3.6,124834
2018-01-08,8.7,6.1,11.3,4.1,124999
2018-01-09,4.9,2.8,7,0.4,125870
2018-01-10,2.4,-0.5,5.9,3.4,125548
2018-01-11,0,-2.2,1.7,8.3,111730
2018-01-12,0.7,-2.3,2.3,1.8,127449
2018-01-13,4.5,1.4,6.9,0,133861
2018-01-14,7.8,3.1,12.9,0,137372
2018-01-15,10.8,7.8,14.4,0,138201
2018-01-16,12.1,8.7,14.4,16.5,137172
2018-01-17,9.5,8.5,11.5,3.8,140035
2018-01-18,8.9,6.3,10.8,0,143686
2018-01-19,6.8,4.3,9.4,0,146783
2018-01-20,6.1,2.8,9.9,0,154256
2018-01-21,8.5,3.9,11.4,0,151148
2018-01-22,9,7.1,10.9,0.7,147374
2018-01-23,2.1,0,7.6,0.3,146104
2018-01-24,-1.2,-2.4,1.2,4.5,148060
2018-01-25,-1.9,-2.6,-1.2,0,151470
2018-01-26,-1.3,-2.1,-0.4,0.1,152887
2018-01-27,0.9,-1.6,3.6,0,157920
2018-01-28,2.6,0.5,4.6,2,154836
2018-01-29,1.8,-0.1,4,1.7,149205
2018-01-30,2.2,-0.2,4.1,1.5,142912
2018-01-31,3.8,2.1,5,0.5,140402
2018-02-01,4.5,3.2,6.8,0,109630
2018-02-02,3.8,1.6,6.1,0,113365
2018-02-03,1.4,-0.7,4.9,1.1,114303
2018-02-04,-0.4,-2.3,0.8,5.9,104002
2018-02-05,0.2,-1.7,2.6,3.5,100712
2018-02-06,-0.6,-2.5,0.8,5.7,92046
2018-02-07,0.6,-1.3,1.9,1.7,101804
2018-02-08,2.5,-0.7,6.8,3.1,98654
2018-02-09,6,1.4,11.2,0,105654
2018-02-10,5.8,2.7,7.9,2.2,108955
2018-02-11,2.5,1,5.4,0.8,106606
2018-02-12,2.7,-0.1,4.1,0,103954
2018-02-13,4.9,2.7,8.3,0,109116
2018-02-14,9.8,2.5,15.4,0,123652
2018-02-15,7.1,4.6,10.5,0,149870
2018-02-16,6.1,3.9,9.7,0,168721
2018-02-17,4.4,2.8,7.5,0,162284
2018-02-18,6.7,1.7,10.2,0.9,139426
2018-02-19,8.3,5.5,10.5,2.1,120446
2018-02-20,8.4,4.6,11.9,0,120113
2018-02-21,5.5,4.2,7.5,0,126574
2018-02-22,5,3.2,7.6,0,134869
2018-02-23,8.7,3.3,13.1,0,141894
2018-02-24,9.4,5.3,13.3,0,146430
2018-02-25,9.8,6.7,13.2,0,144714
2018-02-26,8.1,4.2,11.9,0,139433
2018-02-27,10.6,5.8,15,0,135408
2018-02-28,11,6.9,17.5,59.6,135772
2018-03-01,6.8,3.3,10.5,0,127659
2018-03-02,5.7,2.8,9.1,0,135454
2018-03-03,12,6,19.2,0,137330
2018-03-04,17.2,10.9,23.2,0.8,122364
2018-03-05,10.4,8.2,21.7,3.9,108398
2018-03-06,9.6,8.2,11.3,0,105525
2018-03-07,10,8.4,11.6,30.1,104965
2018-03-08,6.8,5.1,8.6,18.2,107090
2018-03-09,5.6,4.2,7.8,0,117915
2018-03-10,8.1,4.3,11.5,0,129756
2018-03-11,8.7,5.1,12.1,0,128090
2018-03-12,11.2,7,15.3,0,120292
2018-03-13,14.7,9.6,19.2,0,118352
2018-03-14,16.9,12.5,20.3,0,121380
2018-03-15,17.1,12,21.7,16,129706
2018-03-16,9.5,8.8,12.1,1.9,137312
2018-03-17,10,7.3,13.8,0,148092
2018-03-18,15.2,7.8,22.3,3.1,144942
2018-03-19,12.6,10.1,16.2,8.7,137375
2018-03-20,8.3,6.5,10.2,14.1,130914
2018-03-21,5.4,4.2,6.6,21.2,134866
2018-03-22,7.3,5.3,10.4,0,145498
2018-03-23,8.6,4.6,11.9,0,153615
2018-03-24,12.2,7.7,16.5,0,159324
2018-03-25,13.2,9.6,16.9,0,154480
2018-03-26,13.7,9.7,17,0,147707
2018-03-27,14.8,10.3,19.1,0,145198
2018-03-28,15.1,9.5,19.1,0,148736
2018-03-29,15.6,12,19.3,0,154574
2018-03-30,15.5,13.5,18.9,0,160800
2018-03-31,17,13.3,21,0,164826
2018-04-01,18,15.2,21.3,0,123154
2018-04-02,18,15.3,21.3,0,117229
2018-04-03,17.7,15.3,21.5,0,119014
2018-04-04,17.6,15.8,20.6,0.2,125909
2018-04-05,17.9,14.4,21.3,0,134344
2018-04-06,11,8.1,18.2,20,143654
2018-04-07,7.8,5.3,9.8,0,148351
2018-04-08,12.5,7,16.4,0,142684
2018-04-09,14.3,12.6,16.3,0,135384
2018-04-10,18.8,12.5,22.3,0,133886
2018-04-11,17.2,13.6,21.2,0,139870
2018-04-12,17,13.1,23.5,0,145820
2018-04-13,16.4,14.3,19.5,0,154060
2018-04-14,15.2,10.2,22.9,3.7,156852
2018-04-15,11.9,9.6,15.7,0,150636
2018-04-16,12.2,8.5,14.6,0,141362
2018-04-17,14.5,12.3,16.6,0,137823
2018-04-18,13.6,10.7,17.3,0,141365
2018-04-19,15.2,9.2,20.3,0,148092
2018-04-20,16.6,12.1,20.3,0,156688
2018-04-21,17.4,13.2,19.5,0,162158
2018-04-22,20.4,17.3,25.2,5.2,152736
2018-04-23,18.5,16.1,21.8,41.8,141480
2018-04-24,14.7,13.6,16.4,38.7,141078
2018-04-25,14.6,12.6,17.8,1.7,148376
2018-04-26,15.5,12.1,19.4,0,157892
2018-04-27,16.6,13.5,21.2,0,167618
2018-04-28,16.4,13.1,19.3,0,170492
2018-04-29,17.3,14.4,19.3,0,166796
2018-04-30,20.7,17.4,26.1,1.2,156457
2018-05-01,20.7,16.5,26,0,128594
2018-05-02,17.6,13.4,24.5,0.3,123560
2018-05-03,15.2,12.7,19,0,126024
2018-05-04,16.2,12.3,20.3,0,139538
2018-05-05,19.6,13.7,22.7,0,153584
2018-05-06,20.3,17.2,23.6,21.4,154287
2018-05-07,16.8,15.5,18.1,17.2,137851
2018-05-08,16,14.2,18.3,0,124758
2018-05-09,15.7,13.8,18.1,0,121992
2018-05-10,15.9,13.9,18.3,0,131184
2018-05-11,17.9,12,22.8,0,140396
2018-05-12,22.2,18.4,24.4,1.3,141484
2018-05-13,17.1,14.9,21.7,41.8,136829
2018-05-14,19,14.9,23.2,0,134768
2018-05-15,21.8,17.9,26.3,0,138016
2018-05-16,24.8,21.3,31.1,0,143524
2018-05-17,25.7,22.1,30.1,0,147116
2018-05-18,21.8,16.3,27.8,2.4,151210
2018-05-19,16.6,15.5,17.9,0,157052
2018-05-20,16.5,15.1,18.6,0.7,160800
2018-05-21,17.7,15.7,20.3,0,155491
2018-05-22,20.7,16.8,26.4,2.7,144266
2018-05-23,17.8,16.1,22.7,4.1,132562
2018-05-24,19.2,14.1,24.4,0,134036
2018-05-25,19.9,18,24,0,143196
2018-05-26,18.4,14.8,23.9,2.9,150944
2018-05-27,19.3,16.7,23,0.1,148190
2018-05-28,20.1,17.7,24,3.9,142674
2018-05-29,21,19.1,26.8,0,143700
2018-05-30,21.1,18.6,24.6,0,148344
2018-05-31,18.8,16.8,21.8,0,149530
2018-06-01,20.1,16.2,23.2,0,131852
2018-06-02,22.1,19.2,25.5,0,136892
2018-06-03,21.6,20.3,24.1,0,136154
2018-06-04,22.8,19.5,26.7,0,129206
2018-06-05,19.8,19.1,22.9,28.5,131912
2018-06-06,20.7,18.8,23.8,0,137165
2018-06-07,21.3,18.9,24.4,0,134578
2018-06-08,20.9,18.9,24.6,0,136101
2018-06-09,22.2,18.9,26.9,0,146590
2018-06-10,19.9,18.4,21.1,2.1,140486
2018-06-11,19.4,18,22.4,23.9,133136
2018-06-12,21.1,18.7,24.5,3.1,131828
2018-06-13,21.9,17.7,28.8,0,135734
2018-06-14,22.1,19.5,25.6,0,134456
2018-06-15,21.1,19,23.8,0,139650
2018-06-16,20.3,18.3,23,0,149482
2018-06-17,20.8,18.9,24.5,0,144000
2018-06-18,22,19.5,24.1,0,138068
2018-06-19,22,19.7,24.3,31.3,136752
2018-06-20,21.9,19.7,25.3,1,142457
2018-06-21,22.7,20.2,26.8,0,147836
2018-06-22,22.8,20.1,25.6,0.3,153930
2018-06-23,22.7,19.8,25.1,1.4,158095
2018-06-24,23.9,20.6,27,0,155456
2018-06-25,24,20.6,27.5,0,154007
2018-06-26,28.2,23.6,32.3,0,154231
2018-06-27,26.3,24.3,29,17.3,156786
2018-06-28,25.7,23.4,28.5,44,156107
2018-06-29,25.2,23.2,28.9,10.4,154242
2018-06-30,24,22,26.8,47.8,148603
2018-07-01,27.3,22.7,30.4,7.5,113981
2018-07-02,27.3,24.1,31.4,0,103674
2018-07-03,24.1,22.8,25.5,1.6,105217
2018-07-04,26,24.2,29.8,0,119220
2018-07-05,24.8,23.6,26.5,0,128702
2018-07-06,22.7,21.7,24,38.1,134712
2018-07-07,21.3,19.9,22.3,0,141530
2018-07-08,20.9,19.6,22.5,1.3,142219
2018-07-09,24.6,21.1,28.5,0.1,140556
2018-07-10,28.3,24.7,33.1,0,141295
2018-07-11,30,27.4,35,0,147133
2018-07-12,28,26,30.4,0,153566
2018-07-13,26.7,25.2,29.2,0,156930
2018-07-14,26.9,24.8,29.5,0,160548
2018-07-15,27,24.4,29.8,0,156814
2018-07-16,27,24.5,29.5,0,152509
2018-07-17,27.3,24.8,30.1,0,151980
2018-07-18,27.7,24.6,30.6,0,152310
2018-07-19,27.8,24.7,31,0,153468
2018-07-20,28.8,25.8,31.6,0,153696
2018-07-21,28.9,25,33.9,0,159030
2018-07-22,29.2,28.2,30.8,0.1,156356
2018-07-23,29.9,27,34.1,0,151372
2018-07-24,29.2,27.5,31.7,0,151952
2018-07-25,29.1,27.5,31.9,0,156446
2018-07-26,29.1,27.5,31.8,0,160436
2018-07-27,29.3,27.1,32.5,0,169214
2018-07-28,29.1,27.4,31.1,0,180918
2018-07-29,29.4,27.2,32.5,0,188318
2018-07-30,28.9,27.6,31.1,0,193074
2018-07-31,28.7,25.8,31.6,0,199472
2018-08-01,29.2,26.3,32.3,0,173338
2018-08-02,29,26.7,32.1,0,177849
2018-08-03,30,28.1,34.1,0.9,179602
2018-08-04,29.5,27.8,32,0,181072
2018-08-05,29.9,27.4,33.3,0,174552
2018-08-06,30.1,28.1,32.8,0,170296
2018-08-07,29.7,27.9,31.9,0,166918
2018-08-08,29.3,26.9,31.8,0,165806
2018-08-09,29.6,27.5,32.6,0,164566
2018-08-10,29.9,27.5,33.2,0,168378
2018-08-11,28.8,27.8,32.4,0,173173
2018-08-12,29.8,26.1,33.3,41.1,170506
2018-08-13,31.1,28.7,34.4,0.2,168658
2018-08-14,31.2,28.6,35.3,0,173302
2018-08-15,29.7,27.8,33.5,1.4,172991
2018-08-16,27.5,25.2,28.8,12.7,169785
2018-08-17,26.2,24.4,28.4,8,170527
2018-08-18,26.7,24.4,30.7,0,174948
2018-08-19,28.3,24.8,33.2,0,166201
2018-08-20,29.2,27,32.8,0,162855
2018-08-21,28.1,24.8,30.6,0,160244
2018-08-22,27.8,25.9,30.5,36.9,142020
2018-08-23,26.5,25.6,29.2,265.4,115440
2018-08-24,27.2,24.9,30,0,153601
2018-08-25,26.4,24.7,31.2,1.4,153072
2018-08-26,28.3,26,31.8,8.5,154900
2018-08-27,28.4,26.1,32,0,162172
2018-08-28,27.8,25.9,30.4,0,168476
2018-08-29,28.5,25.1,33.9,0,171675
2018-08-30,28.9,25.8,34.5,0,171594
2018-08-31,30,25.6,33.3,0,167058
2018-09-01,25.8,23.3,28.9,9.5,136829
2018-09-02,24.9,22.7,29.2,1.1,133872
2018-09-03,27,24.1,31.2,0.5,129066
2018-09-04,26.2,23.5,29.1,7.1,128282
2018-09-05,26.6,23.2,30.8,0,131120
2018-09-06,26.2,24.5,29.2,0,137092
2018-09-07,24.3,21,27.4,11.8,143154
2018-09-08,22.3,19.4,24.9,0,149482
2018-09-09,23,19.1,26.3,0,143756
2018-09-10,23,20.2,26.2,0,136490
2018-09-11,22.3,21.4,23.8,0.2,134729
2018-09-12,23,21.4,24.8,0.2,139520
2018-09-13,23.5,21.6,24.3,139.3,139853
2018-09-14,25.3,23,27.8,0,144389
2018-09-15,25.2,23.5,28,0.4,143171
2018-09-16,25.5,23,28.5,0,134267
2018-09-17,24.6,23.4,28.3,0.1,126140
2018-09-18,25,23.4,28.1,0,120085
2018-09-19,23.3,21.3,25.4,0,117082
2018-09-20,25.2,22.3,27.7,11.6,114762
2018-09-21,24.5,23.4,28.2,2.9,125198
2018-09-22,24.2,22.3,27.6,0,151879
2018-09-23,24.4,21.2,29.6,0,180904
2018-09-24,21.9,19.2,23.7,0,199556
2018-09-25,21.5,19.3,24.1,0,188416
2018-09-26,22.2,20.8,24.9,0,162603
2018-09-27,21.2,18.5,23.6,0,143689
2018-09-28,21.7,19.4,24.3,0,137504
2018-09-29,20.7,18.5,22.3,3,139524
2018-09-30,21.9,20.2,25.2,0,137025
2018-10-01,21.3,19.7,23.5,0,106914
2018-10-02,20.7,17.6,23.6,0,109812
2018-10-03,19.2,16.5,22.3,0,111062
2018-10-04,20.4,17.8,21.9,3.4,105536
2018-10-05,21.6,20.6,24.5,310,88778
2018-10-06,21.1,19.6,24.7,27.4,92750
2018-10-07,20.6,17.9,23.9,0,115398
2018-10-08,19.2,16.6,22.3,0,125720
2018-10-09,20.3,17.5,22.3,0,134796
2018-10-10,18.3,16.3,20.5,0,135034
2018-10-11,16.3,15.1,18.5,0,139450
2018-10-12,15.6,13.2,18,0,148452
2018-10-13,15.4,11.8,19,0,151711
2018-10-14,17.6,13.2,20.4,0,147494
2018-10-15,18.7,16.2,20.6,0,141134
2018-10-16,16.1,14,19.3,3.2,142734
2018-10-17,16.8,13.1,20.6,0,150370
2018-10-18,16.6,15.2,19.3,0,154612
2018-10-19,16.1,12.9,19.5,0,158946
2018-10-20,16.3,12.5,20.5,0,159033
2018-10-21,17.1,13.7,20.7,0,152201
2018-10-22,17.4,14.5,20.6,0.3,143112
2018-10-23,18.5,16.4,21.9,0,143042
2018-10-24,16.8,13.8,19.7,0,147710
2018-10-25,17.4,11.6,22.8,0,151868
2018-10-26,18.5,16.3,21.8,2.7,155166
2018-10-27,15.6,14.5,17.9,0,157815
2018-10-28,17.5,13.1,21.1,0,152044
2018-10-29,18,15.2,22,0,143126
2018-10-30,14.8,13.2,17.4,0,138946
2018-10-31,14.1,11.6,18,0,141494
2018-11-01,13.4,11.2,16.3,0,121544
2018-11-02,14.4,9.6,18.5,0,133206
2018-11-03,15.2,11.4,18.5,0,138254
2018-11-04,15.2,12.3,19.6,0,132150
2018-11-05,15,10.5,18.8,0,122451
2018-11-06,16.5,12.9,19.9,0,120050
2018-11-07,17.4,16.1,18.8,1.5,122602
2018-11-08,17.7,15.1,20.5,18.5,126574
2018-11-09,14.6,11.3,17.2,0,134970
2018-11-10,13.6,9.7,17.8,0,139016
2018-11-11,14.6,10.5,18.3,2.4,132674
2018-11-12,13.8,13,15.5,2.2,122276
2018-11-13,13.8,12.5,16.3,0,117523
2018-11-14,13.3,10.2,16.3,0,120449
2018-11-15,16,11.2,20.1,0,124362
2018-11-16,14.9,13.5,17.4,3.6,133994
2018-11-17,12.6,9.7,15.4,0,142688
2018-11-18,12.3,9.6,15.1,0,135618
2018-11-19,13.2,11.8,15.7,0,122626
2018-11-20,12.6,10.1,15.6,0,114310
2018-11-21,13.3,9.9,16.7,0.4,113572
2018-11-22,10.2,8.4,13.5,0,121800
2018-11-23,10,7.3,12.3,0,134141
2018-11-24,14,8.8,19.2,0,139996
2018-11-25,13,10.6,16,0,134596
2018-11-26,14.5,10.4,18.2,0,123456
2018-11-27,13.8,11.5,17,0,117719
2018-11-28,13,10,16.3,0,118584
2018-11-29,12.8,8.5,17.8,0,125097
2018-11-30,13.1,10,16.9,0,129924
2018-12-01,13.7,11.3,16.3,0,113012
2018-12-02,17.6,13.6,20.5,1.6,106194
2018-12-03,18.9,17.1,22.9,2.9,95277
2018-12-04,13.8,10.8,17.6,17.5,91959
2018-12-05,9.9,8,11.7,0,95288
2018-12-06,9.5,8.1,12.6,11.6,104111
2018-12-07,4.8,2.7,10.3,0,109221
2018-12-08,4.2,2.6,6.6,0,116854
2018-12-09,3.9,2.8,4.8,0,114226
2018-12-10,7.6,4.7,10.2,0,104272
2018-12-11,9,7.2,10.1,20,100230
2018-12-12,6.5,5.8,9.1,0.2,100670
2018-12-13,8,6,9.7,0,107023
2018-12-14,5.6,4.4,7,0,114408
2018-12-15,6,2,9.6,0,122157
2018-12-16,9.1,6.5,10.8,7.1,119924
2018-12-17,10.3,9.7,11.8,0,115630
2018-12-18,9.7,8,12,0,116456
2018-12-19,13.9,8.5,18,0,113281
2018-12-20,12.5,11.7,16.1,21.8,111268
2018-12-21,14.6,12.7,16.8,0,117778
2018-12-22,13,11.5,16.2,3,132738
2018-12-23,9.6,7.4,12.2,8,137480
2018-12-24,6.4,4.6,9,0,137389
2018-12-25,7.8,3.8,10.8,0,136052
2018-12-26,8.5,6.8,9.7,0.4,134736
2018-12-27,2.5,1.4,6.8,0,136878
2018-12-28,1.9,0.2,3.2,1.8,142664
2018-12-29,3.1,1.7,4.1,0.1,156198
2018-12-30,3.1,1.9,4.1,0,164535
2018-12-31,4.6,3.5,5.8,0,167150
2019-01-01,5.6,4.8,7,0,132360
2019-01-02,5.1,4.5,6.1,0,123428
2019-01-03,5.1,3.5,8,0,120036
2019-01-04,5.8,2.6,10,1.6,122280
2019-01-05,7,5.2,9,0,127988
2019-01-06,5.7,4.5,7.7,0,123669
2019-01-07,5.9,3.1,8.8,0,120620
2019-01-08,6.6,4.5,8.8,0,123372
2019-01-09,4.5,2.2,5.8,0,126620
2019-01-10,6.9,5.6,7.8,0,130536
2019-01-11,7.9,5.9,9.4,1.7,134575
2019-01-12,8.9,8.1,10.9,2,141810
2019-01-13,7.9,6.6,10,0,140648
2019-01-14,7.3,5.5,9.7,0,138257
2019-01-15,7,3.6,9.9,0,140364
2019-01-16,3.1,2,4,0,141673
2019-01-17,5.6,3.9,6.5,0,143787
2019-01-18,6.4,3.9,9.8,0,147284
2019-01-19,8.9,3.6,12.6,1,158554
2019-01-20,6.7,3.9,11.6,0,147546
2019-01-21,6.2,3.9,8.1,0,144274
2019-01-22,8.3,5.8,10.9,0,140896
2019-01-23,8.6,6.7,11.9,0,144095
2019-01-24,6.2,3.4,9.6,0,150311
2019-01-25,5.7,3.6,10.1,0,148564
2019-01-26,4.3,2.9,5.8,0,152117
2019-01-27,5.6,2.4,8.5,0,149062
2019-01-28,7.7,4.8,10.8,0,143398
2019-01-29,6.3,2.8,9.2,0,139363
2019-01-30,8.2,6.8,10.1,0,134858
2019-01-31,4.9,3.3,8.2,17.9,133889
2019-02-01,5,3.4,6.8,0,110862
2019-02-02,9.3,5,12,0,134684
2019-02-03,13.3,8.6,18.4,9.8,157804
2019-02-04,6.9,4.9,9.5,0,170132
2019-02-05,9.3,4,13.6,0,170065
2019-02-06,11.8,9.1,15.5,0,147178
2019-02-07,6.5,1.9,12.1,3.8,129392
2019-02-08,3.4,1.5,5.6,0,127757
2019-02-09,3,1.5,4.7,0,129514
2019-02-10,3.1,2,4.9,0,125864
2019-02-11,3.7,2.9,4.7,0,125548
2019-02-12,5.7,1,8.7,0,128037
2019-02-13,6.8,5.2,8.7,0,132783
2019-02-14,5.6,4.2,8,0,135968
2019-02-15,6.4,4.3,7.7,0,136994
2019-02-16,4.2,3.1,7,0,140777
2019-02-17,4.4,3.1,6.9,0,140217
2019-02-18,7.1,2.9,9.8,2.1,136546
2019-02-19,9.3,6.4,13,15.9,135576
2019-02-20,6.9,4.8,9.4,0,138054
2019-02-21,7.1,5.6,8.7,0,140472
2019-02-22,8.3,6.5,10.9,1.6,143622
2019-02-23,9.3,4.2,13.7,0,148782
2019-02-24,11,8.6,14.1,0,149670
2019-02-25,9.4,7.3,13.1,0,143073
2019-02-26,8.9,5.3,12.2,0,142796
2019-02-27,10.9,9.4,11.9,4.6,145026
2019-02-28,10.4,8,13.2,0.1,152740
2019-03-01,9.4,6.4,12.3,0,148883
2019-03-02,11,7.3,14.3,0.4,147126
2019-03-03,11.8,10.5,13.3,5.9,132811
2019-03-04,10,8.4,12.2,2,122829
2019-03-05,10.7,6.2,13.4,0,116088
2019-03-06,10.4,8.4,13.8,11.3,118374
2019-03-07,8.3,7.3,10.4,0,124484
2019-03-08,8.5,3.7,12.3,0,133021
2019-03-09,11.6,6.5,16.6,9,141054
2019-03-10,10.7,8.9,13.1,22.1,137942
2019-03-11,10,6.9,13.6,1.2,134351
2019-03-12,10.7,6.1,16,0,138166
2019-03-13,8.4,5.1,11.7,0,129213
2019-03-14,10,7,14,0,133284
2019-03-15,10.2,6.2,15.8,0,140444
2019-03-16,10.1,6,14.1,0,148876
2019-03-17,11.2,8,14.1,0,146979
2019-03-18,10.7,6.9,14.2,1.9,140746
2019-03-19,12.3,9.2,16.1,0,137627
2019-03-20,16.3,9.9,21.2,1.7,140182
2019-03-21,10.7,7.3,20,0,144228
2019-03-22,7.8,6.4,10.6,0,155841
2019-03-23,8.5,6.2,11.8,0,155592
2019-03-24,7.5,3.6,11,0,164328
2019-03-25,9.9,6.4,13.2,0,152026
2019-03-26,14.2,10.1,16.7,0,152684
2019-03-27,16.4,10.3,22,0,156030
2019-03-28,14.6,12.8,16.9,0,159810
2019-03-29,13.9,12.2,17,0,164801
2019-03-30,11,7.9,14.6,0,167290
2019-03-31,8.4,7.1,11.4,0,161581
2019-04-01,10.5,7.1,13.2,0,114996
2019-04-02,10.6,8.6,14,0,115776
2019-04-03,10.5,6.6,14.4,0,123616
2019-04-04,11.3,6.2,14.6,0,129444
2019-04-05,14.5,11.9,18.2,0,136944
2019-04-06,15,11,20.8,0,141558
2019-04-07,16.4,13,21.4,2.7,136367
2019-04-08,14.8,11.7,18.1,0,128132
2019-04-09,15,14.1,17.4,6,119693
2019-04-10,10.4,9.6,14.2,6.7,130742
2019-04-11,11.6,9.7,13.8,0,132097
2019-04-12,12.7,9.2,16.6,0,141326
2019-04-13,13.7,9.4,17.7,0,146776
2019-04-14,13.6,10.6,17.1,0,138996
2019-04-15,13,8.7,17.1,0,130095
2019-04-16,16.8,10.7,25,0,124646
2019-04-17,15.8,13.6,18.6,0,126994
2019-04-18,16.7,12.3,22.1,0,134309
2019-04-19,16.8,14.3,21.6,0,141652
2019-04-20,17.1,14.5,20,0,146486
2019-04-21,18.5,15,23.1,0,141078
2019-04-22,19.3,16.6,24,0,133550
2019-04-23,19.1,17.3,22.5,18.7,130011
2019-04-24,18,15.7,21.2,0,136888
2019-04-25,15.8,14.1,17.9,0,144739
2019-04-26,12.2,11.3,15.9,0.3,152089
