year,avgTemp,minTemp,maxTemp,rainFall,Visitor
2020-11-28,8.6,7.9,9.4,0,138832
2020-11-29,9.2,7.6,12,0,133010
2020-11-30,8.7,7.8,10.1,0.2,171444
2020-12-01,7.8,6.1,10.3,0,104324
2020-12-02,9.3,6,12.4,0,105606
2020-12-03,8.2,5.8,10.5,0,110400
2020-12-04,7.8,6.8,9.4,0,115227
2020-12-05,8.8,6,12.3,0,119098
2020-12-06,8.3,5.3,11.7,0,119175
2020-12-07,10.1,6.3,13.1,0,111758
2020-12-08,8.2,6.8,10.3,0,108472
2020-12-09,7.7,4.2,10.6,0,109312
2020-12-10,10.3,7.6,12.4,0,114373
2020-12-11,11.1,8.9,12.5,0,121184
2020-12-12,9.7,6.5,11.5,0,125758
2020-12-13,8.7,5.7,14.6,0,126172
2020-12-14,3.2,1.7,5.9,0.1,118909
2020-12-15,3,2,4.3,0,115504
2020-12-16,3.9,3,5.3,1.5,114842
2020-12-17,5.7,3.8,7.2,0,118780
2020-12-18,7.7,6.1,10.8,0,116974
2020-12-19,4.4,2.8,6.3,0,114849
2020-12-20,6.8,3.6,7.9,0,110750
2020-12-21,7.9,6.4,10.2,0,107597
2020-12-22,8.9,6,13.1,0,106432
2020-12-23,10.1,4.5,15,0,110012
2020-12-24,10.5,8,13.5,0,116540
2020-12-25,6.8,4.8,10,0,120169
2020-12-26,7.4,3.8,10.6,0,119984
2020-12-27,10.1,8.1,11.5,14.4,112665
2020-12-28,11.4,8.3,14.5,0,107485
2020-12-29,9.6,3,14.6,5.4,105574
2020-12-30,0.9,-1.4,4.3,4.3,99718
2020-12-31,2.9,-0.3,4.6,3.8,110439
2021-01-01,5.5,4,7.2,0,85340
2021-01-02,5.9,2.8,8.4,0,89464
2021-01-03,4.5,2.7,6.3,0,82579
2021-01-04,5.9,2.2,9.2,0,76111
2021-01-05,5.6,2.6,9,0,73574
2021-01-06,4,1.7,5.6,0.6,74298
2021-01-07,-1.1,-3.1,4.4,7.9,61400
2021-01-08,-1.1,-2.7,1,6.1,59682
2021-01-09,1.2,-2.1,3.1,0.9,70196
2021-01-10,3.6,0.8,5.1,0,72674
2021-01-11,3.4,1.5,5.1,10.8,79510
2021-01-12,4.7,2.6,6.4,1.2,84539
2021-01-13,10,5.2,13.6,0,90674
2021-01-14,10.8,7.9,15.4,0,96243
2021-01-15,12.1,7.7,18.2,0,102322
2021-01-16,5.1,2.8,8.6,0,105298
2021-01-17,3.1,1.2,4.4,2,105707
2021-01-18,6.6,3.1,9.9,0,106995
2021-01-19,4,2,6.3,0,108734
2021-01-20,9.2,3.8,15.9,0,109498
2021-01-21,12.6,7.3,17.9,0.5,111514
2021-01-22,12.7,11.5,14.5,8.2,115472
2021-01-23,12.5,11.1,13.5,57.8,117397
2021-01-24,11.8,10.4,13.6,0.2,121754
2021-01-25,12.6,11.3,15.3,0,120743
2021-01-26,10.4,8.8,12.8,19.7,119840
2021-01-27,7.6,5.8,10,0,123484
2021-01-28,6.2,0.4,10.6,0.5,124712
2021-01-29,2.5,0.3,5.3,0.2,132212
2021-01-30,7.8,2.2,11.7,0,134964
2021-01-31,10.7,5.6,14.9,0,133108
2021-02-01,11.6,9.8,15.8,22.4,96946
2021-02-02,4.2,2.9,10,0,98105
2021-02-03,5.8,3.6,8.6,0,102400
2021-02-04,6.4,3.6,9.5,0.1,105777
2021-02-05,7.1,2.2,9.9,0,112938
2021-02-06,10.6,7.5,14.6,0,119108
2021-02-07,11,7.5,15.1,0,120600
2021-02-08,4.1,2.3,7.5,0,116308
2021-02-09,4.8,2.9,7.8,0,116196
2021-02-10,7,3.1,10.9,0,130722
2021-02-11,9.7,6,13,0,149782
2021-02-12,12.2,10.2,14.1,0,165442
2021-02-13,13,10.1,16.3,0,164486
2021-02-14,13.3,10.8,16,2.4,148194
2021-02-15,7.5,3.5,12.4,0,133382
2021-02-16,5.7,3.3,9.1,0,132699
2021-02-17,1.3,-1.2,3.8,0.9,129658
2021-02-18,2.5,-1,3.8,1.9,134897
2021-02-19,8.5,2.8,13.4,0,147928
2021-02-20,15.6,11.7,17.7,0,154910
2021-02-21,18.9,16.4,23.7,0,158336
2021-02-22,15.3,8.7,23.4,0,158624
2021-02-23,7.5,5,10.6,0,157280
2021-02-24,9.9,5.2,13.2,0,157213
2021-02-25,11.6,9.8,15.2,19.6,155372
2021-02-26,11.2,9.8,13,5.4,157745
2021-02-27,11.4,10.8,12.6,0,170114
2021-02-28,14.4,11.3,17.1,0.1,171510
2021-03-01,15.5,7.8,21.9,11.2,132307
2021-03-02,7.5,6.2,9.8,0,122059
2021-03-03,9.2,4.8,12.8,0,114107
2021-03-04,10.9,9.2,12,26.9,115300
2021-03-05,11.9,10.7,14.2,0.1,126168
2021-03-06,11.3,9.2,14.2,0,132920
2021-03-07,10.1,9.1,11.1,0,135947
2021-03-08,10.4,8.7,12.7,0,135048
2021-03-09,10.6,7.9,13.5,0,133917
2021-03-10,11.5,7,16.5,0,135692
2021-03-11,14.1,10.9,19,7.6,139506
2021-03-12,11.3,10.3,13.4,14.2,147056
2021-03-13,11.7,9.4,14.7,0,158403
2021-03-14,11.4,8.5,15.2,0,161679
2021-03-15,13.9,7.9,19.2,0,157294
2021-03-16,12.6,7.9,19.1,3.1,150955
2021-03-17,11.3,6.3,15.7,0,149614
2021-03-18,13.7,10.8,17.1,0,152862
2021-03-19,14.2,12.9,16.2,6.2,161766
2021-03-20,12.8,9.6,15.7,7.6,168178
2021-03-21,9.2,7.3,12.5,0,173936
2021-03-22,9.8,6.4,12.8,0,174752
2021-03-23,12.3,9,16.5,0,173012
2021-03-24,13.3,8.8,17.3,0,175942
2021-03-25,14.1,11.6,17.7,0,184205
2021-03-26,14.6,9.7,21.2,0,189651
2021-03-27,17.5,12.2,21.5,4.2,186823
2021-03-28,14.5,12.7,17.5,0,185188
2021-03-29,15.2,12,17.8,0,177758
2021-03-30,14.3,11.4,19.1,0,169491
2021-03-31,16.2,12.1,20.6,0,167426
2021-04-01,15.2,13.8,17.5,8.8,130823
2021-04-02,17.2,13.8,19.9,9.8,141771
2021-04-03,18,13,22.8,0,149919
2021-04-04,11.4,10.8,13.2,5.2,152730
2021-04-05,12.6,10.6,14.6,4.1,148768
2021-04-06,13.9,11.3,17.4,0,149240
2021-04-07,14.8,11.2,18.3,0,152548
2021-04-08,14.4,11.2,18.6,0,161448
2021-04-09,13.8,9.7,17.5,0,170496
2021-04-10,14,11.4,17.5,0,177230
2021-04-11,16.6,12.2,21.5,0,175742
2021-04-12,16.5,14.3,19.9,16.9,157902
2021-04-13,11.8,8.5,14.4,0,153426
2021-04-14,11,8.2,14.9,0,157276
2021-04-15,13.1,8.6,17.9,0,171444
2021-04-16,15.1,11.1,19.7,0,180744
2021-04-17,13.7,11.3,16.3,0,188678
2021-04-18,13,11.1,16.5,0,187800
2021-04-19,14.5,9.9,19.1,0,180173
2021-04-20,14.8,10.3,18.5,0,169862
2021-04-21,17.5,12.3,22.8,0,166358
2021-04-22,21,16.8,25.9,0,173285
2021-04-23,19.3,16.5,25,0,181220
2021-04-24,17.5,15.9,21.9,0,190918
2021-04-25,16.9,14.7,20.7,0,193697
2021-04-26,16.5,13.5,20.9,0,184118
2021-04-27,17.1,14,21.5,0.8,173428
2021-04-28,17,14.9,19.5,0,169477
2021-04-29,18.8,14.7,23.3,0,175483
2021-04-30,16.3,11.3,19.9,13.2,183281
2021-05-01,13.3,11.5,16.3,10.1,165700
2021-05-02,13.8,10.9,16.7,0,168662
2021-05-03,15,9.4,18.9,0,156062
2021-05-04,19,15.1,23.1,12.8,146506
2021-05-05,17.1,12.9,22.6,0,166380
2021-05-06,18.4,13.1,23.4,0,162050
2021-05-07,19.5,14.4,26.6,0,167766
2021-05-08,18.3,12.7,25.3,0,172774
2021-05-09,18.9,14.9,23.9,0,168196
2021-05-10,20.3,17.3,23.4,0,160122
2021-05-11,18.6,17.4,20.6,0.4,154242
2021-05-12,18.3,16.1,21,0.6,155978
2021-05-13,19.6,17.7,22.2,0,164980
2021-05-14,21.5,17.9,26.5,0,170076
2021-05-15,23.7,19.6,30.9,6.1,177562
2021-05-16,23.5,17.4,28.5,22.5,173834
2021-05-17,16.7,15.7,18.8,2.4,166394
2021-05-18,18.6,15.3,22.9,0,169690
2021-05-19,19.7,17.2,21.8,0,178560
2021-05-20,18.3,15.9,23.4,24.4,174142
2021-05-21,18.2,16.1,21.9,0,182833
2021-05-22,19,17.2,22,0,193781
2021-05-23,19.8,17.3,23.3,0,187698
2021-05-24,19.4,16.1,23.2,3,176522
2021-05-25,20.2,16.1,25,0,170128
2021-05-26,18.8,15.3,25.4,15.6,169032
2021-05-27,19.1,15.5,24,2.8,177030
2021-05-28,20.7,16.4,29.2,0,185514
2021-05-29,19.7,16.5,23.8,0,192594
2021-05-30,21.4,16.6,27.7,0,190141
2021-05-31,22,19.2,27.5,0,174982
