year,avgTemp,minTemp,maxTemp,rainFall,accomodation
2019-10-09,17.6,14.2,21.5,0,5250
2019-10-10,19,14,23.1,0,4997
2019-10-11,21,17.1,23.9,0,5057
2019-10-12,21.4,18.7,24.8,0,5073
2019-10-13,19.7,17.1,22.8,0,4603
2019-10-14,19.3,16.7,23.2,0,3864
2019-10-15,17.4,15.2,19.1,3.2,3748
2019-10-16,18.1,15.8,21.3,0,3724
2019-10-17,19.3,16.2,21.8,0,3819
2019-10-18,19.1,18.1,20.5,8.3,4624
2019-10-19,19.8,17.7,22.7,0,5062
2019-10-20,19.1,15.4,21.8,0,4856
2019-10-21,19.9,17.4,22.9,0,3642
2019-10-22,20.8,18.6,22.5,0.5,3329
2019-10-23,20.3,19.2,21.8,0.6,3208
2019-10-24,20.1,18.4,22.3,2.3,3498
2019-10-25,20.1,16.8,23.5,0,4250
2019-10-26,16.5,15.5,19.4,0,4757
2019-10-27,16,13.7,18.7,0,4213
2019-10-28,15.7,11.9,19.2,0,3323
2019-10-29,17.9,15.2,20.8,0,3059
2019-10-30,16.3,13.7,19.5,0,3173
2019-10-31,16.5,12.1,20.7,0,3402
2019-11-01,18.3,15.6,22,0,4074
2019-11-02,18.6,15.6,22.7,0,4687
2019-11-03,17.5,15.2,20.4,0,4022
2019-11-04,17.3,13.5,20.6,0,3316
2019-11-05,17.3,14.6,20.3,0,3231
2019-11-06,15.8,12.3,19.4,0,3366
2019-11-07,15.9,13.4,19.3,0,3723
2019-11-08,13.8,12.4,17.3,0,4502
2019-11-09,14.4,11.9,18.1,0,4936
2019-11-10,15.5,10.3,19.7,2.9,4342
2019-11-11,17.1,15.3,19.5,0,3570
2019-11-12,14.7,12.1,17.9,0,3270
2019-11-13,15,11.8,18.3,1.7,3524
2019-11-14,11.2,7.9,14.5,0,4012
2019-11-15,12.1,7,17.2,0,4575
2019-11-16,16,10.6,21.3,0,4829
2019-11-17,20.1,14.9,24.3,0,4148
2019-11-18,13.7,11.2,22.7,6.1,3407
2019-11-19,10.6,9.9,12.3,0,3050
2019-11-20,9.9,7.8,12.5,0,3200
2019-11-21,13.1,7.8,17.1,0,3672
2019-11-22,17.1,13.5,21.8,0,4127
2019-11-23,18.1,14.5,21.7,0,4681
2019-11-24,17.3,13.7,19.5,4.7,3916
2019-11-25,10.1,9.2,13.9,0,3096
2019-11-26,13.5,9.7,15.3,8.2,2836
2019-11-27,11.1,9.3,14.8,3.8,3043
2019-11-28,10.8,8.8,14,0,3344
2019-11-29,9.7,6.9,12.6,0,3740
2019-11-30,12.5,6.9,18,0.1,4164
2019-12-01,12.5,11.1,15.1,18.9,3279
2019-12-02,9.9,7.4,11.8,0,2583
2019-12-03,9.5,7.5,10.8,0,2421
2019-12-04,11.3,10,14.1,0,2620
2019-12-05,8.7,5.7,11.5,0,3100
2019-12-06,4.2,3.2,5.8,0,3666
2019-12-07,7.5,4.3,9.5,0,4228
2019-12-08,8.7,6,10.2,0,3679
2019-12-09,10.7,5.9,15.2,0,3299
2019-12-10,13.3,8.5,18.7,0,2967
2019-12-11,12.9,9.6,18,0,3064
2019-12-12,8.3,5.4,10.3,0,3663
2019-12-13,8.6,4.6,12.9,0,4108
2019-12-14,10,6.9,12.7,0,4521
2019-12-15,12.5,6.9,17.4,0,4058
2019-12-16,14.9,12.2,18.2,0.1,3385
2019-12-17,14.1,10.9,17.6,7.3,3276
2019-12-18,8.8,7.4,10.9,0,3221
2019-12-19,7.8,7,9.4,0,3606
2019-12-20,8.4,6.9,11.1,0,3965
2019-12-21,8,5.6,10.1,0,4604
2019-12-22,9.6,6.8,11.6,1,4468
2019-12-23,9.4,6.7,12.4,0,4176
2019-12-24,9.2,7.3,11.9,0,4447
2019-12-25,11.4,7,15.1,0.1,5018
2019-12-26,9.9,6.7,13.1,9.4,5108
2019-12-27,6.7,5.7,7.3,0,5303
2019-12-28,7.7,6.1,9.7,0,5531
2019-12-29,11.8,7.1,16.4,11.4,5751
2019-12-30,11.5,6.3,13.6,0,5050
2019-12-31,2.9,1.8,6.4,0,4990
2020-01-01,5.2,2.4,7.3,0,5598
2020-01-02,8.1,5.5,9.2,0,4542
2020-01-03,8.8,6.4,11.4,0,4631
2020-01-04,7.9,5.1,11.4,0,4253
2020-01-05,8.5,4.3,11.1,0,3849
2020-01-06,14.5,10.1,18.9,0.3,3667
2020-01-07,19.2,12.8,23.6,12.4,3414
2020-01-08,8.1,6.9,13.2,1.4,3644
2020-01-09,7.3,6.7,8.2,0,3982
2020-01-10,8,4.3,11,0,4390
2020-01-11,8,6.9,9.1,0,4795
2020-01-12,7.5,6.7,8.5,0,4637
2020-01-13,7.1,6.1,8.8,0,4181
2020-01-14,4.8,3.4,6.2,4.6,4034
2020-01-15,5.6,4.6,7.2,0,4169
2020-01-16,6.3,4.6,8,0,4239
2020-01-17,6.9,6,9.2,0,4476
2020-01-18,7,6.2,9,0,5031
2020-01-19,8.6,5.9,10,0,4519
2020-01-20,8.4,7.1,10.9,0,3402
2020-01-21,7.4,4.9,10.5,0,2558
2020-01-22,11.4,8.6,13.5,25.8,2196
2020-01-23,11.2,10.5,13.6,0.7,2409
2020-01-24,11.3,9.5,12.7,0,3191
2020-01-25,11.9,10.6,14,1,3575
2020-01-26,11.6,10.6,13,10.1,3590
2020-01-27,9.8,8.1,11.5,60.3,2940
2020-01-28,9.9,9.1,11.1,0,2326
2020-01-29,9.6,8.5,11.3,0,2256
2020-01-30,8.3,7.5,10.2,0.1,2412
2020-01-31,7.2,5.9,8,0,2358
2020-02-01,8.2,4.5,10.9,0,2446
2020-02-02,7.7,6,10.7,0,2047
2020-02-03,6.9,5.1,9.3,0,1601
2020-02-04,5.6,2.6,8.2,0,1449
2020-02-05,3.4,1.2,7.7,0.7,1439
2020-02-06,3.3,0.8,5.4,0,1411
2020-02-07,6.4,4.8,8.9,0,1718
2020-02-08,6.9,4.7,9,0,2184
2020-02-09,6.6,4.9,8.9,0,1830
2020-02-10,10.6,6.1,14.1,0,1501
2020-02-11,11.2,6.7,15.1,0,1516
2020-02-12,13.3,11.1,16.7,1.1,1639
2020-02-13,12.3,11.1,14.9,0,1937
2020-02-14,13.6,11.1,16.4,0,2658
2020-02-15,16.2,12.2,21.6,0.8,3346
2020-02-16,5.4,3,12.5,7,2748
2020-02-17,2.6,0.8,4.2,2,2308
2020-02-18,4.9,0.5,7.8,0.1,2581
2020-02-19,6.6,2.2,10.7,0,2799
2020-02-20,10,6.7,13.2,0,3011
2020-02-21,12.4,6.4,16.9,0,3370
2020-02-22,10.8,7.6,14.3,0,3470
2020-02-23,7.8,5.9,11.1,0,2601
2020-02-24,11.5,5.4,15.8,0,1827
2020-02-25,16.6,11.5,21.8,0.1,1556
2020-02-26,11.4,8.4,12.7,0.1,1453
2020-02-27,10,6.8,13.4,0,1308
2020-02-28,10.4,8.7,11.6,3.7,1414
2020-02-29,11.6,10.9,12.2,14.2,1810
2020-03-01,11.2,8.1,12.7,4.2,1539
2020-03-02,8,6,10.4,0,1379
2020-03-03,10.7,6.2,15,0,1569
2020-03-04,8,5.2,10.6,0,1640
2020-03-05,6.1,4,9.6,0,1768
2020-03-06,7.4,2.5,11.9,0,1855
2020-03-07,10.3,8,11,8.1,1963
2020-03-08,12,7.3,15.4,0,1769
2020-03-09,13.1,11.3,14.6,25.3,1694
2020-03-10,9.6,7.7,13.4,21.5,1769
2020-03-11,8.4,5.5,11.1,0,2093
2020-03-12,9.4,3.8,13.7,0,2054
2020-03-13,11.2,8.2,14.5,0,2417
2020-03-14,8.4,5.9,10.6,0,2699
2020-03-15,11.1,6.8,15.3,0,2350
2020-03-16,7.3,4.6,10.6,0,2220
2020-03-17,13,6.2,19.8,0,2104
2020-03-18,14,10.1,16.7,0,2068
2020-03-19,13.9,9.9,21.2,0,2028
2020-03-20,12,7.2,16,0,2216
2020-03-21,17.4,9.9,22.8,0,2685
2020-03-22,14.4,11.3,18.5,1,2300
2020-03-23,12.7,9.3,16.3,0,2179
2020-03-24,12.6,8.8,15.8,0,1800
2020-03-25,16.3,10.8,20.9,0,1544
2020-03-26,17.9,15,23.2,17,1377
2020-03-27,12,8.4,19.9,0,1534
2020-03-28,9,7.1,9.9,3.9,1965
2020-03-29,11.2,6.6,14.4,0,1680
2020-03-30,13.5,11.7,15.9,0,1297
2020-03-31,13.9,11.3,17.2,0.6,1146
2020-04-01,11.6,8.4,15.4,3.4,1282
2020-04-02,11.8,8.7,14.7,0,1541
2020-04-03,12.8,10.9,16.3,0,1756
2020-04-04,11.6,7.6,16.9,0,2087
2020-04-05,9.7,7.4,13.4,0,1690
2020-04-06,10.7,6,14.3,0,1263
2020-04-07,13.4,8.9,17.9,0,1325
2020-04-08,12.9,10.5,16.8,0,1314
2020-04-09,12.1,8.8,15.3,0,1352
2020-04-10,12.9,9.9,15.9,0,1586
2020-04-11,12.3,9.7,16.8,23.9,2102
2020-04-12,9.8,7.5,11.2,25.4,1884
2020-04-13,11.6,9.6,13.8,0,1789
2020-04-14,13.2,8.3,16.6,0,1758
2020-04-15,13.4,10.1,16.9,0,1809
2020-04-16,15.9,10.3,21.4,0,1766
2020-04-17,16,13.6,18.7,9.7,2060
2020-04-18,12.9,11.1,16.2,0,2331
2020-04-19,13.3,11,15.6,19.5,1638
2020-04-20,13.8,11.6,18,0.4,1530
2020-04-21,12.8,10.2,16.5,0,1710
2020-04-22,11.1,8.7,14.8,0,1826
2020-04-23,11.1,8.7,14.1,0,2014
2020-04-24,13.1,9.1,16.8,0,2358
2020-04-25,18.3,10.2,23,0,3246
2020-04-26,14.2,11.1,18.9,0,2916
2020-04-27,14.3,11,17.7,0,2831
2020-04-28,15.2,10.4,19.7,0,2910
2020-04-29,15.9,13,20,0,3828
2020-04-30,19,12.5,24.8,0,5951
2020-05-01,20.5,17.4,24.6,0,6441
2020-05-02,19.2,16.4,21.9,3.2,6340
2020-05-03,19.2,16,23.6,0.9,4935
2020-05-04,18.5,15.5,23.7,0,3602
2020-05-05,17.6,14.2,24.6,0,2403
2020-05-06,19.5,15.9,24.5,0,2207
2020-05-07,17.8,14.8,22.9,0,2151
2020-05-08,20.9,15.5,26.5,0.2,2022
2020-05-09,21.3,15.5,27.7,3.4,2396
2020-05-10,16,15,18.1,0,3035
2020-05-11,17.3,14.6,23.2,0,3170
2020-05-12,18.5,14.9,25.1,0,3223
2020-05-13,17,13.2,20.4,0,3004
2020-05-14,20.2,15.2,25.8,0,2729
2020-05-15,22.1,19,27.1,2.9,2804
2020-05-16,16.6,14,19.1,5.3,3289
2020-05-17,17,13.6,21.9,0,3212
2020-05-18,19.2,15.9,29.5,0.4,3011
2020-05-19,17.2,14.4,21.1,0,3125
2020-05-20,16.6,13.8,20.6,0,3087
2020-05-21,18.8,14.5,24.6,0,3447
2020-05-22,19.1,16.3,23.9,0,3992
2020-05-23,19.6,16.1,22.4,0,4554
2020-05-24,20.4,17.9,26.1,0,4217
2020-05-25,17.7,16.4,20.6,0,3684
2020-05-26,18.4,16.5,21.1,0,3447
2020-05-27,18.2,16,21.1,0,3277
2020-05-28,19.7,15.9,25,0,3553
2020-05-29,18.5,14.7,20.5,0,3799
2020-05-30,20,17.8,23.6,0.6,4610
2020-05-31,19.7,17.1,23.6,3.7,4085
2020-06-01,18.7,16.7,21.7,0.4,3561
2020-06-02,18.6,15,22.5,0,3304
2020-06-03,20.5,18.1,24.7,0,3276
2020-06-04,21.2,18.7,25.3,0,3551
2020-06-05,19.9,17.4,24.2,0,4169
2020-06-06,21.2,19.2,26.5,0,5048
2020-06-07,21.3,18.5,23.9,0,4528
2020-06-08,23.4,18.6,29.7,0,4183
2020-06-09,26.7,22.2,30.1,0,3646
2020-06-10,24.7,22.7,28.9,0.4,3366
2020-06-11,24.5,21.6,28.9,0,3438
2020-06-12,22.7,21.1,24.2,1.1,3871
2020-06-13,25.6,22.8,29.6,24.3,4239
2020-06-14,24.2,20.8,27.7,26,4075
2020-06-15,22.2,20.2,25,0,3629
2020-06-16,23.3,21.4,26.9,0,3349
2020-06-17,20.9,18.3,23.2,30.9,3634
2020-06-18,19.5,18.3,22.5,49.3,4034
2020-06-19,19.9,18.3,22.6,11.4,5035
2020-06-20,21.9,19.7,24.9,0,6033
2020-06-21,21.8,20.1,24.3,0,6084
2020-06-22,22.7,20.1,28.9,0,5411
2020-06-23,25.6,20,30.9,0,4580
2020-06-24,24.9,21.9,27.1,38.3,4099
2020-06-25,22.9,21.6,24.9,14.2,4511
2020-06-26,22.9,20.7,25.4,0,5120
2020-06-27,23.1,20.8,26.8,0.1,5631
2020-06-28,23.5,20.5,28.7,0,5062
2020-06-29,23.2,19.1,27.6,25.1,4222
2020-06-30,21.8,20,24,0,3988
2020-07-01,22.6,19.7,26.8,0,4795
2020-07-02,23,20.2,25.2,0,5000
2020-07-03,21.4,19.7,23.8,17,5295
2020-07-04,20.2,19.5,21.7,0.4,5452
2020-07-05,21.2,19.2,24.2,0,5146
2020-07-06,22.5,20.7,26.1,15.7,4764
2020-07-07,22.5,21.2,25.5,35.1,4869
2020-07-08,22.3,20,25.6,0,4968
2020-07-09,23.2,20.9,27.6,2,5048
2020-07-10,25.6,21.9,29.8,16.4,5112
2020-07-11,23.3,22.5,25.8,0,5911
2020-07-12,24.6,22.6,26.5,4.3,5955
2020-07-13,25.6,22.6,30.6,1.5,5617
2020-07-14,21.6,19.8,23.6,0.5,5582
2020-07-15,21.6,20.2,24.6,0,5757
2020-07-16,22.2,20.2,24.5,0.4,5921
2020-07-17,23.1,20.1,25.8,0,5705
2020-07-18,24.2,20.7,26.7,0.2,5912
2020-07-19,29.1,23,34.3,0,5607
2020-07-20,26.4,22.8,29.9,1.2,5162
2020-07-21,24.6,22.6,27.2,4.4,5048
2020-07-22,26.8,23.8,30.4,0,4950
2020-07-23,26.5,23.6,30.5,9.2,4859
2020-07-24,23,21.3,25.1,2.4,4842
2020-07-25,23.7,21.2,26.6,0,5206
2020-07-26,23.4,20.7,25.5,0,4970
2020-07-27,24.8,22.6,27.9,71.5,4701
2020-07-28,28.7,25.1,33.8,2,4552
2020-07-29,27.9,25.7,30.9,0.5,5169
2020-07-30,27.8,25.4,31,0,5804
2020-07-31,26.9,25.1,29.5,0,6504
2020-08-01,28.2,25.5,30.7,0,7908
2020-08-02,29.3,26.7,34,0,8118
2020-08-03,28.8,26.7,32.5,0,8870
2020-08-04,30.2,27.1,34.9,0,8393
2020-08-05,30.3,26.4,34.1,9.7,8238
2020-08-06,30.2,27.9,32.7,0,7992
2020-08-07,30.6,27.8,32.7,0,8162
2020-08-08,30.9,29.7,32.7,0,8238
2020-08-09,30.4,28,33.9,0,7914
2020-08-10,29.4,26.6,32.3,4.2,7336
2020-08-11,30.4,27.6,33.6,2,7639
2020-08-12,31,28.2,34.5,0,8105
2020-08-13,31.3,28.2,36.1,0,8470
2020-08-14,32.2,27.6,36.3,0,8933
2020-08-15,31.1,27.8,36.3,0,9835
2020-08-16,29.9,27.5,32.7,0,9709
2020-08-17,29.4,27,32.3,0,8844
2020-08-18,29,26.8,30.8,0,8314
2020-08-19,28.3,26,31.2,0,8303
2020-08-20,28.2,26,31.3,0,8108
2020-08-21,28,25.4,30.3,0,7742
2020-08-22,27.4,24.3,33.3,2.8,7741
2020-08-23,28.3,24.8,31.2,0,7533
2020-08-24,30,26.2,35.1,0,7351
2020-08-25,29.8,27.7,33.6,2.9,5372
2020-08-26,28.4,25.4,29.8,114.3,3734
2020-08-27,28.7,27.2,30.8,0.7,4405
2020-08-28,28.4,26.4,32.6,2.3,4892
2020-08-29,28.4,26.3,31.3,1.5,5065
2020-08-30,28.1,26.1,31.4,0,4951
2020-08-31,27.8,25.9,31.6,0,4299
2020-09-01,26.8,25.6,28,0.1,3862
2020-09-02,25.1,23.1,27.9,183.6,2597
2020-09-03,25.2,23.2,28.7,0.3,3825
2020-09-04,25.5,21.5,29.3,0,4011
2020-09-05,21.9,19.3,24.1,7.6,3939
2020-09-06,21.7,20.5,23.1,71.7,3313
2020-09-07,23,20.7,26.3,79.8,3092
2020-09-08,26.7,22.4,30.7,0,4303
2020-09-09,25.8,24.4,28.7,0,4966
2020-09-10,24.5,22.7,26.6,0,5180
2020-09-11,23.5,21.8,26,0.6,5458
2020-09-12,23.1,21.6,25.5,0,5412
2020-09-13,23,21.7,26.1,5.2,5588
2020-09-14,23.3,21.8,25.9,0,5263
2020-09-15,23.7,21,25.8,0,4929
2020-09-16,23.5,21.5,28.3,6.1,4877
2020-09-17,21.2,19.3,23.3,26.6,5048
2020-09-18,20.5,17.8,23.1,11.3,4949
2020-09-19,21.2,16.8,25.6,0,5692
2020-09-20,22,18,25.6,0,5530
2020-09-21,21.5,18.5,25,0,5035
2020-09-22,21.2,19.5,22.6,0,4628
2020-09-23,20.9,20.1,21.7,1.3,4575
2020-09-24,21.3,20.6,22.7,0,4589
2020-09-25,22.5,20.1,25.3,0.6,5317
2020-09-26,22.1,20.5,25.8,0,6024
2020-09-27,21.4,19,24.1,5.7,5719
2020-09-28,20.9,19.3,23.4,0,4800
2020-09-29,21.2,18.1,23.8,0,4511
2020-09-30,21.9,19,24.9,0,5493
2020-10-01,21.5,19.4,24.1,0,6180
2020-10-02,21.7,17.6,25.5,0,6436
2020-10-03,22.5,20.2,25.3,0,4925
2020-10-04,21.4,19.5,23.5,1.1,3679
2020-10-05,18.4,16.8,21.1,0,3776
2020-10-06,18.6,17.1,20.4,0,4102
2020-10-07,20.5,17,22.2,0,4671
2020-10-08,20.3,19.1,22.5,0,5787
2020-10-09,20.1,18.6,21.5,0,7204
2020-10-10,20.3,18.9,22.4,0,6840
2020-10-11,20.4,18.9,23.3,0,6334
2020-10-12,20.4,18,23.5,0,5801
2020-10-13,18.4,16.1,21,0,5832
2020-10-14,19.1,15.7,21.7,0,5850
2020-10-15,17.9,15.6,20.3,0,6233
2020-10-16,17.2,14.4,20,4,6745
2020-10-17,17.5,13.7,20.7,0,7106
2020-10-18,17.7,15.6,20.9,0,7062
2020-10-19,17.7,14.2,21.1,0,6588
2020-10-20,18.7,15.6,22.2,0,6508
2020-10-21,18.3,16.3,22.2,46.4,6900
2020-10-22,17.5,15.4,20.5,2.2,6990
2020-10-23,15.2,14.3,16.7,0,7194
2020-10-24,15.4,14,17.6,0,7338
2020-10-25,16.3,13.2,19.9,0,6791
2020-10-26,15.6,12.1,20.8,0,6196
2020-10-27,16.5,12.5,20.3,0,6018
2020-10-28,17.4,15.5,20,0,6028
2020-10-29,15.8,12.8,18.7,0,6337
2020-10-30,16.1,13.7,18.5,0,6291
2020-10-31,16.5,14.3,19.6,0,7057
2020-11-01,18.1,13.7,22.3,1,6492
2020-11-02,15.7,12.8,18.5,5.4,5873
2020-11-03,13.1,11.8,16,0,5943
2020-11-04,12,9.2,15.1,0,6235
2020-11-05,14,8.2,17.9,0,6619
2020-11-06,17.8,13.8,21.7,0,6674
2020-11-07,17.6,14.5,21,0,7102
2020-11-08,14.6,11.5,19.2,0,7072
2020-11-09,12,10.1,14.5,0,6430
2020-11-10,13,9.2,17.2,0,5971
2020-11-11,12.4,8.6,15.9,0,6321
2020-11-12,14.4,11.6,17.9,0,6673
2020-11-13,14.4,10.6,18.7,0,7029
2020-11-14,15.8,12,19.4,0,7257
2020-11-15,16.6,13.3,19.7,0,6926
2020-11-16,16.8,14.5,19.4,1.4,6246
2020-11-17,21,16.3,26.7,0,5892
2020-11-18,22.4,18.5,25.9,0,5982
2020-11-19,20.4,15.6,25.8,12.2,6326
2020-11-20,12.9,10.9,15.6,0,6617
2020-11-21,13.7,8.7,16.4,0,6718
2020-11-22,13.2,11.3,15.6,4.2,6469
2020-11-23,10,9.2,11.2,0,5758
2020-11-24,10.5,8.7,12.9,0,5237
2020-11-25,12.1,9.6,14.7,0,5163
2020-11-26,11.8,9.4,14.1,3.8,5162
2020-11-27,11,9.1,12.9,0,5155
2020-11-28,8.6,7.9,9.4,0,5064
2020-11-29,9.2,7.6,12,0,4449
2020-11-30,8.7,7.8,10.1,0.2,3759
2020-12-01,7.8,6.1,10.3,0,3599
2020-12-02,9.3,6,12.4,0,3587
2020-12-03,8.2,5.8,10.5,0,3766
2020-12-04,7.8,6.8,9.4,0,3874
2020-12-05,8.8,6,12.3,0,4412
2020-12-06,8.3,5.3,11.7,0,3932
2020-12-07,10.1,6.3,13.1,0,3506
2020-12-08,8.2,6.8,10.3,0,3361
2020-12-09,7.7,4.2,10.6,0,3398
2020-12-10,10.3,7.6,12.4,0,3452
2020-12-11,11.1,8.9,12.5,0,3611
2020-12-12,9.7,6.5,11.5,0,3913
2020-12-13,8.7,5.7,14.6,0,3958
2020-12-14,3.2,1.7,5.9,0.1,3778
2020-12-15,3,2,4.3,0,3535
2020-12-16,3.9,3,5.3,1.5,3437
2020-12-17,5.7,3.8,7.2,0,3326
2020-12-18,7.7,6.1,10.8,0,3018
2020-12-19,4.4,2.8,6.3,0,2823
2020-12-20,6.8,3.6,7.9,0,2761
2020-12-21,7.9,6.4,10.2,0,2529
2020-12-22,8.9,6,13.1,0,2452
2020-12-23,10.1,4.5,15,0,2553
2020-12-24,10.5,8,13.5,0,3180
2020-12-25,6.8,4.8,10,0,3607
2020-12-26,7.4,3.8,10.6,0,3045
2020-12-27,10.1,8.1,11.5,14.4,2329
2020-12-28,11.4,8.3,14.5,0,2148
2020-12-29,9.6,3,14.6,5.4,2103
2020-12-30,0.9,-1.4,4.3,4.3,1847
2020-12-31,2.9,-0.3,4.6,3.8,2461
2021-01-01,5.5,4,7.2,0,2926
2021-01-02,5.9,2.8,8.4,0,2272
2021-01-03,4.5,2.7,6.3,0,1486
2021-01-04,5.9,2.2,9.2,0,1395
2021-01-05,5.6,2.6,9,0,1370
2021-01-06,4,1.7,5.6,0.6,1413
2021-01-07,-1.1,-3.1,4.4,7.9,928
2021-01-08,-1.1,-2.7,1,6.1,729
2021-01-09,1.2,-2.1,3.1,0.9,849
2021-01-10,3.6,0.8,5.1,0,1251
2021-01-11,3.4,1.5,5.1,10.8,1612
2021-01-12,4.7,2.6,6.4,1.2,1935
2021-01-13,10,5.2,13.6,0,2219
2021-01-14,10.8,7.9,15.4,0,2371
2021-01-15,12.1,7.7,18.2,0,2590
2021-01-16,5.1,2.8,8.6,0,2857
2021-01-17,3.1,1.2,4.4,2,2628
2021-01-18,6.6,3.1,9.9,0,2600
2021-01-19,4,2,6.3,0,2722
2021-01-20,9.2,3.8,15.9,0,2808
2021-01-21,12.6,7.3,17.9,0.5,2793
2021-01-22,12.7,11.5,14.5,8.2,2976
2021-01-23,12.5,11.1,13.5,57.8,3485
2021-01-24,11.8,10.4,13.6,0.2,3293
2021-01-25,12.6,11.3,15.3,0,3281
2021-01-26,10.4,8.8,12.8,19.7,3131
2021-01-27,7.6,5.8,10,0,3248
2021-01-28,6.2,0.4,10.6,0.5,3232
2021-01-29,2.5,0.3,5.3,0.2,3347
2021-01-30,7.8,2.2,11.7,0,3825
2021-01-31,10.7,5.6,14.9,0,3515
2021-02-01,11.6,9.8,15.8,22.4,3133
2021-02-02,4.2,2.9,10,0,3408
2021-02-03,5.8,3.6,8.6,0,3501
2021-02-04,6.4,3.6,9.5,0.1,3497
2021-02-05,7.1,2.2,9.9,0,3861
2021-02-06,10.6,7.5,14.6,0,4376
2021-02-07,11,7.5,15.1,0,4028
2021-02-08,4.1,2.3,7.5,0,3465
2021-02-09,4.8,2.9,7.8,0,3019
2021-02-10,7,3.1,10.9,0,3290
2021-02-11,9.7,6,13,0,4636
2021-02-12,12.2,10.2,14.1,0,5122
2021-02-13,13,10.1,16.3,0,4648
2021-02-14,13.3,10.8,16,2.4,3933
2021-02-15,7.5,3.5,12.4,0,3639
2021-02-16,5.7,3.3,9.1,0,3677
2021-02-17,1.3,-1.2,3.8,0.9,3632
2021-02-18,2.5,-1,3.8,1.9,4095
2021-02-19,8.5,2.8,13.4,0,5020
2021-02-20,15.6,11.7,17.7,0,5525
2021-02-21,18.9,16.4,23.7,0,5516
2021-02-22,15.3,8.7,23.4,0,5181
2021-02-23,7.5,5,10.6,0,4935
2021-02-24,9.9,5.2,13.2,0,4752
2021-02-25,11.6,9.8,15.2,19.6,4782
2021-02-26,11.2,9.8,13,5.4,5256
2021-02-27,11.4,10.8,12.6,0,6562
2021-02-28,14.4,11.3,17.1,0.1,5918
2021-03-01,15.5,7.8,21.9,11.2,4415
2021-03-02,7.5,6.2,9.8,0,3609
2021-03-03,9.2,4.8,12.8,0,3480
2021-03-04,10.9,9.2,12,26.9,3348
2021-03-05,11.9,10.7,14.2,0.1,3725
2021-03-06,11.3,9.2,14.2,0,4584
2021-03-07,10.1,9.1,11.1,0,4359
2021-03-08,10.4,8.7,12.7,0,4006
2021-03-09,10.6,7.9,13.5,0,4093
2021-03-10,11.5,7,16.5,0,3931
2021-03-11,14.1,10.9,19,7.6,3935
2021-03-12,11.3,10.3,13.4,14.2,4837
2021-03-13,11.7,9.4,14.7,0,5404
2021-03-14,11.4,8.5,15.2,0,5018
2021-03-15,13.9,7.9,19.2,0,4467
2021-03-16,12.6,7.9,19.1,3.1,4036
2021-03-17,11.3,6.3,15.7,0,4090
2021-03-18,13.7,10.8,17.1,0,4333
2021-03-19,14.2,12.9,16.2,6.2,5105
2021-03-20,12.8,9.6,15.7,7.6,5961
2021-03-21,9.2,7.3,12.5,0,5685
2021-03-22,9.8,6.4,12.8,0,5376
2021-03-23,12.3,9,16.5,0,5056
2021-03-24,13.3,8.8,17.3,0,5150
2021-03-25,14.1,11.6,17.7,0,5420
2021-03-26,14.6,9.7,21.2,0,5856
2021-03-27,17.5,12.2,21.5,4.2,6430
2021-03-28,14.5,12.7,17.5,0,5727
2021-03-29,15.2,12,17.8,0,5024
2021-03-30,14.3,11.4,19.1,0,4524
2021-03-31,16.2,12.1,20.6,0,4321
2021-04-01,15.2,13.8,17.5,8.8,5250
2021-04-02,17.2,13.8,19.9,9.8,5528
2021-04-03,18,13,22.8,0,5981
2021-04-04,11.4,10.8,13.2,5.2,5735
2021-04-05,12.6,10.6,14.6,4.1,5659
2021-04-06,13.9,11.3,17.4,0,5497
2021-04-07,14.8,11.2,18.3,0,5605
2021-04-08,14.4,11.2,18.6,0,5965
2021-04-09,13.8,9.7,17.5,0,6526
2021-04-10,14,11.4,17.5,0,7118
2021-04-11,16.6,12.2,21.5,0,6424
2021-04-12,16.5,14.3,19.9,16.9,5667
2021-04-13,11.8,8.5,14.4,0,5333
2021-04-14,11,8.2,14.9,0,5754
2021-04-15,13.1,8.6,17.9,0,6143
2021-04-16,15.1,11.1,19.7,0,6876
2021-04-17,13.7,11.3,16.3,0,7537
2021-04-18,13,11.1,16.5,0,6798
2021-04-19,14.5,9.9,19.1,0,6196
2021-04-20,14.8,10.3,18.5,0,5719
2021-04-21,17.5,12.3,22.8,0,5549
2021-04-22,21,16.8,25.9,0,6098
2021-04-23,19.3,16.5,25,0,6574
2021-04-24,17.5,15.9,21.9,0,7232
2021-04-25,16.9,14.7,20.7,0,6921
2021-04-26,16.5,13.5,20.9,0,6019
2021-04-27,17.1,14,21.5,0.8,5472
2021-04-28,17,14.9,19.5,0,5205
2021-04-29,18.8,14.7,23.3,0,5472
2021-04-30,16.3,11.3,19.9,13.2,6177
