year,avgTemp,minTemp,maxTemp,rainFall,accomodation
2015-01-01,3.3,1.7,5.4,4.2,421
2015-01-02,6.1,3.9,8.5,0,424
2015-01-03,6.8,3.5,9.6,0,420
2015-01-04,11.5,7.7,15,0,268
2015-01-05,12.9,6.8,17.5,0.7,229
2015-01-06,7.8,3.9,17.2,0.2,191
2015-01-07,4.7,3.4,5.8,0,180
2015-01-08,6.3,5.1,7.6,0,240
2015-01-09,8,6.5,10,0,315
2015-01-10,8.6,6.5,11,0,379
2015-01-11,8.5,5.4,12.1,0,271
2015-01-12,4.9,3.8,7.9,0,246
2015-01-13,9.7,4.2,13.7,0,221
2015-01-14,9.3,8.7,10.7,37.4,248
2015-01-15,8.4,5.9,10.9,0,249
2015-01-16,7.7,5.3,9.4,0.1,279
2015-01-17,5,2.7,8,0,376
2015-01-18,6,1.2,10.1,0,400
2015-01-19,8.5,5.9,11,0,243
2015-01-20,6.9,3.7,9.7,0,257
2015-01-21,9.2,7.8,10.6,5.8,211
2015-01-22,7.6,6.5,9,4.7,225
2015-01-23,6.9,5.4,9.9,0,343
2015-01-24,8,5,11,0,470
2015-01-25,11.6,6.9,15.8,9.2,343
2015-01-26,10.3,7.4,13.6,0,233
2015-01-27,5.6,3.3,7.6,0,192
2015-01-28,4.5,3.2,6.4,0,231
2015-01-29,6.8,4.8,8.1,19.1,204
2015-01-30,5,3.6,6.7,1,227
2015-01-31,3.4,2.7,5.1,0,321
2015-02-01,4.1,0.6,7.7,0,259
2015-02-02,6,4.3,9.3,0,139
2015-02-03,6.2,2.8,9.6,0,170
2015-02-04,6.8,6,7.4,0,162
2015-02-05,5.5,3.1,6.9,0.3,233
2015-02-06,6.1,5,7.8,0,291
2015-02-07,8,5.8,9.7,0.1,381
2015-02-08,1.7,-0.7,8.8,0.1,267
2015-02-09,1.8,-0.3,3.6,0.4,202
2015-02-10,7.1,2.5,9.4,0,190
2015-02-11,8.9,5.8,12.3,0,175
2015-02-12,7,4.6,10,0,229
2015-02-13,4.7,3.3,8.1,0,355
2015-02-14,8.4,3.1,14.4,0,404
2015-02-15,12.5,9,14.9,12.8,343
2015-02-16,11.8,9.8,14.4,3,224
2015-02-17,8.3,7.3,10,0,236
2015-02-18,6.5,5.5,7.4,0,307
2015-02-19,5.7,4,8.9,0,423
2015-02-20,9.3,3.1,14.9,0,473
2015-02-21,11.9,9,17.3,5.5,369
2015-02-22,8.7,6.5,10.8,0.3,255
2015-02-23,6.9,5.4,9.8,0,242
2015-02-24,7.9,5.9,10.9,0,282
2015-02-25,10.3,6.8,12.7,0,312
2015-02-26,8.8,4.9,11.6,0,344
2015-02-27,4.2,3.7,5.4,0,377
2015-02-28,7.9,4.1,9.8,13,427
2015-03-01,7.3,5.9,9.2,2.6,288
2015-03-02,7,3.4,10.1,0,131
2015-03-03,8.4,6.8,10.1,1.3,124
2015-03-04,4,3.2,6.8,0,121
2015-03-05,5.4,2.8,7.1,0,207
2015-03-06,8,6.3,9.3,1.5,293
2015-03-07,9.3,6.3,12.1,0,409
2015-03-08,10.7,4,16.1,0,301
2015-03-09,7.6,2,11.6,9.5,188
2015-03-10,2.9,0.2,4.1,0.2,169
2015-03-11,7,3.3,9.7,0,155
2015-03-12,8.3,6.2,11.3,0,222
2015-03-13,11.5,4.7,17.7,0,400
2015-03-14,10.3,8.7,12.2,0,556
2015-03-15,10.8,7.8,14,0,339
2015-03-16,13.5,9.9,17.1,0,227
2015-03-17,15.7,11.1,19.6,0,195
2015-03-18,17.1,13.9,20.6,60.5,198
2015-03-19,12.8,11.5,14.8,4.2,309
2015-03-20,12.9,11.3,16.5,0.2,521
2015-03-21,13.8,10.9,17.5,0,708
2015-03-22,12.3,9,16.5,0,464
2015-03-23,9.1,6.7,11.7,0,330
2015-03-24,8.5,6,12,0,268
2015-03-25,8.6,4.3,12.9,0,272
2015-03-26,9.8,5.1,14.5,0,378
2015-03-27,10.9,7.5,13.9,0,560
2015-03-28,12.8,10.2,15.7,0,730
2015-03-29,13.5,10.3,16.7,0,515
2015-03-30,14,10.7,17.9,0,313
2015-03-31,18.1,14.9,22.2,0.7,291
2015-04-01,15.4,14,19,0,242
2015-04-02,20.2,14,27.7,0.9,344
2015-04-03,12.6,10,22.1,7.8,520
2015-04-04,14.4,10,17.4,10.5,633
2015-04-05,13.2,12.3,14.4,3.9,508
2015-04-06,12.1,10,13.3,36.6,329
2015-04-07,10.3,8.7,12.6,0,300
2015-04-08,11,8.8,14.4,0,245
2015-04-09,12.1,9.3,14.5,0,424
2015-04-10,12.8,10.6,15.2,0,569
2015-04-11,13.5,9.5,17.6,0,746
2015-04-12,13.5,11.7,18.4,15.6,673
2015-04-13,12.1,8.9,14.5,15.1,396
2015-04-14,10.1,7,14.2,2.5,312
2015-04-15,15.6,10.1,20.3,0,335
2015-04-16,17.3,13.1,24.9,0,448
2015-04-17,14.1,10.1,18,0,617
2015-04-18,17.9,13,24.1,27.9,847
2015-04-19,18.5,15.5,23.9,10.3,565
2015-04-20,12.9,12,15.5,2.9,413
2015-04-21,14.2,12.5,17.5,0,346
2015-04-22,15.5,11.1,21.2,0,385
2015-04-23,15.5,11.8,19.2,0,478
2015-04-24,17.3,13.4,22,0,556
2015-04-25,17.2,13.6,23.6,0,797
2015-04-26,18.8,14.1,23.1,0,563
2015-04-27,19.5,14.9,23.1,0,381
2015-04-28,20.7,17.9,25.3,1,378
2015-04-29,17.7,15.4,22.1,3.8,405
2015-04-30,16.4,15.3,18.2,9.1,668
2015-05-01,18,15.5,21.4,0,1009
2015-05-02,18.3,14.5,23.2,24.8,1298
2015-05-03,18.1,14.8,22,6.7,1267
2015-05-04,16.5,13.3,21.7,0,1015
2015-05-05,14.8,11,18.5,0,706
2015-05-06,15.3,13.2,17.8,0,437
2015-05-07,17.2,13.2,21.7,0,423
2015-05-08,17.7,14.5,20.8,0,555
2015-05-09,17.5,15,20.7,1.9,636
2015-05-10,18,14.7,23,0,492
2015-05-11,19.8,15.9,23.1,69.3,316
2015-05-12,18.5,14,21.6,4.3,343
2015-05-13,23,19.2,27.3,0,325
2015-05-14,23.8,19.4,29.4,0,410
2015-05-15,19.7,17.3,23,2.9,555
2015-05-16,19,16.6,22.1,0,755
2015-05-17,19.3,16.1,26.4,0,641
2015-05-18,16.2,14.9,19,35,415
2015-05-19,16.3,14.8,19.3,0,346
2015-05-20,17.4,14.7,22.1,0,317
2015-05-21,18.4,14.1,22.8,0,412
2015-05-22,19.8,17,24.1,0,749
2015-05-23,18.8,17.4,21.7,0,1033
2015-05-24,20.2,17.7,23.5,0,977
2015-05-25,20.1,17.1,23.6,0,724
2015-05-26,19.2,15.7,23.7,0,409
2015-05-27,20.5,17.4,23.4,0,290
2015-05-28,22.6,18,27.6,0.9,567
2015-05-29,21.3,19,25.3,0,903
2015-05-30,18.9,17.8,20.9,4.2,1057
2015-05-31,19.7,17.6,23,0,782
2015-06-01,20.6,17.6,24.8,0,600
2015-06-02,20.2,18.5,21.8,39.9,424
2015-06-03,21.4,18.5,25.5,1.1,367
2015-06-04,20.6,17.6,23.9,0,548
2015-06-05,17.2,15.4,22.2,14.3,722
2015-06-06,19.9,15.3,26.3,0,802
2015-06-07,21.7,18,26,0,602
2015-06-08,20.9,18.5,24,4.4,447
2015-06-09,21.2,18.5,24.2,0,376
2015-06-10,22.9,18.1,28.9,0,370
2015-06-11,22.6,20.2,26.5,0.9,493
2015-06-12,26,21.9,30.6,0,603
2015-06-13,24.1,21.5,28.7,0,728
2015-06-14,22.9,20.9,25.4,0,649
2015-06-15,22.8,20.9,25.3,0,415
2015-06-16,22.2,21.1,25.3,0.7,383
2015-06-17,20.6,19.6,21.6,15.4,409
2015-06-18,22,19.7,25.6,0.1,428
2015-06-19,22.9,19.9,25.8,0,595
2015-06-20,22,19.4,24.2,0,798
2015-06-21,22.1,20.5,24.6,2,677
2015-06-22,21.7,20.5,24.3,0.3,462
2015-06-23,23.5,20.9,26.9,0,429
2015-06-24,22.1,21.1,23.2,32.7,430
2015-06-25,23.6,21.5,25.9,7.9,433
2015-06-26,23.5,21.2,27.8,2.7,541
2015-06-27,21.2,20.5,22.2,9.2,805
2015-06-28,22,19.8,25.9,0,662
2015-06-29,22.3,19.2,25.8,0,521
2015-06-30,21.9,19.6,26.4,54.8,383
2015-07-01,22.9,20.5,26.3,0.1,434
2015-07-02,22.9,19.6,25.5,0,555
2015-07-03,23.9,21.6,26,0,786
2015-07-04,22.5,21.3,24.4,0,965
2015-07-05,22,20.5,24.2,0,785
2015-07-06,21.4,20.3,23.5,1.4,564
2015-07-07,20.7,19.1,22.3,53.7,456
2015-07-08,25.8,19.9,31.6,82.1,591
2015-07-09,24.9,22.8,29,0,684
2015-07-10,23.6,22.1,25.2,0,892
2015-07-11,24.3,23,26.4,98.9,1143
2015-07-12,26.5,23.8,28.7,88.7,861
2015-07-13,27.8,23.4,33,0,781
2015-07-14,26.5,24.1,29.9,0,793
2015-07-15,25.2,22.4,27.9,0,985
2015-07-16,24.8,22.1,28.6,0,1002
2015-07-17,24.2,21.6,26.7,0,1082
2015-07-18,25,22.8,29.2,0,1220
2015-07-19,25.6,22.7,29.8,0,1121
2015-07-20,24.3,22.8,27.1,0,961
2015-07-21,24.3,22.8,27.4,0,921
2015-07-22,26.5,23.7,28.2,4.6,702
2015-07-23,30.4,27.7,34.1,0,870
2015-07-24,29.5,27.2,32.5,0,971
2015-07-25,29.1,26.3,33.8,0,1373
2015-07-26,27.5,25.6,29.7,0,1234
2015-07-27,27.8,25.9,31.1,0.2,1215
2015-07-28,27.6,25.9,30.9,0,1239
2015-07-29,30.5,25.8,36.7,0,1407
2015-07-30,28.1,26.5,30.4,0,1474
2015-07-31,28.1,25.4,33.6,0,1518
2015-08-01,27.9,24.8,30.5,0,1707
2015-08-02,28.6,24.7,32,0,1566
2015-08-03,28,24.9,30.6,0,1678
2015-08-04,28.4,25.5,31.6,0,1716
2015-08-05,28.1,25.7,30.7,0,1671
2015-08-06,29.2,25.9,35.5,0,1695
2015-08-07,29.7,26.9,33.8,0,1514
2015-08-08,27.5,26.2,30.3,3.4,1576
2015-08-09,27.8,25,30.3,0,1584
2015-08-10,28,26.2,30.3,0,1388
2015-08-11,27.2,23.7,30,91.8,1301
2015-08-12,25.2,23.9,26.4,0.2,1182
2015-08-13,27,25.2,30.2,0,1246
2015-08-14,26.5,25.1,29.4,0,1512
2015-08-15,27.2,23.7,31.8,0,1551
2015-08-16,25.5,22.8,28.1,74.6,1322
2015-08-17,25.2,22.9,27.9,3.5,1306
2015-08-18,26.1,24.5,27.9,0,1104
2015-08-19,25.9,24.6,28.8,1.8,1108
2015-08-20,26,24.3,29.3,0,1161
2015-08-21,26,24.5,28.8,20.8,1167
2015-08-22,25.2,23.8,26.6,0,1253
2015-08-23,25.4,23.6,27.6,0,1165
2015-08-24,24.5,22.2,25.9,14.6,1087
2015-08-25,22.8,20.4,25.2,34.1,960
2015-08-26,24.8,22.8,27.6,0,1102
2015-08-27,25.5,21.6,28.6,0,1133
2015-08-28,25.7,22.1,28.4,0.6,1205
2015-08-29,24.8,23,27.5,0,1278
2015-08-30,24.7,22.6,27.3,0,1113
2015-08-31,24.9,23.3,28,3.2,719
2015-09-01,24.8,23.2,26.9,0.3,830
2015-09-02,25.4,22.7,28.4,0,871
2015-09-03,26.1,24.1,28.6,0,1096
2015-09-04,25.1,22.6,28.3,0,1153
2015-09-05,23.3,21.2,25.6,13,1235
2015-09-06,23.2,20.7,26.1,22.3,1080
2015-09-07,23.1,21.5,25.1,0,918
2015-09-08,22.5,19.7,24.5,0,737
2015-09-09,22.5,20,25.7,0,724
2015-09-10,23.2,19.6,26.2,0,801
2015-09-11,23.9,19.5,27.2,0,965
2015-09-12,22.4,20.9,24.1,6.9,1019
2015-09-13,22.5,19.6,25.1,0,1017
2015-09-14,22.6,19.5,26.6,0,724
2015-09-15,22.3,20.6,25,0,672
2015-09-16,21.1,20,22.2,22.4,599
2015-09-17,22.5,19.9,25,0.1,731
2015-09-18,22.7,20.7,25,0,887
2015-09-19,22.4,19.9,25.8,0,995
2015-09-20,22.6,18.4,25.1,0,775
2015-09-21,23.3,20.4,26.8,0,528
2015-09-22,23.9,20.6,27.8,0,379
2015-09-23,22.3,20.7,24.3,49,291
2015-09-24,22.9,20.9,24.8,2,242
2015-09-25,23.2,21.5,25.5,0,474
2015-09-26,23.3,20.5,25.9,0,802
2015-09-27,22.9,20.8,25.8,0,1006
2015-09-28,23.6,20.8,27.5,0,936
2015-09-29,24,22.5,27.3,0,811
2015-09-30,20.9,18.6,23.3,56.9,608
2015-10-01,23.6,19.1,27.5,24.3,612
2015-10-02,19.4,17.5,22.5,0,748
2015-10-03,21.1,18,24.7,0,921
2015-10-04,21.3,19.1,24.8,0,796
2015-10-05,20.9,18,24.3,0.1,519
2015-10-06,20.3,17.1,23.1,0,537
2015-10-07,20.9,17.3,23.8,0,739
2015-10-08,20.8,19.4,23.7,0,1118
2015-10-09,19.2,15.6,22.5,0,1428
2015-10-10,19.9,15.7,25.8,0,1293
2015-10-11,18.3,16.2,20.7,0,1032
2015-10-12,18.7,15.5,20.9,0.7,672
2015-10-13,18.9,15.9,21.6,0,562
2015-10-14,18.8,15,23,0,552
2015-10-15,19.2,15.8,23.8,0,728
2015-10-16,18.6,15.8,22.4,0,974
2015-10-17,19.1,15.8,22.3,0,1184
2015-10-18,19.1,16.1,22.7,0,1058
2015-10-19,19.6,15.3,24.2,0,663
2015-10-20,19.5,17,22.3,0,575
2015-10-21,20.1,18.1,23.7,0,453
2015-10-22,20.4,17.7,24.1,0,673
2015-10-23,19.2,17.1,21.9,0,953
2015-10-24,19.5,15.9,22.9,0,1170
2015-10-25,19,16.7,22.7,0,898
2015-10-26,19.1,15.7,23.2,0,610
2015-10-27,17.9,16.2,22.5,5.9,558
2015-10-28,16.8,15.2,19.9,0,505
2015-10-29,17.2,13.4,19.7,0,596
2015-10-30,14.5,12.3,18.3,0,770
2015-10-31,13.1,11.7,16.1,0,869
2015-11-01,13,10.6,15.1,0.9,748
2015-11-02,14.2,10.6,18.5,0,496
2015-11-03,14.8,12,18.2,0,437
2015-11-04,17.4,11.8,23.8,0,543
2015-11-05,19,16,21.5,0.4,649
2015-11-06,19.7,16.8,23.3,6.4,860
2015-11-07,20.2,18.6,21.4,11.2,965
2015-11-08,18.8,17.3,21.3,4.2,731
2015-11-09,15.9,14.5,17.7,0.4,558
2015-11-10,14.2,11.9,16.2,0,509
2015-11-11,15.1,11.5,17.8,1.3,522
2015-11-12,17.5,15.1,20.6,1.4,699
2015-11-13,17.5,16,19.2,47.3,896
2015-11-14,17.1,16.3,18.4,1.2,1078
2015-11-15,16,13.1,19,0,896
2015-11-16,17.7,12.9,22.1,0,537
2015-11-17,17.5,16.9,18.5,0.3,397
2015-11-18,16.2,14.5,17.6,33,428
2015-11-19,15.2,14.3,16.4,12.3,618
2015-11-20,15.5,14.2,17.6,3.7,754
2015-11-21,15.7,13.9,17.8,0,895
2015-11-22,16.9,13.5,19.8,0,746
2015-11-23,16.5,14.5,18.2,14.3,425
2015-11-24,13.6,11.9,15.1,0.3,411
2015-11-25,10.9,7.1,13.4,28,421
2015-11-26,6,3.1,8.4,6.6,572
2015-11-27,7.9,4.7,9.5,0,615
2015-11-28,10.5,8.1,14.3,0,846
2015-11-29,12.1,8.1,16.1,0,593
2015-11-30,12.9,9.5,16.7,0,348
2015-12-01,11.3,7.2,16.1,0,296
2015-12-02,13.1,10.2,20.1,1.6,300
2015-12-03,9.2,7.2,10.8,0.3,376
2015-12-04,9,7.9,9.6,0,610
2015-12-05,10.2,8.8,11,0,840
2015-12-06,9.2,7.4,10.3,0,569
2015-12-07,9.4,7.5,11.8,0,365
2015-12-08,9.2,7.5,11.9,0,318
2015-12-09,13.7,7.5,19.2,0,361
2015-12-10,15.2,13.4,16.6,50.7,444
2015-12-11,11.5,10.1,13.5,11.4,642
2015-12-12,12.2,10,13.8,0.3,790
2015-12-13,14.1,12.1,17,0,562
2015-12-14,14,12.9,15.8,0.6,433
2015-12-15,11,9.2,13.2,0,400
2015-12-16,7,3.1,9.6,0.1,387
2015-12-17,4.8,2.3,6.1,2.9,533
2015-12-18,7.1,5.6,8.1,0,725
2015-12-19,7.8,5.6,11,0,842
2015-12-20,9.6,5.9,11.7,7.3,712
2015-12-21,10.8,7.4,13.6,4.3,480
2015-12-22,12.3,7.5,16.9,0,511
2015-12-23,12.8,11,15.4,10.2,549
2015-12-24,9.8,8.4,11.1,0,1046
2015-12-25,8,6.3,9.8,0,1567
2015-12-26,11.3,7.1,13.5,0,1443
2015-12-27,6.7,4.5,11.2,0,1190
2015-12-28,5.8,4.7,6.7,0,962
2015-12-29,6.9,5.7,7.8,0,946
2015-12-30,8.4,6.6,11,0,1057
2015-12-31,9,7.7,10.7,0.3,1335
2016-01-01,8.2,5.2,10.8,0,1308
2016-01-02,12.5,7.8,16.8,0,1015
2016-01-03,13,10.5,16.2,0,728
2016-01-04,11.7,10.9,12.9,0,545
2016-01-05,8.5,6.6,11.1,6.2,551
2016-01-06,7.3,5.7,8.7,0,627
2016-01-07,7,6.3,8.2,0,630
2016-01-08,6,4.4,7.5,0.1,698
2016-01-09,7,5.6,8.3,0,952
2016-01-10,8.1,6.4,10.9,0,846
2016-01-11,6.1,4.3,7.7,0,733
2016-01-12,4.9,4.1,6.1,0,697
2016-01-13,4.6,2.5,5.7,0.1,632
2016-01-14,6.4,5,7.9,0,720
2016-01-15,7.1,4.5,11,0,755
2016-01-16,7.5,4.2,11.1,0,992
2016-01-17,8.9,7.4,10.4,33.5,888
2016-01-18,4.1,-0.3,8.9,0.8,598
2016-01-19,1.5,-0.4,3.1,3.2,572
2016-01-20,2.4,1.5,3.6,0,585
2016-01-21,2.9,2.2,3.9,0,639
2016-01-22,2.8,1.6,4.3,0,842
2016-01-23,-0.5,-4.1,3.4,12.2,613
2016-01-24,-3,-5.8,0.3,4.4,293
2016-01-25,1.9,-1.1,4.1,1.6,265
2016-01-26,5.5,3.8,7.2,0.1,289
2016-01-27,7.2,4.5,9.6,0,455
2016-01-28,8.6,5.8,11.5,27.2,625
2016-01-29,8.6,7.7,10,32.4,697
2016-01-30,7.9,6.5,9,3.8,760
2016-01-31,4.6,3.1,6.5,0,494
2016-02-01,2.7,1.6,3.6,0,380
2016-02-02,2.8,2,4.7,0,371
2016-02-03,4.8,2.3,6.8,0,335
2016-02-04,6.9,5.2,9.4,0,234
2016-02-05,6,4.6,8.5,0,401
2016-02-06,4.2,3,5.8,0.1,680
2016-02-07,4.3,2.6,7.2,0.1,779
2016-02-08,8.2,4.7,11.2,0,798
2016-02-09,8.4,5.2,11.6,0,752
2016-02-10,9.9,4.5,16.7,0,766
2016-02-11,14.9,9.2,19.5,0.1,713
2016-02-12,17.4,15.7,20.5,24,723
2016-02-13,14.8,9,19.7,9.1,670
2016-02-14,4.3,2.4,9.2,0,568
2016-02-15,2.1,-0.4,3.7,0.1,566
2016-02-16,5.7,2.9,7.9,0,570
2016-02-17,5.8,3.8,8.1,0,659
2016-02-18,8,2.6,13.9,0,752
2016-02-19,10.4,8.3,12.5,0.2,989
2016-02-20,8.3,5.3,11.1,0,1043
2016-02-21,5.7,4.2,8.7,0,978
2016-02-22,6,4.9,8.7,5.4,815
2016-02-23,7.2,3.7,10.8,0.3,758
2016-02-24,3.1,2.3,4.8,0,748
2016-02-25,4.3,2.1,7.8,0,938
2016-02-26,9.2,3.3,13.5,0,1077
2016-02-27,12,10,14.6,0.1,1453
2016-02-28,11.4,6.3,19.5,0,1416
2016-02-29,3.5,0.4,6.6,0.5,1021
2016-03-01,3.6,1,6.9,0,546
2016-03-02,7.9,2.1,13.6,0,358
2016-03-03,12.3,6.1,16,0.3,457
2016-03-04,16.6,12.6,22.5,0,583
2016-03-05,18.1,14.2,22,32.7,843
2016-03-06,12.1,10,15.8,7.9,560
2016-03-07,14.1,10.4,18.6,0,476
2016-03-08,10.1,6.5,14.3,17.3,415
2016-03-09,6.1,4.3,8.5,25,336
2016-03-10,4.4,2.9,6.7,0,477
2016-03-11,4.8,2.9,7.7,0,771
2016-03-12,6.4,2.9,8.4,0,897
2016-03-13,8.4,6.1,11,9.4,736
2016-03-14,7.6,6.4,9.6,0,562
2016-03-15,8.3,3.7,11.6,0,437
2016-03-16,12,8,16.1,0,482
2016-03-17,15,8.5,21.3,0,659
2016-03-18,15.3,13.2,20,4.2,1007
2016-03-19,12.4,9.8,15.2,0,1245
2016-03-20,11.1,7.3,13.9,0,1045
2016-03-21,12.4,9.7,15.5,0,706
2016-03-22,11.2,7.9,15.1,0,652
2016-03-23,9.8,7.3,14.5,0,663
2016-03-24,9.1,7,12.1,0,692
2016-03-25,8.9,7.4,12.1,0,965
2016-03-26,8.7,6.7,11.3,0,1164
2016-03-27,10.2,6.6,13.9,0,1042
2016-03-28,13.1,6.9,17.2,0,715
2016-03-29,14.7,10.2,17.8,0,599
2016-03-30,14.7,12.4,17.4,0,578
2016-03-31,13.9,13.2,16.1,0.1,686
2016-04-01,14.4,9.8,18.8,0,1032
2016-04-02,16.3,11.1,21.6,0,1324
2016-04-03,15.6,14.5,17.2,25.2,1101
2016-04-04,13.3,12.8,15,5.9,754
2016-04-05,13.8,12.6,16.4,0,589
2016-04-06,15.1,11.6,18.6,2.3,625
2016-04-07,14.9,12.6,21.6,14.5,749
2016-04-08,13.3,11.5,16.6,0,1026
2016-04-09,14.6,11.1,20,0,1387
2016-04-10,15.3,12.2,18.8,0,1174
2016-04-11,14.6,12.5,18.8,0,893
2016-04-12,16.5,12.2,21.1,0,824
2016-04-13,15.9,13,19.6,24.4,907
2016-04-14,15.1,12.8,22.3,0,967
2016-04-15,16.2,11,21.2,0,1150
2016-04-16,20.1,14.2,24.5,18.6,1166
2016-04-17,13.5,12.4,16.4,0.2,846
2016-04-18,14.6,12.6,17.3,0,687
2016-04-19,14.9,13.2,17.2,0,638
2016-04-20,18,12.3,21.7,0,630
2016-04-21,16.7,13.4,22.4,4.2,708
2016-04-22,16.7,11.5,22.3,0,1054
2016-04-23,16.6,14.7,20.2,2.9,1161
2016-04-24,16.9,14.3,20.7,0,1007
2016-04-25,16.8,13.7,19.8,0,650
2016-04-26,18.2,14,24.2,1,535
2016-04-27,14.3,13.1,16,13.6,573
2016-04-28,13.9,12.7,15.9,8.6,599
2016-04-29,14.9,11.3,19,0,977
2016-04-30,17,11.8,22.1,0,1249
2016-05-01,18.4,14.2,22.4,0,1147
2016-05-02,21.3,16.5,25.7,0.8,781
2016-05-03,18.4,15,24.3,7.6,732
2016-05-04,20.8,16.3,25.7,0,1268
2016-05-05,18.8,15.6,23.1,0.4,1652
2016-05-06,18.6,15.8,23.1,3,1534
2016-05-07,17.7,13.8,21.2,0,1228
2016-05-08,18.1,14.9,23.8,0.7,820
2016-05-09,15.4,14.7,16.6,0.2,530
2016-05-10,14.6,13.3,15.8,31.6,487
2016-05-11,15.7,13.4,18.9,0,591
2016-05-12,17.1,14.1,21.3,0,743
2016-05-13,16.7,14.8,19.6,0,1045
2016-05-14,18.3,15.9,22,0,1242
2016-05-15,21.5,14.2,30.4,0,1076
2016-05-16,15.6,11.8,19.5,16.7,689
2016-05-17,19.5,14.5,24,0,631
2016-05-18,19.6,15.3,24,0,580
2016-05-19,19.8,16.8,24.8,0,773
2016-05-20,19.9,15.4,24,0,1139
2016-05-21,20.8,18.2,23.8,0,1300
2016-05-22,21,18.7,23.3,0,1161
2016-05-23,23.1,19.6,28,0,761
2016-05-24,18.6,16.6,22.5,20.8,720
2016-05-25,19,15.7,22.3,0,638
2016-05-26,20.7,17.7,23.6,0,746
2016-05-27,19.3,17.5,23,2.5,1118
2016-05-28,18.6,17.1,22.2,16.6,1184
2016-05-29,17.5,16.4,19.8,12.1,1032
2016-05-30,20.3,15.7,24.9,0,761
2016-05-31,20.7,17.2,25.3,0,595
2016-06-01,20,17.9,22.3,0,643
2016-06-02,20,16.7,23.4,0,836
2016-06-03,22.8,17.1,28.8,0,1287
2016-06-04,18.6,17.1,23.8,3.6,1658
2016-06-05,19.8,17.2,21.8,0,1533
2016-06-06,18.6,17.8,20.1,8.4,1205
2016-06-07,20,18.8,23.9,0,806
2016-06-08,20,18.8,22.1,0.5,730
2016-06-09,20.8,19.4,23.9,0,892
2016-06-10,23.2,19.1,27.1,0,1123
2016-06-11,24,20.3,29.3,0,1229
2016-06-12,22.5,20.2,24.7,4.8,1162
2016-06-13,21.8,20.2,24.8,0,941
2016-06-14,21.8,19.8,25.1,0,869
2016-06-15,23.3,19.8,26.5,0,889
2016-06-16,21.8,20.5,24,0.1,993
2016-06-17,22.4,19.7,25.9,0,1259
2016-06-18,22.9,19.9,25.3,3.7,1363
2016-06-19,24.8,23,28.2,0,1104
2016-06-20,23.9,22.3,26.5,28,824
2016-06-21,23.9,21.4,26.3,3.3,788
2016-06-22,23.8,21.3,27,45.5,863
2016-06-23,24.8,21.4,29.2,0.6,896
2016-06-24,24.9,22.2,30.2,0.3,1015
2016-06-25,23.5,21.7,27.6,0,1280
2016-06-26,24,21.9,27.1,0,1155
2016-06-27,20.4,18.3,22.5,6.7,810
2016-06-28,21,19.1,23.4,7.3,667
2016-06-29,22.2,20.1,25.1,49.9,709
2016-06-30,24.9,21.4,28.4,0,797
2016-07-01,27.3,23.4,29.6,18.8,1003
2016-07-02,25.2,22.5,29.6,5.9,1155
2016-07-03,23.7,22.3,28.8,8,1192
2016-07-04,29.1,24.5,34,0,1041
2016-07-05,30.8,26.2,34.4,0,858
2016-07-06,28.1,25.1,32.5,0,983
2016-07-07,26.9,24.1,32.5,0.9,1069
2016-07-08,25.6,24,27.2,0.3,1165
2016-07-09,25,22.7,28.4,0,1495
2016-07-10,24.2,22.5,25.7,2.8,1191
2016-07-11,23.9,22.9,25.1,3.9,952
2016-07-12,24.6,22.5,27.2,57.1,964
2016-07-13,26.6,25.1,30.1,0.9,1091
2016-07-14,25.9,23.9,29.1,0,1116
2016-07-15,26.7,22.8,30.8,0,1104
2016-07-16,26.3,24.3,30.9,0,1521
2016-07-17,25.6,24.1,28.8,0,1504
2016-07-18,25.4,23.6,27.7,0,1230
2016-07-19,28,25,31.9,0,1178
2016-07-20,28,26.2,31.7,0,1223
2016-07-21,28.5,26,31.3,0,1217
2016-07-22,28.4,25.9,31.6,0,1467
2016-07-23,28.5,25.9,32.4,0,1772
2016-07-24,28.5,26,30.9,0,1715
2016-07-25,28.6,26.1,31.3,0,1734
2016-07-26,29.1,27,31.9,0,1573
2016-07-27,29.8,27.4,33.1,0,1718
2016-07-28,30.1,28.2,35.5,0,1723
2016-07-29,30.1,28.2,32.6,0,1730
2016-07-30,30.4,28.4,34,0,2224
2016-07-31,29.6,27.8,31.9,0,2241
2016-08-01,29.6,27.3,32.6,0,2260
2016-08-02,29.2,27.3,31.8,0.1,2031
2016-08-03,27.8,25.7,29.5,3.5,1943
2016-08-04,28.8,26.6,33.2,3.3,1888
2016-08-05,28.4,26.5,31.2,0,1788
2016-08-06,28.7,26.4,32.5,0,1891
2016-08-07,29,25.9,33.9,1.6,1673
2016-08-08,29.1,26.9,32.2,0,1733
2016-08-09,29.3,27.1,31.4,0,1677
2016-08-10,29.1,27.6,31.9,0,1767
2016-08-11,30.2,26.9,33.1,0,1806
2016-08-12,30.5,27.8,34.4,0,1885
2016-08-13,30.5,27.8,33.8,0,2462
2016-08-14,30.6,27.8,33.9,0,2372
2016-08-15,30.5,28,33.8,0,2014
2016-08-16,30,27.2,33.1,0,1749
2016-08-17,29,25.5,33.2,0,1654
2016-08-18,29.6,27.1,31.9,0,1620
2016-08-19,28.7,26.9,31.4,4.5,1601
2016-08-20,28.8,26.6,31.8,0,1862
