year,avgTemp,minTemp,maxTemp,rainFall,history
2018-04-29,17.3,14.4,19.3,0,161
2018-04-30,20.7,17.4,26.1,1.2,135
2018-05-01,20.7,16.5,26,0,128
2018-05-02,17.6,13.4,24.5,0.3,119
2018-05-03,15.2,12.7,19,0,88
2018-05-04,16.2,12.3,20.3,0,123
2018-05-05,19.6,13.7,22.7,0,176
2018-05-06,20.3,17.2,23.6,21.4,97
2018-05-07,16.8,15.5,18.1,17.2,125
2018-05-08,16,14.2,18.3,0,98
2018-05-09,15.7,13.8,18.1,0,80
2018-05-10,15.9,13.9,18.3,0,94
2018-05-11,17.9,12,22.8,0,140
2018-05-12,22.2,18.4,24.4,1.3,121
2018-05-13,17.1,14.9,21.7,41.8,143
2018-05-14,19,14.9,23.2,0,95
2018-05-15,21.8,17.9,26.3,0,119
2018-05-16,24.8,21.3,31.1,0,90
2018-05-17,25.7,22.1,30.1,0,109
2018-05-18,21.8,16.3,27.8,2.4,117
2018-05-19,16.6,15.5,17.9,0,192
2018-05-20,16.5,15.1,18.6,0.7,175
2018-05-21,17.7,15.7,20.3,0,228
2018-05-22,20.7,16.8,26.4,2.7,465
2018-05-23,17.8,16.1,22.7,4.1,104
2018-05-24,19.2,14.1,24.4,0,67
2018-05-25,19.9,18,24,0,102
2018-05-26,18.4,14.8,23.9,2.9,135
2018-05-27,19.3,16.7,23,0.1,108
2018-05-28,20.1,17.7,24,3.9,67
2018-05-29,21,19.1,26.8,0,66
2018-05-30,21.1,18.6,24.6,0,67
2018-05-31,18.8,16.8,21.8,0,90
2018-06-01,20.1,16.2,23.2,0,105
2018-06-02,22.1,19.2,25.5,0,135
2018-06-03,21.6,20.3,24.1,0,129
2018-06-04,22.8,19.5,26.7,0,119
2018-06-05,19.8,19.1,22.9,28.5,114
2018-06-06,20.7,18.8,23.8,0,156
2018-06-07,21.3,18.9,24.4,0,118
2018-06-08,20.9,18.9,24.6,0,126
2018-06-09,22.2,18.9,26.9,0,163
2018-06-10,19.9,18.4,21.1,2.1,142
2018-06-11,19.4,18,22.4,23.9,119
2018-06-12,21.1,18.7,24.5,3.1,140
2018-06-13,21.9,17.7,28.8,0,186
2018-06-14,22.1,19.5,25.6,0,153
2018-06-15,21.1,19,23.8,0,153
2018-06-16,20.3,18.3,23,0,208
2018-06-17,20.8,18.9,24.5,0,190
2018-06-18,22,19.5,24.1,0,112
2018-06-19,22,19.7,24.3,31.3,93
2018-06-20,21.9,19.7,25.3,1,138
2018-06-21,22.7,20.2,26.8,0,152
2018-06-22,22.8,20.1,25.6,0.3,116
2018-06-23,22.7,19.8,25.1,1.4,179
2018-06-24,23.9,20.6,27,0,184
2018-06-25,24,20.6,27.5,0,122
2018-06-26,28.2,23.6,32.3,0,132
2018-06-27,26.3,24.3,29,17.3,87
2018-06-28,25.7,23.4,28.5,44,67
2018-06-29,25.2,23.2,28.9,10.4,92
2018-06-30,24,22,26.8,47.8,117
2018-07-01,27.3,22.7,30.4,7.5,96
2018-07-02,27.3,24.1,31.4,0,73
2018-07-03,24.1,22.8,25.5,1.6,61
2018-07-04,26,24.2,29.8,0,115
2018-07-05,24.8,23.6,26.5,0,93
2018-07-06,22.7,21.7,24,38.1,66
2018-07-07,21.3,19.9,22.3,0,189
2018-07-08,20.9,19.6,22.5,1.3,176
2018-07-09,24.6,21.1,28.5,0.1,93
2018-07-10,28.3,24.7,33.1,0,131
2018-07-11,30,27.4,35,0,106
2018-07-12,28,26,30.4,0,108
2018-07-13,26.7,25.2,29.2,0,111
2018-07-14,26.9,24.8,29.5,0,155
2018-07-15,27,24.4,29.8,0,150
2018-07-16,27,24.5,29.5,0,97
2018-07-17,27.3,24.8,30.1,0,82
2018-07-18,27.7,24.6,30.6,0,98
2018-07-19,27.8,24.7,31,0,65
2018-07-20,28.8,25.8,31.6,0,117
2018-07-21,28.9,25,33.9,0,98
2018-07-22,29.2,28.2,30.8,0.1,139
2018-07-23,29.9,27,34.1,0,85
2018-07-24,29.2,27.5,31.7,0,83
2018-07-25,29.1,27.5,31.9,0,75
2018-07-26,29.1,27.5,31.8,0,90
2018-07-27,29.3,27.1,32.5,0,70
2018-07-28,29.1,27.4,31.1,0,109
2018-07-29,29.4,27.2,32.5,0,137
2018-07-30,28.9,27.6,31.1,0,117
2018-07-31,28.7,25.8,31.6,0,138
2018-08-01,29.2,26.3,32.3,0,114
2018-08-02,29,26.7,32.1,0,139
2018-08-03,30,28.1,34.1,0.9,123
2018-08-04,29.5,27.8,32,0,134
2018-08-05,29.9,27.4,33.3,0,128
2018-08-06,30.1,28.1,32.8,0,95
2018-08-07,29.7,27.9,31.9,0,111
2018-08-08,29.3,26.9,31.8,0,100
2018-08-09,29.6,27.5,32.6,0,106
2018-08-10,29.9,27.5,33.2,0,89
2018-08-11,28.8,27.8,32.4,0,153
2018-08-12,29.8,26.1,33.3,41.1,96
2018-08-13,31.1,28.7,34.4,0.2,124
2018-08-14,31.2,28.6,35.3,0,110
2018-08-15,29.7,27.8,33.5,1.4,139
2018-08-16,27.5,25.2,28.8,12.7,83
2018-08-17,26.2,24.4,28.4,8,136
2018-08-18,26.7,24.4,30.7,0,136
2018-08-19,28.3,24.8,33.2,0,108
2018-08-20,29.2,27,32.8,0,87
2018-08-21,28.1,24.8,30.6,0,95
2018-08-22,27.8,25.9,30.5,36.9,56
2018-08-23,26.5,25.6,29.2,265.4,6
2018-08-24,27.2,24.9,30,0,73
2018-08-25,26.4,24.7,31.2,1.4,109
2018-08-26,28.3,26,31.8,8.5,105
2018-08-27,28.4,26.1,32,0,96
2018-08-28,27.8,25.9,30.4,0,123
2018-08-29,28.5,25.1,33.9,0,92
2018-08-30,28.9,25.8,34.5,0,95
2018-08-31,30,25.6,33.3,0,80
2018-09-01,25.8,23.3,28.9,9.5,62
2018-09-02,24.9,22.7,29.2,1.1,126
2018-09-03,27,24.1,31.2,0.5,101
2018-09-04,26.2,23.5,29.1,7.1,96
2018-09-05,26.6,23.2,30.8,0,102
2018-09-06,26.2,24.5,29.2,0,81
2018-09-07,24.3,21,27.4,11.8,93
2018-09-08,22.3,19.4,24.9,0,151
2018-09-09,23,19.1,26.3,0,140
2018-09-10,23,20.2,26.2,0,119
2018-09-11,22.3,21.4,23.8,0.2,89
2018-09-12,23,21.4,24.8,0.2,100
2018-09-13,23.5,21.6,24.3,139.3,46
2018-09-14,25.3,23,27.8,0,98
2018-09-15,25.2,23.5,28,0.4,118
2018-09-16,25.5,23,28.5,0,108
2018-09-17,24.6,23.4,28.3,0.1,96
2018-09-18,25,23.4,28.1,0,86
2018-09-19,23.3,21.3,25.4,0,73
2018-09-20,25.2,22.3,27.7,11.6,51
2018-09-21,24.5,23.4,28.2,2.9,44
2018-09-22,24.2,22.3,27.6,0,118
2018-09-23,24.4,21.2,29.6,0,160
2018-09-24,21.9,19.2,23.7,0,260
2018-09-25,21.5,19.3,24.1,0,227
2018-09-26,22.2,20.8,24.9,0,177
2018-09-27,21.2,18.5,23.6,0,109
2018-09-28,21.7,19.4,24.3,0,99
2018-09-29,20.7,18.5,22.3,3,97
2018-09-30,21.9,20.2,25.2,0,175
2018-10-01,21.3,19.7,23.5,0,110
2018-10-02,20.7,17.6,23.6,0,119
2018-10-03,19.2,16.5,22.3,0,141
2018-10-04,20.4,17.8,21.9,3.4,91
2018-10-05,21.6,20.6,24.5,310,13
2018-10-06,21.1,19.6,24.7,27.4,96
2018-10-07,20.6,17.9,23.9,0,121
2018-10-08,19.2,16.6,22.3,0,144
2018-10-09,20.3,17.5,22.3,0,185
2018-10-10,18.3,16.3,20.5,0,118
2018-10-11,16.3,15.1,18.5,0,111
2018-10-12,15.6,13.2,18,0,133
2018-10-13,15.4,11.8,19,0,161
2018-10-14,17.6,13.2,20.4,0,198
2018-10-15,18.7,16.2,20.6,0,118
2018-10-16,16.1,14,19.3,3.2,74
2018-10-17,16.8,13.1,20.6,0,119
2018-10-18,16.6,15.2,19.3,0,113
2018-10-19,16.1,12.9,19.5,0,135
2018-10-20,16.3,12.5,20.5,0,204
2018-10-21,17.1,13.7,20.7,0,183
2018-10-22,17.4,14.5,20.6,0.3,99
2018-10-23,18.5,16.4,21.9,0,102
2018-10-24,16.8,13.8,19.7,0,126
2018-10-25,17.4,11.6,22.8,0,131
2018-10-26,18.5,16.3,21.8,2.7,97
2018-10-27,15.6,14.5,17.9,0,191
2018-10-28,17.5,13.1,21.1,0,207
2018-10-29,18,15.2,22,0,115
2018-10-30,14.8,13.2,17.4,0,158
2018-10-31,14.1,11.6,18,0,114
2018-11-01,13.4,11.2,16.3,0,132
2018-11-02,14.4,9.6,18.5,0,166
2018-11-03,15.2,11.4,18.5,0,250
2018-11-04,15.2,12.3,19.6,0,256
2018-11-05,15,10.5,18.8,0,170
2018-11-06,16.5,12.9,19.9,0,157
2018-11-07,17.4,16.1,18.8,1.5,117
2018-11-08,17.7,15.1,20.5,18.5,79
2018-11-09,14.6,11.3,17.2,0,162
2018-11-10,13.6,9.7,17.8,0,228
2018-11-11,14.6,10.5,18.3,2.4,253
2018-11-12,13.8,13,15.5,2.2,167
2018-11-13,13.8,12.5,16.3,0,155
2018-11-14,13.3,10.2,16.3,0,156
2018-11-15,16,11.2,20.1,0,160
2018-11-16,14.9,13.5,17.4,3.6,138
2018-11-17,12.6,9.7,15.4,0,216
2018-11-18,12.3,9.6,15.1,0,192
2018-11-19,13.2,11.8,15.7,0,133
2018-11-20,12.6,10.1,15.6,0,129
2018-11-21,13.3,9.9,16.7,0.4,90
2018-11-22,10.2,8.4,13.5,0,127
2018-11-23,10,7.3,12.3,0,129
2018-11-24,14,8.8,19.2,0,165
2018-11-25,13,10.6,16,0,180
2018-11-26,14.5,10.4,18.2,0,118
2018-11-27,13.8,11.5,17,0,136
2018-11-28,13,10,16.3,0,130
2018-11-29,12.8,8.5,17.8,0,107
2018-11-30,13.1,10,16.9,0,103
2018-12-01,13.7,11.3,16.3,0,166
2018-12-02,17.6,13.6,20.5,1.6,167
2018-12-03,18.9,17.1,22.9,2.9,105
2018-12-04,13.8,10.8,17.6,17.5,92
2018-12-05,9.9,8,11.7,0,124
2018-12-06,9.5,8.1,12.6,11.6,99
2018-12-07,4.8,2.7,10.3,0,121
2018-12-08,4.2,2.6,6.6,0,188
2018-12-09,3.9,2.8,4.8,0,183
2018-12-10,7.6,4.7,10.2,0,149
2018-12-11,9,7.2,10.1,20,111
2018-12-12,6.5,5.8,9.1,0.2,140
2018-12-13,8,6,9.7,0,122
2018-12-14,5.6,4.4,7,0,132
2018-12-15,6,2,9.6,0,199
2018-12-16,9.1,6.5,10.8,7.1,176
2018-12-17,10.3,9.7,11.8,0,174
2018-12-18,9.7,8,12,0,169
2018-12-19,13.9,8.5,18,0,161
2018-12-20,12.5,11.7,16.1,21.8,103
2018-12-21,14.6,12.7,16.8,0,141
2018-12-22,13,11.5,16.2,3,206
2018-12-23,9.6,7.4,12.2,8,252
2018-12-24,6.4,4.6,9,0,198
2018-12-25,7.8,3.8,10.8,0,209
2018-12-26,8.5,6.8,9.7,0.4,200
2018-12-27,2.5,1.4,6.8,0,210
2018-12-28,1.9,0.2,3.2,1.8,197
2018-12-29,3.1,1.7,4.1,0.1,216
2018-12-30,3.1,1.9,4.1,0,245
2018-12-31,4.6,3.5,5.8,0,271
2019-01-01,5.6,4.8,7,0,303
2019-01-02,5.1,4.5,6.1,0,202
2019-01-03,5.1,3.5,8,0,168
2019-01-04,5.8,2.6,10,1.6,148
2019-01-05,7,5.2,9,0,216
2019-01-06,5.7,4.5,7.7,0,171
2019-01-07,5.9,3.1,8.8,0,181
2019-01-08,6.6,4.5,8.8,0,155
2019-01-09,4.5,2.2,5.8,0,157
2019-01-10,6.9,5.6,7.8,0,178
2019-01-11,7.9,5.9,9.4,1.7,189
2019-01-12,8.9,8.1,10.9,2,214
2019-01-13,7.9,6.6,10,0,216
2019-01-14,7.3,5.5,9.7,0,204
2019-01-15,7,3.6,9.9,0,192
2019-01-16,3.1,2,4,0,183
2019-01-17,5.6,3.9,6.5,0,172
2019-01-18,6.4,3.9,9.8,0,171
2019-01-19,8.9,3.6,12.6,1,232
2019-01-20,6.7,3.9,11.6,0,230
2019-01-21,6.2,3.9,8.1,0,217
2019-01-22,8.3,5.8,10.9,0,155
2019-01-23,8.6,6.7,11.9,0,168
2019-01-24,6.2,3.4,9.6,0,184
2019-01-25,5.7,3.6,10.1,0,167
2019-01-26,4.3,2.9,5.8,0,216
2019-01-27,5.6,2.4,8.5,0,182
2019-01-28,7.7,4.8,10.8,0,153
2019-01-29,6.3,2.8,9.2,0,159
2019-01-30,8.2,6.8,10.1,0,140
2019-01-31,4.9,3.3,8.2,17.9,79
2019-02-01,5,3.4,6.8,0,132
2019-02-02,9.3,5,12,0,230
2019-02-03,13.3,8.6,18.4,9.8,204
2019-02-04,6.9,4.9,9.5,0,247
2019-02-05,9.3,4,13.6,0,306
2019-02-06,11.8,9.1,15.5,0,236
2019-02-07,6.5,1.9,12.1,3.8,118
2019-02-08,3.4,1.5,5.6,0,197
2019-02-09,3,1.5,4.7,0,207
2019-02-10,3.1,2,4.9,0,181
2019-02-11,3.7,2.9,4.7,0,120
2019-02-12,5.7,1,8.7,0,138
2019-02-13,6.8,5.2,8.7,0,130
2019-02-14,5.6,4.2,8,0,166
2019-02-15,6.4,4.3,7.7,0,116
2019-02-16,4.2,3.1,7,0,200
2019-02-17,4.4,3.1,6.9,0,184
2019-02-18,7.1,2.9,9.8,2.1,130
2019-02-19,9.3,6.4,13,15.9,149
2019-02-20,6.9,4.8,9.4,0,143
2019-02-21,7.1,5.6,8.7,0,133
2019-02-22,8.3,6.5,10.9,1.6,116
2019-02-23,9.3,4.2,13.7,0,204
2019-02-24,11,8.6,14.1,0,194
2019-02-25,9.4,7.3,13.1,0,140
2019-02-26,8.9,5.3,12.2,0,132
2019-02-27,10.9,9.4,11.9,4.6,111
2019-02-28,10.4,8,13.2,0.1,138
2019-03-01,9.4,6.4,12.3,0,192
2019-03-02,11,7.3,14.3,0.4,204
2019-03-03,11.8,10.5,13.3,5.9,138
2019-03-04,10,8.4,12.2,2,92
2019-03-05,10.7,6.2,13.4,0,94
2019-03-06,10.4,8.4,13.8,11.3,136
2019-03-07,8.3,7.3,10.4,0,139
2019-03-08,8.5,3.7,12.3,0,132
2019-03-09,11.6,6.5,16.6,9,164
2019-03-10,10.7,8.9,13.1,22.1,87
2019-03-11,10,6.9,13.6,1.2,128
2019-03-12,10.7,6.1,16,0,99
2019-03-13,8.4,5.1,11.7,0,139
2019-03-14,10,7,14,0,115
2019-03-15,10.2,6.2,15.8,0,130
2019-03-16,10.1,6,14.1,0,145
2019-03-17,11.2,8,14.1,0,168
2019-03-18,10.7,6.9,14.2,1.9,84
2019-03-19,12.3,9.2,16.1,0,106
2019-03-20,16.3,9.9,21.2,1.7,105
2019-03-21,10.7,7.3,20,0,116
2019-03-22,7.8,6.4,10.6,0,144
2019-03-23,8.5,6.2,11.8,0,146
2019-03-24,7.5,3.6,11,0,163
2019-03-25,9.9,6.4,13.2,0,123
2019-03-26,14.2,10.1,16.7,0,118
2019-03-27,16.4,10.3,22,0,129
2019-03-28,14.6,12.8,16.9,0,132
2019-03-29,13.9,12.2,17,0,145
2019-03-30,11,7.9,14.6,0,176
2019-03-31,8.4,7.1,11.4,0,205
2019-04-01,10.5,7.1,13.2,0,151
2019-04-02,10.6,8.6,14,0,144
2019-04-03,10.5,6.6,14.4,0,127
2019-04-04,11.3,6.2,14.6,0,120
2019-04-05,14.5,11.9,18.2,0,137
2019-04-06,15,11,20.8,0,170
2019-04-07,16.4,13,21.4,2.7,168
2019-04-08,14.8,11.7,18.1,0,155
2019-04-09,15,14.1,17.4,6,100
2019-04-10,10.4,9.6,14.2,6.7,116
2019-04-11,11.6,9.7,13.8,0,94
2019-04-12,12.7,9.2,16.6,0,147
2019-04-13,13.7,9.4,17.7,0,201
2019-04-14,13.6,10.6,17.1,0,194
2019-04-15,13,8.7,17.1,0,136
2019-04-16,16.8,10.7,25,0,154
2019-04-17,15.8,13.6,18.6,0,131
2019-04-18,16.7,12.3,22.1,0,145
2019-04-19,16.8,14.3,21.6,0,168
2019-04-20,17.1,14.5,20,0,230
2019-04-21,18.5,15,23.1,0,214
2019-04-22,19.3,16.6,24,0,116
2019-04-23,19.1,17.3,22.5,18.7,85
2019-04-24,18,15.7,21.2,0,150
2019-04-25,15.8,14.1,17.9,0,150
2019-04-26,12.2,11.3,15.9,0.3,122
2019-04-27,14,11.7,17,0,207
2019-04-28,15,12.1,17.5,0.1,161
2019-04-29,16.1,14.5,20.3,10.5,84
2019-04-30,15.6,14.5,17.6,1.4,130
2019-05-01,14.7,12.4,18.6,0,167
2019-05-02,17.2,12.8,21.5,0,140
2019-05-03,18.9,16,21.9,0,164
2019-05-04,19.2,14.7,23.3,0,215
2019-05-05,19,16.4,22.2,0,249
2019-05-06,15.9,13.4,19.2,0,195
2019-05-07,15.6,12.3,19.5,0,129
2019-05-08,16.3,11.9,19.6,0,120
2019-05-09,17.4,14.7,20.3,0,104
2019-05-10,17.6,14.3,21.4,0,112
2019-05-11,18.5,15,23.4,0,160
2019-05-12,18.7,15.7,21.5,0,508
2019-05-13,20.1,17.4,23.7,0,105
2019-05-14,20.5,18.6,23.2,0,133
2019-05-15,21.2,16.9,26.6,0,101
2019-05-16,23.2,18,28.3,0,126
2019-05-17,21.2,18.4,26.3,12,86
2019-05-18,20.6,17.4,23.3,19.6,126
2019-05-19,21.4,18.8,26.3,0,155
2019-05-20,17.3,14.9,19.8,0.8,118
2019-05-21,19.2,14.5,23,0,129
2019-05-22,23.4,19.5,27.6,0,122
2019-05-23,26.2,22,31.3,0,127
2019-05-24,28.4,23.8,33.1,0,140
2019-05-25,23.3,20.4,27.2,0,210
2019-05-26,23.1,20.3,25.4,0,179
2019-05-27,20.7,15.8,25.5,9.8,43
2019-05-28,18.9,15.5,21.7,0,164
2019-05-29,22.3,18.7,27,0,138
2019-05-30,21.7,18,25.9,0,141
2019-05-31,17.9,15.6,21.4,0.6,156
2019-06-01,19,15.9,22.4,0,218
2019-06-02,20.1,17.9,24.6,0,196
2019-06-03,20.9,17.9,24.5,0,172
2019-06-04,22.8,19.4,29,0,165
2019-06-05,22.5,19.2,26.1,0,174
2019-06-06,23.6,19.1,28.1,13.3,184
2019-06-07,19.6,18.2,25.3,0,269
2019-06-08,19.9,17.5,23.2,0.2,267
2019-06-09,20.2,17,23.2,0,239
2019-06-10,20.2,17.5,24.8,0,184
2019-06-11,20.2,18.4,22.9,0,196
2019-06-12,19.9,17.6,22.9,0,160
2019-06-13,21.9,17.6,28,0,162
2019-06-14,19.4,17.4,21.4,43.5,96
2019-06-15,20.1,18.2,22.5,0.3,328
2019-06-16,20.6,18.6,23.3,0,272
2019-06-17,20.8,17.8,23.3,0,194
2019-06-18,21.6,20.5,23.3,1,137
2019-06-19,21.7,19.4,24.4,0,228
2019-06-20,22,19.8,24.4,0,189
2019-06-21,22.6,20.3,26.4,0,210
2019-06-22,22.1,19.7,25.5,0,313
2019-06-23,21.1,19.3,25.6,0,285
2019-06-24,21.6,18.8,24.4,0,236
2019-06-25,24.2,19.1,28.9,0,186
2019-06-26,22.1,19.8,25.9,85.1,74
2019-06-27,23.1,21.9,25.9,0,131
2019-06-28,23.5,21,25.8,0,198
2019-06-29,25.2,22.6,29.8,2,147
2019-06-30,23.4,21.4,26.9,0.4,200
2019-07-01,23.4,22.3,25.6,1.9,113
2019-07-02,23.3,21.8,25.7,0,192
2019-07-03,22.6,21.6,24.9,0,169
2019-07-04,22.3,20.4,25.9,0,155
2019-07-05,23.9,21.6,28.7,0,201
2019-07-06,23.8,20.8,27.2,0,194
2019-07-07,23.3,22.2,26.4,0,228
2019-07-08,21.8,20.6,22.7,3.7,159
2019-07-09,22,20.9,23.6,2.2,131
2019-07-10,21.4,20.5,22,104.7,61
2019-07-11,23.2,20.6,26.7,1.2,124
2019-07-12,23.3,21.7,25.8,0.4,171
2019-07-13,21.6,20.4,22.9,13.4,119
2019-07-14,24.2,21.5,27.1,0,191
2019-07-15,24.2,22.2,26.5,0,132
2019-07-16,24.8,22.2,27.2,0,116
2019-07-17,25,22.9,28,6.8,122
2019-07-18,24.2,22.9,25.9,21.3,99
2019-07-19,24.1,22.3,26.2,187.7,50
2019-07-20,25.7,24.6,28.2,43.8,51
2019-07-21,27.3,24.8,30.7,0,149
2019-07-22,27.1,23.8,32.7,108.3,123
2019-07-23,27.6,24.3,30.3,0,156
2019-07-24,27.9,25.7,30.9,0,153
2019-07-25,27.9,25.9,31.1,0,161
2019-07-26,27.8,25.3,31.2,0,186
2019-07-27,28.1,26.5,31,14.7,170
2019-07-28,29.3,27,31.8,0,195
2019-07-29,28.7,26.1,31.3,0,170
2019-07-30,30.4,27.3,35.4,0,156
2019-07-31,29.5,27.9,32.3,0,147
2019-08-01,29.2,26.9,32.1,0,159
2019-08-02,28.8,26.7,31.2,0,171
2019-08-03,29,25.4,31.7,0,147
2019-08-04,27.9,25.9,30.2,0,187
2019-08-05,27.8,24.9,30.9,0,138
2019-08-06,28.8,26.2,32.2,0,160
2019-08-07,29.6,26.6,34.2,0,160
2019-08-08,31.1,27.7,34.7,0,187
2019-08-09,30.1,27.7,33.3,0,134
2019-08-10,29.5,28.8,30.9,0,172
2019-08-11,28.7,27.7,30.5,25,103
2019-08-12,29.7,27.2,33.9,12,147
2019-08-13,29.2,26.8,31.2,0,140
2019-08-14,28.6,26.8,31.6,1.2,154
2019-08-15,27.1,26.4,27.9,0,224
2019-08-16,27.7,25.7,30.9,4.5,164
2019-08-17,28.8,25.7,32.6,0,175
2019-08-18,27.2,25.9,29.7,0,167
2019-08-19,26.3,24.6,29.1,0,118
2019-08-20,27.1,25.7,30.1,0.1,145
2019-08-21,28.1,25.3,31.6,3.4,132
2019-08-22,28.5,25.8,31.8,6.3,124
2019-08-23,27.4,26.2,30.7,0,128
2019-08-24,27,25.2,28.8,0,192
2019-08-25,25.5,23.3,27.7,0.1,145
2019-08-26,25.9,23.5,28.3,0.3,118
2019-08-27,26.9,24.5,31,87.2,72
2019-08-28,24.8,23,27,33.3,95
2019-08-29,23.3,21.3,25.4,68.9,101
2019-08-30,25.5,22.2,28.8,0,139
2019-08-31,24.9,20.8,28.2,0,169
2019-09-01,23.3,20.6,26.3,26.1,145
2019-09-02,24.1,21.9,26.6,25.7,112
2019-09-03,24.8,22.4,26.7,13.9,91
2019-09-04,24.7,23.7,27.9,43,70
2019-09-05,26.2,23.4,30.4,7,98
2019-09-06,26.8,25.1,28.6,68.8,64
2019-09-07,27.6,24.9,30.3,34.3,75
2019-09-08,24.5,23.4,26.3,19,44
2019-09-09,26.2,23.7,29,24.7,90
2019-09-10,27,24,29.4,0,86
2019-09-11,26,24.1,29.3,5,74
2019-09-12,24.1,23,25.1,0.6,174
2019-09-13,24,22.1,26.7,0,323
2019-09-14,24.3,21.7,26.9,0,239
2019-09-15,24.6,22.9,26.9,0,203
2019-09-16,24.6,23.6,27,0,134
2019-09-17,23.8,22,25.8,0,122
2019-09-18,23.3,20.6,27.6,0,145
2019-09-19,22.8,19.3,25.9,0,138
2019-09-20,22.5,19.9,25,0,159
2019-09-21,20.5,19.1,21.7,156,46
2019-09-22,20.4,19.1,21.7,126.2,13
2019-09-23,21,18.4,24.5,0,94
2019-09-24,20.4,16.7,25.2,0,151
2019-09-25,21.8,18.3,25.2,0,144
2019-09-26,23.8,21.3,27.7,1,166
2019-09-27,23.8,22.7,25.7,36,133
2019-09-28,24.1,23.1,25.6,0.7,175
2019-09-29,24.1,22.9,26.3,0,178
2019-09-30,23.6,22,26.8,22.6,147
2019-10-01,23.4,20.5,26.4,36.3,79
2019-10-02,24.8,20.6,27.3,136.2,74
2019-10-03,23.4,21.9,26.2,0.2,184
2019-10-04,23.1,21.2,26.1,0,160
2019-10-05,20.8,18.4,23.2,0,242
2019-10-06,20.8,17,24.6,1,211
2019-10-07,21.8,20.2,23.6,0,179
2019-10-08,20.5,17.4,24,0,166
2019-10-09,17.6,14.2,21.5,0,200
2019-10-10,19,14,23.1,0,216
2019-10-11,21,17.1,23.9,0,153
2019-10-12,21.4,18.7,24.8,0,226
2019-10-13,19.7,17.1,22.8,0,211
2019-10-14,19.3,16.7,23.2,0,164
2019-10-15,17.4,15.2,19.1,3.2,157
2019-10-16,18.1,15.8,21.3,0,146
2019-10-17,19.3,16.2,21.8,0,142
2019-10-18,19.1,18.1,20.5,8.3,144
2019-10-19,19.8,17.7,22.7,0,219
2019-10-20,19.1,15.4,21.8,0,180
2019-10-21,19.9,17.4,22.9,0,175
2019-10-22,20.8,18.6,22.5,0.5,137
2019-10-23,20.3,19.2,21.8,0.6,152
2019-10-24,20.1,18.4,22.3,2.3,143
2019-10-25,20.1,16.8,23.5,0,172
2019-10-26,16.5,15.5,19.4,0,252
2019-10-27,16,13.7,18.7,0,240
2019-10-28,15.7,11.9,19.2,0,193
2019-10-29,17.9,15.2,20.8,0,178
2019-10-30,16.3,13.7,19.5,0,162
2019-10-31,16.5,12.1,20.7,0,164
2019-11-01,18.3,15.6,22,0,188
2019-11-02,18.6,15.6,22.7,0,238
2019-11-03,17.5,15.2,20.4,0,234
2019-11-04,17.3,13.5,20.6,0,166
2019-11-05,17.3,14.6,20.3,0,143
2019-11-06,15.8,12.3,19.4,0,184
2019-11-07,15.9,13.4,19.3,0,148
2019-11-08,13.8,12.4,17.3,0,153
2019-11-09,14.4,11.9,18.1,0,266
2019-11-10,15.5,10.3,19.7,2.9,220
2019-11-11,17.1,15.3,19.5,0,168
2019-11-12,14.7,12.1,17.9,0,161
2019-11-13,15,11.8,18.3,1.7,157
2019-11-14,11.2,7.9,14.5,0,207
2019-11-15,12.1,7,17.2,0,196
2019-11-16,16,10.6,21.3,0,225
2019-11-17,20.1,14.9,24.3,0,221
2019-11-18,13.7,11.2,22.7,6.1,168
2019-11-19,10.6,9.9,12.3,0,178
2019-11-20,9.9,7.8,12.5,0,148
2019-11-21,13.1,7.8,17.1,0,152
2019-11-22,17.1,13.5,21.8,0,181
2019-11-23,18.1,14.5,21.7,0,248
2019-11-24,17.3,13.7,19.5,4.7,237
2019-11-25,10.1,9.2,13.9,0,177
2019-11-26,13.5,9.7,15.3,8.2,129
2019-11-27,11.1,9.3,14.8,3.8,116
2019-11-28,10.8,8.8,14,0,193
2019-11-29,9.7,6.9,12.6,0,162
2019-11-30,12.5,6.9,18,0.1,225
2019-12-01,12.5,11.1,15.1,18.9,118
2019-12-02,9.9,7.4,11.8,0,165
2019-12-03,9.5,7.5,10.8,0,162
2019-12-04,11.3,10,14.1,0,150
2019-12-05,8.7,5.7,11.5,0,178
2019-12-06,4.2,3.2,5.8,0,156
2019-12-07,7.5,4.3,9.5,0,239
2019-12-08,8.7,6,10.2,0,194
2019-12-09,10.7,5.9,15.2,0,165
2019-12-10,13.3,8.5,18.7,0,174
2019-12-11,12.9,9.6,18,0,189
2019-12-12,8.3,5.4,10.3,0,154
2019-12-13,8.6,4.6,12.9,0,168
2019-12-14,10,6.9,12.7,0,240
2019-12-15,12.5,6.9,17.4,0,200
2019-12-16,14.9,12.2,18.2,0.1,187
2019-12-17,14.1,10.9,17.6,7.3,150
2019-12-18,8.8,7.4,10.9,0,130
2019-12-19,7.8,7,9.4,0,148
2019-12-20,8.4,6.9,11.1,0,179
2019-12-21,8,5.6,10.1,0,214
2019-12-22,9.6,6.8,11.6,1,242
2019-12-23,9.4,6.7,12.4,0,182
2019-12-24,9.2,7.3,11.9,0,159
2019-12-25,11.4,7,15.1,0.1,163
2019-12-26,9.9,6.7,13.1,9.4,134
2019-12-27,6.7,5.7,7.3,0,210
2019-12-28,7.7,6.1,9.7,0,233
