year,avgTemp,minTemp,maxTemp,rainFall,rest
2018-05-09,15.7,13.8,18.1,0,448
2018-05-10,15.9,13.9,18.3,0,460
2018-05-11,17.9,12,22.8,0,604
2018-05-12,22.2,18.4,24.4,1.3,710
2018-05-13,17.1,14.9,21.7,41.8,719
2018-05-14,19,14.9,23.2,0,593
2018-05-15,21.8,17.9,26.3,0,487
2018-05-16,24.8,21.3,31.1,0,456
2018-05-17,25.7,22.1,30.1,0,435
2018-05-18,21.8,16.3,27.8,2.4,571
2018-05-19,16.6,15.5,17.9,0,869
2018-05-20,16.5,15.1,18.6,0.7,1148
2018-05-21,17.7,15.7,20.3,0,1008
2018-05-22,20.7,16.8,26.4,2.7,831
2018-05-23,17.8,16.1,22.7,4.1,529
2018-05-24,19.2,14.1,24.4,0,461
2018-05-25,19.9,18,24,0,515
2018-05-26,18.4,14.8,23.9,2.9,726
2018-05-27,19.3,16.7,23,0.1,721
2018-05-28,20.1,17.7,24,3.9,588
2018-05-29,21,19.1,26.8,0,530
2018-05-30,21.1,18.6,24.6,0,461
2018-05-31,18.8,16.8,21.8,0,481
2018-06-01,20.1,16.2,23.2,0,570
2018-06-02,22.1,19.2,25.5,0,684
2018-06-03,21.6,20.3,24.1,0,880
2018-06-04,22.8,19.5,26.7,0,858
2018-06-05,19.8,19.1,22.9,28.5,912
2018-06-06,20.7,18.8,23.8,0,911
2018-06-07,21.3,18.9,24.4,0,868
2018-06-08,20.9,18.9,24.6,0,867
2018-06-09,22.2,18.9,26.9,0,808
2018-06-10,19.9,18.4,21.1,2.1,875
2018-06-11,19.4,18,22.4,23.9,852
2018-06-12,21.1,18.7,24.5,3.1,788
2018-06-13,21.9,17.7,28.8,0,846
2018-06-14,22.1,19.5,25.6,0,852
2018-06-15,21.1,19,23.8,0,834
2018-06-16,20.3,18.3,23,0,819
2018-06-17,20.8,18.9,24.5,0,748
2018-06-18,22,19.5,24.1,0,650
2018-06-19,22,19.7,24.3,31.3,637
2018-06-20,21.9,19.7,25.3,1,569
2018-06-21,22.7,20.2,26.8,0,596
2018-06-22,22.8,20.1,25.6,0.3,612
2018-06-23,22.7,19.8,25.1,1.4,781
2018-06-24,23.9,20.6,27,0,715
2018-06-25,24,20.6,27.5,0,631
2018-06-26,28.2,23.6,32.3,0,596
2018-06-27,26.3,24.3,29,17.3,540
2018-06-28,25.7,23.4,28.5,44,416
2018-06-29,25.2,23.2,28.9,10.4,532
2018-06-30,24,22,26.8,47.8,576
2018-07-01,27.3,22.7,30.4,7.5,488
2018-07-02,27.3,24.1,31.4,0,441
2018-07-03,24.1,22.8,25.5,1.6,432
2018-07-04,26,24.2,29.8,0,409
2018-07-05,24.8,23.6,26.5,0,490
2018-07-06,22.7,21.7,24,38.1,620
2018-07-07,21.3,19.9,22.3,0,750
2018-07-08,20.9,19.6,22.5,1.3,691
2018-07-09,24.6,21.1,28.5,0.1,644
2018-07-10,28.3,24.7,33.1,0,583
2018-07-11,30,27.4,35,0,605
2018-07-12,28,26,30.4,0,614
2018-07-13,26.7,25.2,29.2,0,590
2018-07-14,26.9,24.8,29.5,0,684
2018-07-15,27,24.4,29.8,0,696
2018-07-16,27,24.5,29.5,0,636
2018-07-17,27.3,24.8,30.1,0,581
2018-07-18,27.7,24.6,30.6,0,539
2018-07-19,27.8,24.7,31,0,540
2018-07-20,28.8,25.8,31.6,0,524
2018-07-21,28.9,25,33.9,0,554
2018-07-22,29.2,28.2,30.8,0.1,705
2018-07-23,29.9,27,34.1,0,500
2018-07-24,29.2,27.5,31.7,0,558
2018-07-25,29.1,27.5,31.9,0,483
2018-07-26,29.1,27.5,31.8,0,565
2018-07-27,29.3,27.1,32.5,0,630
2018-07-28,29.1,27.4,31.1,0,666
2018-07-29,29.4,27.2,32.5,0,781
2018-07-30,28.9,27.6,31.1,0,974
2018-07-31,28.7,25.8,31.6,0,991
2018-08-01,29.2,26.3,32.3,0,965
2018-08-02,29,26.7,32.1,0,1034
2018-08-03,30,28.1,34.1,0.9,1074
2018-08-04,29.5,27.8,32,0,871
2018-08-05,29.9,27.4,33.3,0,799
2018-08-06,30.1,28.1,32.8,0,761
2018-08-07,29.7,27.9,31.9,0,788
2018-08-08,29.3,26.9,31.8,0,720
2018-08-09,29.6,27.5,32.6,0,677
2018-08-10,29.9,27.5,33.2,0,635
2018-08-11,28.8,27.8,32.4,0,692
2018-08-12,29.8,26.1,33.3,41.1,795
2018-08-13,31.1,28.7,34.4,0.2,805
2018-08-14,31.2,28.6,35.3,0,764
2018-08-15,29.7,27.8,33.5,1.4,766
2018-08-16,27.5,25.2,28.8,12.7,859
2018-08-17,26.2,24.4,28.4,8,886
2018-08-18,26.7,24.4,30.7,0,688
2018-08-19,28.3,24.8,33.2,0,683
2018-08-20,29.2,27,32.8,0,630
2018-08-21,28.1,24.8,30.6,0,676
2018-08-22,27.8,25.9,30.5,36.9,477
2018-08-23,26.5,25.6,29.2,265.4,242
2018-08-24,27.2,24.9,30,0,513
2018-08-25,26.4,24.7,31.2,1.4,474
2018-08-26,28.3,26,31.8,8.5,634
2018-08-27,28.4,26.1,32,0,678
2018-08-28,27.8,25.9,30.4,0,694
2018-08-29,28.5,25.1,33.9,0,663
2018-08-30,28.9,25.8,34.5,0,593
2018-08-31,30,25.6,33.3,0,623
2018-09-01,25.8,23.3,28.9,9.5,683
2018-09-02,24.9,22.7,29.2,1.1,686
2018-09-03,27,24.1,31.2,0.5,664
2018-09-04,26.2,23.5,29.1,7.1,658
2018-09-05,26.6,23.2,30.8,0,632
2018-09-06,26.2,24.5,29.2,0,585
2018-09-07,24.3,21,27.4,11.8,722
2018-09-08,22.3,19.4,24.9,0,718
2018-09-09,23,19.1,26.3,0,712
2018-09-10,23,20.2,26.2,0,554
2018-09-11,22.3,21.4,23.8,0.2,621
2018-09-12,23,21.4,24.8,0.2,535
2018-09-13,23.5,21.6,24.3,139.3,493
2018-09-14,25.3,23,27.8,0,580
2018-09-15,25.2,23.5,28,0.4,632
2018-09-16,25.5,23,28.5,0,615
2018-09-17,24.6,23.4,28.3,0.1,524
2018-09-18,25,23.4,28.1,0,480
2018-09-19,23.3,21.3,25.4,0,382
2018-09-20,25.2,22.3,27.7,11.6,332
2018-09-21,24.5,23.4,28.2,2.9,384
2018-09-22,24.2,22.3,27.6,0,584
2018-09-23,24.4,21.2,29.6,0,806
2018-09-24,21.9,19.2,23.7,0,971
2018-09-25,21.5,19.3,24.1,0,1036
2018-09-26,22.2,20.8,24.9,0,877
2018-09-27,21.2,18.5,23.6,0,663
2018-09-28,21.7,19.4,24.3,0,577
2018-09-29,20.7,18.5,22.3,3,673
2018-09-30,21.9,20.2,25.2,0,769
2018-10-01,21.3,19.7,23.5,0,626
2018-10-02,20.7,17.6,23.6,0,639
2018-10-03,19.2,16.5,22.3,0,709
2018-10-04,20.4,17.8,21.9,3.4,605
2018-10-05,21.6,20.6,24.5,310,459
2018-10-06,21.1,19.6,24.7,27.4,434
2018-10-07,20.6,17.9,23.9,0,738
2018-10-08,19.2,16.6,22.3,0,770
2018-10-09,20.3,17.5,22.3,0,836
2018-10-10,18.3,16.3,20.5,0,658
2018-10-11,16.3,15.1,18.5,0,572
2018-10-12,15.6,13.2,18,0,624
2018-10-13,15.4,11.8,19,0,714
2018-10-14,17.6,13.2,20.4,0,743
2018-10-15,18.7,16.2,20.6,0,628
2018-10-16,16.1,14,19.3,3.2,527
2018-10-17,16.8,13.1,20.6,0,524
2018-10-18,16.6,15.2,19.3,0,522
2018-10-19,16.1,12.9,19.5,0,627
2018-10-20,16.3,12.5,20.5,0,742
2018-10-21,17.1,13.7,20.7,0,735
2018-10-22,17.4,14.5,20.6,0.3,531
2018-10-23,18.5,16.4,21.9,0,482
2018-10-24,16.8,13.8,19.7,0,474
2018-10-25,17.4,11.6,22.8,0,430
2018-10-26,18.5,16.3,21.8,2.7,558
2018-10-27,15.6,14.5,17.9,0,659
2018-10-28,17.5,13.1,21.1,0,715
2018-10-29,18,15.2,22,0,546
2018-10-30,14.8,13.2,17.4,0,475
2018-10-31,14.1,11.6,18,0,394
2018-11-01,13.4,11.2,16.3,0,370
2018-11-02,14.4,9.6,18.5,0,499
2018-11-03,15.2,11.4,18.5,0,631
2018-11-04,15.2,12.3,19.6,0,673
2018-11-05,15,10.5,18.8,0,514
2018-11-06,16.5,12.9,19.9,0,455
2018-11-07,17.4,16.1,18.8,1.5,383
2018-11-08,17.7,15.1,20.5,18.5,419
2018-11-09,14.6,11.3,17.2,0,496
2018-11-10,13.6,9.7,17.8,0,631
2018-11-11,14.6,10.5,18.3,2.4,623
2018-11-12,13.8,13,15.5,2.2,515
2018-11-13,13.8,12.5,16.3,0,455
2018-11-14,13.3,10.2,16.3,0,426
2018-11-15,16,11.2,20.1,0,441
2018-11-16,14.9,13.5,17.4,3.6,535
2018-11-17,12.6,9.7,15.4,0,652
2018-11-18,12.3,9.6,15.1,0,640
2018-11-19,13.2,11.8,15.7,0,480
2018-11-20,12.6,10.1,15.6,0,417
2018-11-21,13.3,9.9,16.7,0.4,416
2018-11-22,10.2,8.4,13.5,0,404
2018-11-23,10,7.3,12.3,0,514
2018-11-24,14,8.8,19.2,0,664
2018-11-25,13,10.6,16,0,658
2018-11-26,14.5,10.4,18.2,0,502
2018-11-27,13.8,11.5,17,0,447
2018-11-28,13,10,16.3,0,436
2018-11-29,12.8,8.5,17.8,0,384
2018-11-30,13.1,10,16.9,0,455
2018-12-01,13.7,11.3,16.3,0,602
2018-12-02,17.6,13.6,20.5,1.6,597
2018-12-03,18.9,17.1,22.9,2.9,417
2018-12-04,13.8,10.8,17.6,17.5,358
2018-12-05,9.9,8,11.7,0,410
2018-12-06,9.5,8.1,12.6,11.6,328
2018-12-07,4.8,2.7,10.3,0,448
2018-12-08,4.2,2.6,6.6,0,623
2018-12-09,3.9,2.8,4.8,0,564
2018-12-10,7.6,4.7,10.2,0,421
2018-12-11,9,7.2,10.1,20,437
2018-12-12,6.5,5.8,9.1,0.2,386
2018-12-13,8,6,9.7,0,365
2018-12-14,5.6,4.4,7,0,425
2018-12-15,6,2,9.6,0,612
2018-12-16,9.1,6.5,10.8,7.1,532
2018-12-17,10.3,9.7,11.8,0,467
2018-12-18,9.7,8,12,0,440
2018-12-19,13.9,8.5,18,0,434
2018-12-20,12.5,11.7,16.1,21.8,350
2018-12-21,14.6,12.7,16.8,0,442
2018-12-22,13,11.5,16.2,3,623
2018-12-23,9.6,7.4,12.2,8,863
2018-12-24,6.4,4.6,9,0,875
2018-12-25,7.8,3.8,10.8,0,911
2018-12-26,8.5,6.8,9.7,0.4,668
2018-12-27,2.5,1.4,6.8,0,681
2018-12-28,1.9,0.2,3.2,1.8,645
2018-12-29,3.1,1.7,4.1,0.1,793
2018-12-30,3.1,1.9,4.1,0,916
2018-12-31,4.6,3.5,5.8,0,877
2019-01-01,5.6,4.8,7,0,839
2019-01-02,5.1,4.5,6.1,0,621
2019-01-03,5.1,3.5,8,0,622
2019-01-04,5.8,2.6,10,1.6,598
2019-01-05,7,5.2,9,0,681
2019-01-06,5.7,4.5,7.7,0,644
2019-01-07,5.9,3.1,8.8,0,509
2019-01-08,6.6,4.5,8.8,0,513
2019-01-09,4.5,2.2,5.8,0,528
2019-01-10,6.9,5.6,7.8,0,490
2019-01-11,7.9,5.9,9.4,1.7,497
2019-01-12,8.9,8.1,10.9,2,724
2019-01-13,7.9,6.6,10,0,701
2019-01-14,7.3,5.5,9.7,0,577
2019-01-15,7,3.6,9.9,0,621
2019-01-16,3.1,2,4,0,621
2019-01-17,5.6,3.9,6.5,0,544
2019-01-18,6.4,3.9,9.8,0,580
2019-01-19,8.9,3.6,12.6,1,693
2019-01-20,6.7,3.9,11.6,0,744
2019-01-21,6.2,3.9,8.1,0,534
2019-01-22,8.3,5.8,10.9,0,544
2019-01-23,8.6,6.7,11.9,0,541
2019-01-24,6.2,3.4,9.6,0,524
2019-01-25,5.7,3.6,10.1,0,533
2019-01-26,4.3,2.9,5.8,0,675
2019-01-27,5.6,2.4,8.5,0,678
2019-01-28,7.7,4.8,10.8,0,533
2019-01-29,6.3,2.8,9.2,0,514
2019-01-30,8.2,6.8,10.1,0,475
2019-01-31,4.9,3.3,8.2,17.9,351
2019-02-01,5,3.4,6.8,0,406
2019-02-02,9.3,5,12,0,677
2019-02-03,13.3,8.6,18.4,9.8,921
2019-02-04,6.9,4.9,9.5,0,863
2019-02-05,9.3,4,13.6,0,656
2019-02-06,11.8,9.1,15.5,0,778
2019-02-07,6.5,1.9,12.1,3.8,570
2019-02-08,3.4,1.5,5.6,0,660
2019-02-09,3,1.5,4.7,0,705
2019-02-10,3.1,2,4.9,0,617
2019-02-11,3.7,2.9,4.7,0,470
2019-02-12,5.7,1,8.7,0,493
2019-02-13,6.8,5.2,8.7,0,511
2019-02-14,5.6,4.2,8,0,518
2019-02-15,6.4,4.3,7.7,0,557
2019-02-16,4.2,3.1,7,0,688
2019-02-17,4.4,3.1,6.9,0,721
2019-02-18,7.1,2.9,9.8,2.1,534
2019-02-19,9.3,6.4,13,15.9,613
2019-02-20,6.9,4.8,9.4,0,540
2019-02-21,7.1,5.6,8.7,0,614
2019-02-22,8.3,6.5,10.9,1.6,647
2019-02-23,9.3,4.2,13.7,0,780
2019-02-24,11,8.6,14.1,0,860
2019-02-25,9.4,7.3,13.1,0,725
2019-02-26,8.9,5.3,12.2,0,695
2019-02-27,10.9,9.4,11.9,4.6,777
2019-02-28,10.4,8,13.2,0.1,799
2019-03-01,9.4,6.4,12.3,0,881
2019-03-02,11,7.3,14.3,0.4,861
2019-03-03,11.8,10.5,13.3,5.9,665
2019-03-04,10,8.4,12.2,2,375
2019-03-05,10.7,6.2,13.4,0,399
2019-03-06,10.4,8.4,13.8,11.3,438
2019-03-07,8.3,7.3,10.4,0,412
2019-03-08,8.5,3.7,12.3,0,481
2019-03-09,11.6,6.5,16.6,9,600
2019-03-10,10.7,8.9,13.1,22.1,602
2019-03-11,10,6.9,13.6,1.2,468
2019-03-12,10.7,6.1,16,0,476
2019-03-13,8.4,5.1,11.7,0,437
2019-03-14,10,7,14,0,455
2019-03-15,10.2,6.2,15.8,0,528
2019-03-16,10.1,6,14.1,0,691
2019-03-17,11.2,8,14.1,0,738
2019-03-18,10.7,6.9,14.2,1.9,580
2019-03-19,12.3,9.2,16.1,0,484
2019-03-20,16.3,9.9,21.2,1.7,443
2019-03-21,10.7,7.3,20,0,423
2019-03-22,7.8,6.4,10.6,0,566
2019-03-23,8.5,6.2,11.8,0,777
2019-03-24,7.5,3.6,11,0,799
2019-03-25,9.9,6.4,13.2,0,608
2019-03-26,14.2,10.1,16.7,0,581
2019-03-27,16.4,10.3,22,0,504
2019-03-28,14.6,12.8,16.9,0,480
2019-03-29,13.9,12.2,17,0,597
2019-03-30,11,7.9,14.6,0,712
2019-03-31,8.4,7.1,11.4,0,814
2019-04-01,10.5,7.1,13.2,0,577
2019-04-02,10.6,8.6,14,0,536
2019-04-03,10.5,6.6,14.4,0,442
2019-04-04,11.3,6.2,14.6,0,486
2019-04-05,14.5,11.9,18.2,0,631
2019-04-06,15,11,20.8,0,751
2019-04-07,16.4,13,21.4,2.7,800
2019-04-08,14.8,11.7,18.1,0,587
2019-04-09,15,14.1,17.4,6,568
2019-04-10,10.4,9.6,14.2,6.7,511
2019-04-11,11.6,9.7,13.8,0,526
2019-04-12,12.7,9.2,16.6,0,699
2019-04-13,13.7,9.4,17.7,0,944
2019-04-14,13.6,10.6,17.1,0,803
2019-04-15,13,8.7,17.1,0,632
2019-04-16,16.8,10.7,25,0,583
2019-04-17,15.8,13.6,18.6,0,546
2019-04-18,16.7,12.3,22.1,0,566
2019-04-19,16.8,14.3,21.6,0,738
2019-04-20,17.1,14.5,20,0,932
2019-04-21,18.5,15,23.1,0,930
2019-04-22,19.3,16.6,24,0,649
2019-04-23,19.1,17.3,22.5,18.7,618
2019-04-24,18,15.7,21.2,0,571
2019-04-25,15.8,14.1,17.9,0,587
2019-04-26,12.2,11.3,15.9,0.3,780
2019-04-27,14,11.7,17,0,871
2019-04-28,15,12.1,17.5,0.1,852
2019-04-29,16.1,14.5,20.3,10.5,864
2019-04-30,15.6,14.5,17.6,1.4,657
2019-05-01,14.7,12.4,18.6,0,836
2019-05-02,17.2,12.8,21.5,0,925
2019-05-03,18.9,16,21.9,0,1074
2019-05-04,19.2,14.7,23.3,0,1256
2019-05-05,19,16.4,22.2,0,1384
2019-05-06,15.9,13.4,19.2,0,1180
2019-05-07,15.6,12.3,19.5,0,706
2019-05-08,16.3,11.9,19.6,0,539
2019-05-09,17.4,14.7,20.3,0,571
2019-05-10,17.6,14.3,21.4,0,670
2019-05-11,18.5,15,23.4,0,860
2019-05-12,18.7,15.7,21.5,0,835
2019-05-13,20.1,17.4,23.7,0,745
2019-05-14,20.5,18.6,23.2,0,624
2019-05-15,21.2,16.9,26.6,0,530
2019-05-16,23.2,18,28.3,0,560
2019-05-17,21.2,18.4,26.3,12,696
2019-05-18,20.6,17.4,23.3,19.6,905
2019-05-19,21.4,18.8,26.3,0,939
2019-05-20,17.3,14.9,19.8,0.8,686
2019-05-21,19.2,14.5,23,0,667
2019-05-22,23.4,19.5,27.6,0,591
2019-05-23,26.2,22,31.3,0,604
2019-05-24,28.4,23.8,33.1,0,736
2019-05-25,23.3,20.4,27.2,0,892
2019-05-26,23.1,20.3,25.4,0,876
2019-05-27,20.7,15.8,25.5,9.8,666
2019-05-28,18.9,15.5,21.7,0,628
2019-05-29,22.3,18.7,27,0,567
2019-05-30,21.7,18,25.9,0,641
2019-05-31,17.9,15.6,21.4,0.6,728
2019-06-01,19,15.9,22.4,0,864
2019-06-02,20.1,17.9,24.6,0,889
2019-06-03,20.9,17.9,24.5,0,768
2019-06-04,22.8,19.4,29,0,777
2019-06-05,22.5,19.2,26.1,0,756
2019-06-06,23.6,19.1,28.1,13.3,1045
2019-06-07,19.6,18.2,25.3,0,1352
2019-06-08,19.9,17.5,23.2,0.2,1126
2019-06-09,20.2,17,23.2,0,960
2019-06-10,20.2,17.5,24.8,0,744
2019-06-11,20.2,18.4,22.9,0,713
2019-06-12,19.9,17.6,22.9,0,661
2019-06-13,21.9,17.6,28,0,708
2019-06-14,19.4,17.4,21.4,43.5,839
2019-06-15,20.1,18.2,22.5,0.3,1006
2019-06-16,20.6,18.6,23.3,0,911
2019-06-17,20.8,17.8,23.3,0,723
2019-06-18,21.6,20.5,23.3,1,668
2019-06-19,21.7,19.4,24.4,0,715
2019-06-20,22,19.8,24.4,0,699
2019-06-21,22.6,20.3,26.4,0,803
2019-06-22,22.1,19.7,25.5,0,873
2019-06-23,21.1,19.3,25.6,0,923
2019-06-24,21.6,18.8,24.4,0,746
2019-06-25,24.2,19.1,28.9,0,648
2019-06-26,22.1,19.8,25.9,85.1,593
2019-06-27,23.1,21.9,25.9,0,595
2019-06-28,23.5,21,25.8,0,678
2019-06-29,25.2,22.6,29.8,2,728
2019-06-30,23.4,21.4,26.9,0.4,727
2019-07-01,23.4,22.3,25.6,1.9,597
2019-07-02,23.3,21.8,25.7,0,655
2019-07-03,22.6,21.6,24.9,0,630
2019-07-04,22.3,20.4,25.9,0,628
2019-07-05,23.9,21.6,28.7,0,685
2019-07-06,23.8,20.8,27.2,0,916
2019-07-07,23.3,22.2,26.4,0,916
2019-07-08,21.8,20.6,22.7,3.7,724
2019-07-09,22,20.9,23.6,2.2,705
2019-07-10,21.4,20.5,22,104.7,692
2019-07-11,23.2,20.6,26.7,1.2,646
2019-07-12,23.3,21.7,25.8,0.4,758
2019-07-13,21.6,20.4,22.9,13.4,913
2019-07-14,24.2,21.5,27.1,0,957
2019-07-15,24.2,22.2,26.5,0,660
2019-07-16,24.8,22.2,27.2,0,677
2019-07-17,25,22.9,28,6.8,653
2019-07-18,24.2,22.9,25.9,21.3,650
2019-07-19,24.1,22.3,26.2,187.7,622
2019-07-20,25.7,24.6,28.2,43.8,546
2019-07-21,27.3,24.8,30.7,0,734
2019-07-22,27.1,23.8,32.7,108.3,698
2019-07-23,27.6,24.3,30.3,0,696
2019-07-24,27.9,25.7,30.9,0,732
2019-07-25,27.9,25.9,31.1,0,792
2019-07-26,27.8,25.3,31.2,0,766
2019-07-27,28.1,26.5,31,14.7,819
2019-07-28,29.3,27,31.8,0,980
2019-07-29,28.7,26.1,31.3,0,1101
2019-07-30,30.4,27.3,35.4,0,1089
2019-07-31,29.5,27.9,32.3,0,1049
2019-08-01,29.2,26.9,32.1,0,1081
2019-08-02,28.8,26.7,31.2,0,1170
2019-08-03,29,25.4,31.7,0,1097
2019-08-04,27.9,25.9,30.2,0,1036
2019-08-05,27.8,24.9,30.9,0,980
2019-08-06,28.8,26.2,32.2,0,1080
2019-08-07,29.6,26.6,34.2,0,942
2019-08-08,31.1,27.7,34.7,0,852
2019-08-09,30.1,27.7,33.3,0,829
2019-08-10,29.5,28.8,30.9,0,869
2019-08-11,28.7,27.7,30.5,25,845
2019-08-12,29.7,27.2,33.9,12,969
2019-08-13,29.2,26.8,31.2,0,784
2019-08-14,28.6,26.8,31.6,1.2,763
2019-08-15,27.1,26.4,27.9,0,1082
2019-08-16,27.7,25.7,30.9,4.5,927
2019-08-17,28.8,25.7,32.6,0,923
2019-08-18,27.2,25.9,29.7,0,874
2019-08-19,26.3,24.6,29.1,0,760
2019-08-20,27.1,25.7,30.1,0.1,721
2019-08-21,28.1,25.3,31.6,3.4,830
2019-08-22,28.5,25.8,31.8,6.3,791
2019-08-23,27.4,26.2,30.7,0,753
2019-08-24,27,25.2,28.8,0,845
2019-08-25,25.5,23.3,27.7,0.1,850
2019-08-26,25.9,23.5,28.3,0.3,799
2019-08-27,26.9,24.5,31,87.2,766
2019-08-28,24.8,23,27,33.3,727
2019-08-29,23.3,21.3,25.4,68.9,813
2019-08-30,25.5,22.2,28.8,0,715
2019-08-31,24.9,20.8,28.2,0,817
2019-09-01,23.3,20.6,26.3,26.1,731
2019-09-02,24.1,21.9,26.6,25.7,662
2019-09-03,24.8,22.4,26.7,13.9,612
2019-09-04,24.7,23.7,27.9,43,573
2019-09-05,26.2,23.4,30.4,7,488
2019-09-06,26.8,25.1,28.6,68.8,349
2019-09-07,27.6,24.9,30.3,34.3,494
2019-09-08,24.5,23.4,26.3,19,415
2019-09-09,26.2,23.7,29,24.7,447
2019-09-10,27,24,29.4,0,482
2019-09-11,26,24.1,29.3,5,521
2019-09-12,24.1,23,25.1,0.6,864
2019-09-13,24,22.1,26.7,0,1149
2019-09-14,24.3,21.7,26.9,0,1161
2019-09-15,24.6,22.9,26.9,0,852
2019-09-16,24.6,23.6,27,0,591
2019-09-17,23.8,22,25.8,0,594
2019-09-18,23.3,20.6,27.6,0,590
2019-09-19,22.8,19.3,25.9,0,699
2019-09-20,22.5,19.9,25,0,764
2019-09-21,20.5,19.1,21.7,156,592
2019-09-22,20.4,19.1,21.7,126.2,331
2019-09-23,21,18.4,24.5,0,605
2019-09-24,20.4,16.7,25.2,0,668
2019-09-25,21.8,18.3,25.2,0,748
2019-09-26,23.8,21.3,27.7,1,823
2019-09-27,23.8,22.7,25.7,36,794
2019-09-28,24.1,23.1,25.6,0.7,921
2019-09-29,24.1,22.9,26.3,0,895
2019-09-30,23.6,22,26.8,22.6,849
2019-10-01,23.4,20.5,26.4,36.3,662
2019-10-02,24.8,20.6,27.3,136.2,541
2019-10-03,23.4,21.9,26.2,0.2,954
2019-10-04,23.1,21.2,26.1,0,1076
2019-10-05,20.8,18.4,23.2,0,1319
2019-10-06,20.8,17,24.6,1,1336
2019-10-07,21.8,20.2,23.6,0,1113
2019-10-08,20.5,17.4,24,0,1114
2019-10-09,17.6,14.2,21.5,0,1268
2019-10-10,19,14,23.1,0,1015
2019-10-11,21,17.1,23.9,0,1135
2019-10-12,21.4,18.7,24.8,0,1121
2019-10-13,19.7,17.1,22.8,0,1024
2019-10-14,19.3,16.7,23.2,0,820
2019-10-15,17.4,15.2,19.1,3.2,869
2019-10-16,18.1,15.8,21.3,0,741
2019-10-17,19.3,16.2,21.8,0,680
2019-10-18,19.1,18.1,20.5,8.3,834
2019-10-19,19.8,17.7,22.7,0,1047
2019-10-20,19.1,15.4,21.8,0,983
2019-10-21,19.9,17.4,22.9,0,803
2019-10-22,20.8,18.6,22.5,0.5,659
2019-10-23,20.3,19.2,21.8,0.6,632
2019-10-24,20.1,18.4,22.3,2.3,731
2019-10-25,20.1,16.8,23.5,0,758
2019-10-26,16.5,15.5,19.4,0,947
2019-10-27,16,13.7,18.7,0,969
2019-10-28,15.7,11.9,19.2,0,788
2019-10-29,17.9,15.2,20.8,0,703
2019-10-30,16.3,13.7,19.5,0,604
2019-10-31,16.5,12.1,20.7,0,622
2019-11-01,18.3,15.6,22,0,738
2019-11-02,18.6,15.6,22.7,0,990
2019-11-03,17.5,15.2,20.4,0,995
2019-11-04,17.3,13.5,20.6,0,726
2019-11-05,17.3,14.6,20.3,0,777
2019-11-06,15.8,12.3,19.4,0,734
2019-11-07,15.9,13.4,19.3,0,732
2019-11-08,13.8,12.4,17.3,0,869
2019-11-09,14.4,11.9,18.1,0,950
2019-11-10,15.5,10.3,19.7,2.9,1016
2019-11-11,17.1,15.3,19.5,0,799
2019-11-12,14.7,12.1,17.9,0,800
2019-11-13,15,11.8,18.3,1.7,725
2019-11-14,11.2,7.9,14.5,0,823
2019-11-15,12.1,7,17.2,0,790
2019-11-16,16,10.6,21.3,0,913
2019-11-17,20.1,14.9,24.3,0,928
2019-11-18,13.7,11.2,22.7,6.1,787
2019-11-19,10.6,9.9,12.3,0,733
2019-11-20,9.9,7.8,12.5,0,584
2019-11-21,13.1,7.8,17.1,0,595
2019-11-22,17.1,13.5,21.8,0,704
2019-11-23,18.1,14.5,21.7,0,952
2019-11-24,17.3,13.7,19.5,4.7,889
2019-11-25,10.1,9.2,13.9,0,739
2019-11-26,13.5,9.7,15.3,8.2,620
2019-11-27,11.1,9.3,14.8,3.8,554
2019-11-28,10.8,8.8,14,0,661
2019-11-29,9.7,6.9,12.6,0,723
2019-11-30,12.5,6.9,18,0.1,883
2019-12-01,12.5,11.1,15.1,18.9,769
2019-12-02,9.9,7.4,11.8,0,678
2019-12-03,9.5,7.5,10.8,0,568
2019-12-04,11.3,10,14.1,0,535
2019-12-05,8.7,5.7,11.5,0,573
2019-12-06,4.2,3.2,5.8,0,707
2019-12-07,7.5,4.3,9.5,0,795
2019-12-08,8.7,6,10.2,0,861
2019-12-09,10.7,5.9,15.2,0,652
2019-12-10,13.3,8.5,18.7,0,626
2019-12-11,12.9,9.6,18,0,558
2019-12-12,8.3,5.4,10.3,0,573
2019-12-13,8.6,4.6,12.9,0,705
2019-12-14,10,6.9,12.7,0,900
2019-12-15,12.5,6.9,17.4,0,842
2019-12-16,14.9,12.2,18.2,0.1,718
2019-12-17,14.1,10.9,17.6,7.3,638
2019-12-18,8.8,7.4,10.9,0,701
2019-12-19,7.8,7,9.4,0,678
2019-12-20,8.4,6.9,11.1,0,709
2019-12-21,8,5.6,10.1,0,827
2019-12-22,9.6,6.8,11.6,1,925
2019-12-23,9.4,6.7,12.4,0,793
2019-12-24,9.2,7.3,11.9,0,750
2019-12-25,11.4,7,15.1,0.1,1063
2019-12-26,9.9,6.7,13.1,9.4,1017
2019-12-27,6.7,5.7,7.3,0,1088
2019-12-28,7.7,6.1,9.7,0,1029
2019-12-29,11.8,7.1,16.4,11.4,990
2019-12-30,11.5,6.3,13.6,0,1166
2019-12-31,2.9,1.8,6.4,0,1097
2020-01-01,5.2,2.4,7.3,0,1043
2020-01-02,8.1,5.5,9.2,0,1062
2020-01-03,8.8,6.4,11.4,0,1079
2020-01-04,7.9,5.1,11.4,0,1002
2020-01-05,8.5,4.3,11.1,0,863
