year,avgTemp,minTemp,maxTemp,rainFall,accomodation(1000),concert,culture,food,history,sport,nature,rest,shopping
2019-10-08,20.5,17.4,24,0,4.762,0.13,1.031,9.862,0.166,1,4.454,1.114,0.652
2019-10-09,17.6,14.2,21.5,0,5.25,0.142,1.073,11.314,0.2,1,5.072,1.268,0.853
2019-10-10,19,14,23.1,0,4.997,0.117,1.035,10.112,0.216,1,4.569,1.015,0.712
2019-10-11,21,17.1,23.9,0,5.057,0.119,1.032,10.15,0.153,1,4.383,1.135,0.742
2019-10-12,21.4,18.7,24.8,0,5.073,0.183,0.98,11.151,0.226,1,4.818,1.121,0.83
2019-10-13,19.7,17.1,22.8,0,4.603,0.13,0.93,10.526,0.211,1,4.468,1.024,0.72
2019-10-14,19.3,16.7,23.2,0,3.864,0.117,0.721,7.679,0.164,0.949,3.422,0.82,0.678
2019-10-15,17.4,15.2,19.1,3.2,3.748,0.116,0.947,7.65,0.157,0.805,3.061,0.869,0.577
2019-10-16,18.1,15.8,21.3,0,3.724,0.09,0.702,6.687,0.146,0.854,3.386,0.741,0.56
2019-10-17,19.3,16.2,21.8,0,3.819,0.102,0.671,6.913,0.142,0.859,2.964,0.68,0.569
2019-10-18,19.1,18.1,20.5,8.3,4.624,0.161,1.183,8.208,0.144,0.866,2.608,0.834,0.628
2019-10-19,19.8,17.7,22.7,0,5.062,0.125,0.944,10.289,0.219,1,4.494,1.047,0.728
2019-10-20,19.1,15.4,21.8,0,4.856,0.136,1.038,10.458,0.18,1,4.323,0.983,0.643
2019-10-21,19.9,17.4,22.9,0,3.642,0.087,0.694,7.866,0.175,0.962,3.622,0.803,0.598
2019-10-22,20.8,18.6,22.5,0.5,3.329,0.077,0.786,7.098,0.137,0.723,3.179,0.659,0.618
2019-10-23,20.3,19.2,21.8,0.6,3.208,0.097,0.704,6.316,0.152,0.72,2.777,0.632,0.508
2019-10-24,20.1,18.4,22.3,2.3,3.498,0.111,0.862,6.542,0.143,0.672,2.704,0.731,0.608
2019-10-25,20.1,16.8,23.5,0,4.25,0.112,0.722,7.332,0.172,0.957,3.361,0.758,0.562
2019-10-26,16.5,15.5,19.4,0,4.757,0.157,1.053,10.116,0.252,1,3.926,0.947,0.736
2019-10-27,16,13.7,18.7,0,4.213,0.143,0.92,9.455,0.24,1,4.163,0.969,0.75
2019-10-28,15.7,11.9,19.2,0,3.323,0.098,0.553,6.962,0.193,0.849,3.197,0.788,0.559
2019-10-29,17.9,15.2,20.8,0,3.059,0.098,0.661,6.13,0.178,0.726,2.899,0.703,0.579
2019-10-30,16.3,13.7,19.5,0,3.173,0.139,0.582,5.814,0.162,0.678,2.806,0.604,0.515
2019-10-31,16.5,12.1,20.7,0,3.402,0.095,0.525,5.997,0.164,0.761,2.727,0.622,0.463
2019-11-01,18.3,15.6,22,0,4.074,0.126,0.711,7.132,0.188,0.908,3.026,0.738,0.491
2019-11-02,18.6,15.6,22.7,0,4.687,0.154,0.887,9.062,0.238,1,3.802,0.99,0.818
2019-11-03,17.5,15.2,20.4,0,4.022,0.137,0.846,8.777,0.234,1,3.75,0.995,0.629
2019-11-04,17.3,13.5,20.6,0,3.316,0.094,0.643,6.664,0.166,0.747,2.615,0.726,0.654
2019-11-05,17.3,14.6,20.3,0,3.231,0.087,0.519,6.479,0.143,0.788,2.941,0.777,0.482
2019-11-06,15.8,12.3,19.4,0,3.366,0.084,0.551,6.104,0.184,0.743,2.821,0.734,0.483
2019-11-07,15.9,13.4,19.3,0,3.723,0.122,0.586,6.473,0.148,0.749,2.819,0.732,0.641
2019-11-08,13.8,12.4,17.3,0,4.502,0.137,0.725,7.861,0.153,1,3.219,0.869,0.553
2019-11-09,14.4,11.9,18.1,0,4.936,0.178,0.88,9.92,0.266,1,4.218,0.95,0.776
2019-11-10,15.5,10.3,19.7,2.9,4.342,0.213,0.83,9.677,0.22,1,3.698,1.016,0.702
2019-11-11,17.1,15.3,19.5,0,3.57,0.089,0.629,7.632,0.168,0.787,2.934,0.799,0.603
2019-11-12,14.7,12.1,17.9,0,3.27,0.099,0.585,6.56,0.161,0.767,3.021,0.8,0.583
2019-11-13,15,11.8,18.3,1.7,3.524,0.09,0.673,6.558,0.157,0.664,2.447,0.725,0.542
2019-11-14,11.2,7.9,14.5,0,4.012,0.114,0.755,7.128,0.207,0.818,2.721,0.823,0.625
2019-11-15,12.1,7,17.2,0,4.575,0.082,0.698,8.046,0.196,0.966,3.279,0.79,0.59
2019-11-16,16,10.6,21.3,0,4.829,0.188,0.935,10.347,0.225,1,4.165,0.913,0.722
2019-11-17,20.1,14.9,24.3,0,4.148,0.194,0.812,9.654,0.221,1,3.731,0.928,0.746
2019-11-18,13.7,11.2,22.7,6.1,3.407,0.131,0.858,7.557,0.168,0.597,2.232,0.787,0.649
2019-11-19,10.6,9.9,12.3,0,3.05,0.066,0.748,6.578,0.178,0.658,2.427,0.733,0.605
2019-11-20,9.9,7.8,12.5,0,3.2,0.088,0.576,5.942,0.148,0.678,2.404,0.584,0.486
2019-11-21,13.1,7.8,17.1,0,3.672,0.131,0.593,6.388,0.152,0.72,2.306,0.595,0.486
2019-11-22,17.1,13.5,21.8,0,4.127,0.14,0.614,7.305,0.181,0.868,2.732,0.704,0.655
2019-11-23,18.1,14.5,21.7,0,4.681,0.226,0.834,9.608,0.248,1,3.443,0.952,0.674
2019-11-24,17.3,13.7,19.5,4.7,3.916,0.231,0.955,9.11,0.237,0.881,2.886,0.889,0.729
2019-11-25,10.1,9.2,13.9,0,3.096,0.127,0.803,7.294,0.177,0.593,2.286,0.739,0.538
2019-11-26,13.5,9.7,15.3,8.2,2.836,0.134,0.7,6.184,0.129,0.553,2.1,0.62,0.521
2019-11-27,11.1,9.3,14.8,3.8,3.043,0.169,0.915,6.153,0.116,0.381,1.477,0.554,0.601
2019-11-28,10.8,8.8,14,0,3.344,0.082,0.576,6.364,0.193,0.635,2.47,0.661,0.447
2019-11-29,9.7,6.9,12.6,0,3.74,0.138,0.712,7.342,0.162,0.794,2.865,0.723,0.561
2019-11-30,12.5,6.9,18,0.1,4.164,0.16,0.754,8.869,0.225,0.98,3.396,0.883,0.616
2019-12-01,12.5,11.1,15.1,18.9,3.279,0.26,1.33,8.079,0.118,0.397,1.473,0.769,0.665
2019-12-02,9.9,7.4,11.8,0,2.583,0.088,0.618,5.839,0.165,0.506,1.847,0.678,0.521
2019-12-03,9.5,7.5,10.8,0,2.421,0.121,0.6,5.167,0.162,0.476,1.979,0.568,0.459
2019-12-04,11.3,10,14.1,0,2.62,0.08,0.512,5.036,0.15,0.53,2.083,0.535,0.465
2019-12-05,8.7,5.7,11.5,0,3.1,0.082,0.622,5.504,0.178,0.502,1.939,0.573,0.475
2019-12-06,4.2,3.2,5.8,0,3.666,0.14,0.934,6.566,0.156,0.609,1.973,0.707,0.543
2019-12-07,7.5,4.3,9.5,0,4.228,0.175,1.043,9.19,0.239,0.795,2.795,0.795,0.762
2019-12-08,8.7,6,10.2,0,3.679,0.11,0.981,8.413,0.194,0.777,2.814,0.861,0.599
2019-12-09,10.7,5.9,15.2,0,3.299,0.069,0.698,6.528,0.165,0.624,2.348,0.652,0.52
2019-12-10,13.3,8.5,18.7,0,2.967,0.089,0.62,6.066,0.174,0.539,2.413,0.626,0.496
2019-12-11,12.9,9.6,18,0,3.064,0.103,0.63,6.12,0.189,0.578,2.046,0.558,0.489
2019-12-12,8.3,5.4,10.3,0,3.663,0.117,0.739,6.335,0.154,0.573,2.167,0.573,0.56
2019-12-13,8.6,4.6,12.9,0,4.108,0.112,0.775,7.372,0.168,0.743,2.549,0.705,0.521
2019-12-14,10,6.9,12.7,0,4.521,0.149,1.035,9.626,0.24,0.938,3.086,0.9,0.757
2019-12-15,12.5,6.9,17.4,0,4.058,0.166,1.072,9.2,0.2,0.935,3.086,0.842,0.691
2019-12-16,14.9,12.2,18.2,0.1,3.385,0.075,0.658,7.148,0.187,0.618,2.558,0.718,0.561
2019-12-17,14.1,10.9,17.6,7.3,3.276,0.142,1.097,7.064,0.15,0.399,1.801,0.638,0.678
2019-12-18,8.8,7.4,10.9,0,3.221,0.109,0.817,6.655,0.13,0.533,2.275,0.701,0.561
2019-12-19,7.8,7,9.4,0,3.606,0.151,0.927,7.131,0.148,0.528,2.258,0.678,0.601
2019-12-20,8.4,6.9,11.1,0,3.965,0.125,0.879,7.634,0.179,0.669,2.379,0.709,0.57
2019-12-21,8,5.6,10.1,0,4.604,0.197,1.109,9.695,0.214,0.852,2.887,0.827,0.695
2019-12-22,9.6,6.8,11.6,1,4.468,0.244,1.465,10.096,0.242,0.626,2.368,0.925,0.8
2019-12-23,9.4,6.7,12.4,0,4.176,0.113,0.952,8.981,0.182,0.613,2.747,0.793,0.659
2019-12-24,9.2,7.3,11.9,0,4.447,0.15,1.009,9.292,0.159,0.563,2.86,0.75,0.743
2019-12-25,11.4,7,15.1,0.1,5.018,0.242,1.299,11.062,0.163,0.695,2.742,1.063,0.781
2019-12-26,9.9,6.7,13.1,9.4,5.108,0.264,1.902,11.041,0.134,0.356,1.763,1.017,0.781
2019-12-27,6.7,5.7,7.3,0,5.303,0.199,1.36,10.958,0.21,0.753,3.087,1.088,0.816
2019-12-28,7.7,6.1,9.7,0,5.531,0.17,1.182,11.646,0.233,1,3.942,1.029,0.782
2019-12-29,11.8,7.1,16.4,11.4,5.751,0.304,2.094,12.12,0.18,0.49,2.127,0.99,0.907
2019-12-30,11.5,6.3,13.6,0,5.05,0.145,1.253,10.722,0.213,0.809,3.442,1.166,0.732
2019-12-31,2.9,1.8,6.4,0,4.99,0.189,1.484,11.445,0.226,0.562,2.768,1.097,0.741
2020-01-01,5.2,2.4,7.3,0,5.598,0.184,1.062,10.453,0.287,0.654,4.093,1.043,0.731
2020-01-02,8.1,5.5,9.2,0,4.542,0.169,1.23,9.382,0.23,0.716,2.989,1.062,0.838
2020-01-03,8.8,6.4,11.4,0,4.631,0.159,1.229,9.318,0.212,0.761,3.156,1.079,0.699
2020-01-04,7.9,5.1,11.4,0,4.253,0.152,1.138,9.695,0.212,0.809,3.311,1.002,0.822
2020-01-05,8.5,4.3,11.1,0,3.849,0.121,0.975,8.584,0.236,0.724,3.146,0.863,0.638
2020-01-06,14.5,10.1,18.9,0.3,3.667,0.123,0.943,6.701,0.166,0.449,1.961,0.729,0.62
2020-01-07,19.2,12.8,23.6,12.4,3.414,0.132,1.049,6.83,0.14,0.385,2.005,0.771,0.614
2020-01-08,8.1,6.9,13.2,1.4,3.644,0.114,1.145,6.881,0.128,0.32,1.787,0.721,0.566
2020-01-09,7.3,6.7,8.2,0,3.982,0.101,1.035,6.989,0.153,0.549,2.436,0.705,0.689
2020-01-10,8,4.3,11,0,4.39,0.107,0.958,7.897,0.17,0.739,2.854,0.768,0.595
2020-01-11,8,6.9,9.1,0,4.795,0.168,1.234,9.723,0.218,0.778,2.887,0.865,0.72
2020-01-12,7.5,6.7,8.5,0,4.637,0.186,1.238,9.803,0.211,0.673,2.815,0.887,0.807
2020-01-13,7.1,6.1,8.8,0,4.181,0.136,0.95,8.109,0.173,0.662,2.64,0.762,0.624
2020-01-14,4.8,3.4,6.2,4.6,4.034,0.179,1.464,8.05,0.147,0.346,1.902,0.838,0.737
2020-01-15,5.6,4.6,7.2,0,4.169,0.091,0.969,7.731,0.167,0.602,2.622,0.71,0.554
2020-01-16,6.3,4.6,8,0,4.239,0.117,1.059,7.876,0.196,0.681,2.618,0.801,0.689
2020-01-17,6.9,6,9.2,0,4.476,0.063,1.06,9.093,0.19,0.82,2.831,0.759,0.77
2020-01-18,7,6.2,9,0,5.031,0.118,1.235,10.684,0.247,0.879,3.249,0.833,0.765
2020-01-19,8.6,5.9,10,0,4.519,0.169,1.265,9.764,0.193,0.688,2.646,0.84,0.834
2020-01-20,8.4,7.1,10.9,0,3.402,0.081,0.787,7.632,0.195,0.551,2.735,0.706,0.578
2020-01-21,7.4,4.9,10.5,0,2.558,0.062,0.744,5.864,0.135,0.561,2.368,0.551,0.489
2020-01-22,11.4,8.6,13.5,25.8,2.196,0.147,0.904,4.888,0.06,0.162,1.017,0.414,0.468
2020-01-23,11.2,10.5,13.6,0.7,2.409,0.11,0.737,5.051,0.119,0.39,1.749,0.526,0.405
2020-01-24,11.3,9.5,12.7,0,3.191,0.153,0.78,6.274,0.182,0.622,2.315,0.701,0.574
2020-01-25,11.9,10.6,14,1,3.575,0.21,0.954,6.645,0.265,0.589,2.446,0.868,0.461
2020-01-26,11.6,10.6,13,10.1,3.59,0.21,1.231,9.024,0.288,0.812,2.816,1.034,0.631
2020-01-27,9.8,8.1,11.5,60.3,2.94,0.265,1.355,7.641,0.104,0.227,1.352,0.749,0.594
2020-01-28,9.9,9.1,11.1,0,2.326,0.093,0.719,5.389,0.122,0.502,2.053,0.482,0.431
2020-01-29,9.6,8.5,11.3,0,2.256,0.081,0.716,4.765,0.101,0.367,1.702,0.391,0.488
2020-01-30,8.3,7.5,10.2,0.1,2.412,0.09,0.747,4.971,0.117,0.334,1.649,0.471,0.443
2020-01-31,7.2,5.9,8,0,2.358,0.068,0.655,4.66,0.101,0.457,1.703,0.356,0.398
2020-02-01,8.2,4.5,10.9,0,2.446,0.072,0.572,5.885,0.171,0.586,2.268,0.391,0.507
2020-02-02,7.7,6,10.7,0,2.047,0.058,0.522,5.147,0.149,0.565,2.101,0.349,0.481
2020-02-03,6.9,5.1,9.3,0,1.601,0.033,0.402,3.764,0.11,0.367,1.479,0.244,0.333
2020-02-04,5.6,2.6,8.2,0,1.449,0.034,0.417,3.385,0.096,0.345,1.473,0.258,0.378
2020-02-05,3.4,1.2,7.7,0.7,1.439,0.044,0.452,3.187,0.068,0.245,1.128,0.204,0.337
2020-02-06,3.3,0.8,5.4,0,1.411,0.05,0.378,3.097,0.065,0.274,1.185,0.208,0.299
2020-02-07,6.4,4.8,8.9,0,1.718,0.041,0.371,3.458,0.065,0.329,1.303,0.189,0.334
2020-02-08,6.9,4.7,9,0,2.184,0.058,0.616,5.166,0.105,0.439,1.624,0.268,0.446
2020-02-09,6.6,4.9,8.9,0,1.83,0.063,0.526,5.343,0.101,0.452,1.811,0.27,0.493
2020-02-10,10.6,6.1,14.1,0,1.501,0.023,0.353,3.759,0.064,0.456,1.569,0.226,0.303
2020-02-11,11.2,6.7,15.1,0,1.516,0.02,0.341,3.544,0.054,0.361,1.416,0.204,0.318
2020-02-12,13.3,11.1,16.7,1.1,1.639,0.077,0.554,3.669,0.051,0.144,1.038,0.237,0.377
2020-02-13,12.3,11.1,14.9,0,1.937,0.044,0.36,4.065,0.078,0.528,1.899,0.274,0.332
2020-02-14,13.6,11.1,16.4,0,2.658,0.055,0.478,5.382,0.09,0.591,2.321,0.339,0.499
2020-02-15,16.2,12.2,21.6,0.8,3.346,0.077,0.705,7.652,0.142,0.959,2.923,0.465,0.529
2020-02-16,5.4,3,12.5,7,2.748,0.111,1.108,7.167,0.131,0.459,1.412,0.504,0.598
2020-02-17,2.6,0.8,4.2,2,2.308,0.051,0.685,5.177,0.051,0.208,1.058,0.397,0.49
2020-02-18,4.9,0.5,7.8,0.1,2.581,0.068,0.743,5.46,0.087,0.484,2.213,0.378,0.47
2020-02-19,6.6,2.2,10.7,0,2.799,0.055,0.58,5.351,0.096,0.601,2.462,0.396,0.476
2020-02-20,10,6.7,13.2,0,3.011,0.037,0.623,6.118,0.13,0.73,2.584,0.376,0.477
2020-02-21,12.4,6.4,16.9,0,3.37,0.051,0.706,6.402,0.089,0.773,2.384,0.386,0.499
2020-02-22,10.8,7.6,14.3,0,3.47,0.08,0.715,7.628,0.176,0.903,2.853,0.404,0.664
2020-02-23,7.8,5.9,11.1,0,2.601,0.052,0.658,6.91,0.154,0.834,3.133,0.383,0.489
2020-02-24,11.5,5.4,15.8,0,1.827,0.024,0.361,4.276,0.092,0.568,2.029,0.287,0.403
2020-02-25,16.6,11.5,21.8,0.1,1.556,0.038,0.55,3.594,0.068,0.281,1.274,0.227,0.386
2020-02-26,11.4,8.4,12.7,0.1,1.453,0.037,0.317,3.102,0.066,0.378,1.469,0.217,0.334
2020-02-27,10,6.8,13.4,0,1.308,0.022,0.245,2.994,0.086,0.381,1.608,0.187,0.34
2020-02-28,10.4,8.7,11.6,3.7,1.414,0.038,0.396,3.036,0.023,0.227,0.867,0.194,0.302
2020-02-29,11.6,10.9,12.2,14.2,1.81,0.06,0.52,4.271,0.051,0.218,1.112,0.216,0.44
2020-03-01,11.2,8.1,12.7,4.2,1.539,0.037,0.409,4.244,0.086,0.381,1.458,0.197,0.348
2020-03-02,8,6,10.4,0,1.379,0.009,0.264,3.38,0.051,0.358,1.583,0.18,0.345
2020-03-03,10.7,6.2,15,0,1.569,0.012,0.266,3.463,0.062,0.365,1.542,0.174,0.323
2020-03-04,8,5.2,10.6,0,1.64,0.017,0.324,3.668,0.081,0.397,1.616,0.221,0.357
2020-03-05,6.1,4,9.6,0,1.768,0.021,0.3,3.831,0.074,0.397,1.779,0.216,0.335
2020-03-06,7.4,2.5,11.9,0,1.855,0.016,0.279,3.904,0.068,0.534,1.929,0.205,0.321
2020-03-07,10.3,8,11,8.1,1.963,0.028,0.602,5.2,0.051,0.23,1.37,0.258,0.521
2020-03-08,12,7.3,15.4,0,1.769,0.015,0.323,5.598,0.106,0.703,2.883,0.313,0.4
2020-03-09,13.1,11.3,14.6,25.3,1.694,0.007,0.386,3.829,0.036,0.26,1.024,0.191,0.379
2020-03-10,9.6,7.7,13.4,21.5,1.769,0.024,0.437,3.748,0.056,0.2,1.276,0.207,0.354
2020-03-11,8.4,5.5,11.1,0,2.093,0.006,0.351,4.499,0.077,0.52,2.151,0.262,0.358
2020-03-12,9.4,3.8,13.7,0,2.054,0.02,0.309,4.486,0.07,0.59,2.3,0.239,0.362
2020-03-13,11.2,8.2,14.5,0,2.417,0.019,0.384,5.005,0.083,0.57,2.109,0.251,0.413
2020-03-14,8.4,5.9,10.6,0,2.699,0.017,0.484,6.714,0.117,0.739,2.831,0.33,0.604
2020-03-15,11.1,6.8,15.3,0,2.35,0.027,0.475,6.722,0.145,0.657,2.751,0.304,0.488
2020-03-16,7.3,4.6,10.6,0,2.22,0.015,0.369,4.829,0.087,0.519,2.265,0.237,0.372
2020-03-17,13,6.2,19.8,0,2.104,0.013,0.388,4.497,0.074,0.55,2.392,0.24,0.449
2020-03-18,14,10.1,16.7,0,2.068,0.01,0.369,4.565,0.08,0.519,2.372,0.242,0.361
2020-03-19,13.9,9.9,21.2,0,2.028,0.003,0.444,4.616,0.091,0.43,1.988,0.255,0.425
2020-03-20,12,7.2,16,0,2.216,0.017,0.339,4.961,0.083,0.653,2.446,0.265,0.373
2020-03-21,17.4,9.9,22.8,0,2.685,0.005,0.387,6.531,0.134,0.856,3.27,0.327,0.456
2020-03-22,14.4,11.3,18.5,1,2.3,0.015,0.459,6.004,0.116,0.632,2.607,0.276,0.575
2020-03-23,12.7,9.3,16.3,0,2.179,0.007,0.332,4.924,0.118,0.516,2.423,0.272,0.376
2020-03-24,12.6,8.8,15.8,0,1.8,0.012,0.341,4.417,0.125,0.53,2.317,0.208,0.428
2020-03-25,16.3,10.8,20.9,0,1.544,0.015,0.293,3.877,0.132,0.502,2.113,0.237,0.357
2020-03-26,17.9,15,23.2,17,1.377,0.014,0.414,3.258,0.028,0.1,0.832,0.198,0.331
2020-03-27,12,8.4,19.9,0,1.534,0.015,0.363,3.501,0.072,0.312,1.252,0.192,0.394
2020-03-28,9,7.1,9.9,3.9,1.965,0.014,0.475,4.915,0.07,0.364,1.459,0.219,0.43
2020-03-29,11.2,6.6,14.4,0,1.68,0.005,0.305,4.947,0.153,0.608,2.251,0.279,0.428
2020-03-30,13.5,11.7,15.9,0,1.297,0.013,0.215,3.247,0.1,0.381,1.667,0.192,0.317
2020-03-31,13.9,11.3,17.2,0.6,1.146,0.009,0.222,3.025,0.092,0.314,1.62,0.152,0.25
2020-04-01,11.6,8.4,15.4,3.4,1.282,0.02,0.216,2.853,0.068,0.272,1.436,0.175,0.293
2020-04-02,11.8,8.7,14.7,0,1.541,0.01,0.206,3.403,0.085,0.403,1.671,0.188,0.409
2020-04-03,12.8,10.9,16.3,0,1.756,0.003,0.244,3.922,0.098,0.471,1.874,0.169,0.353
2020-04-04,11.6,7.6,16.9,0,2.087,0.003,0.303,5.521,0.14,0.698,2.615,0.237,0.476
2020-04-05,9.7,7.4,13.4,0,1.69,0,0.296,5.221,0.133,0.551,2.475,0.226,0.377
2020-04-06,10.7,6,14.3,0,1.263,0.007,0.187,3.265,0.085,0.411,1.546,0.163,0.3
2020-04-07,13.4,8.9,17.9,0,1.325,0.003,0.186,3.182,0.082,0.363,1.608,0.146,0.354
2020-04-08,12.9,10.5,16.8,0,1.314,0,0.193,3.058,0.091,0.429,1.631,0.165,0.33
2020-04-09,12.1,8.8,15.3,0,1.352,0.005,0.194,3.06,0.05,0.399,1.591,0.141,0.363
2020-04-10,12.9,9.9,15.9,0,1.586,0.007,0.194,3.51,0.072,0.474,1.729,0.138,0.369
2020-04-11,12.3,9.7,16.8,23.9,2.102,0.014,0.399,5.178,0.053,0.417,1.477,0.22,0.403
2020-04-12,9.8,7.5,11.2,25.4,1.884,0.014,0.449,5.409,0.053,0.364,1.479,0.233,0.496
2020-04-13,11.6,9.6,13.8,0,1.789,0.006,0.325,4.241,0.08,0.465,1.901,0.258,0.335
2020-04-14,13.2,8.3,16.6,0,1.758,0.013,0.244,4.142,0.068,0.469,2.028,0.216,0.383
2020-04-15,13.4,10.1,16.9,0,1.809,0.009,0.283,5.243,0.101,0.67,2.432,0.271,0.366
2020-04-16,15.9,10.3,21.4,0,1.766,0,0.226,4.017,0.084,0.54,2.169,0.229,0.322
2020-04-17,16,13.6,18.7,9.7,2.06,0.017,0.507,4.32,0.023,0.238,1.189,0.296,0.45
2020-04-18,12.9,11.1,16.2,0,2.331,0.012,0.317,6.105,0.123,0.769,2.95,0.295,0.383
2020-04-19,13.3,11,15.6,19.5,1.638,0.027,0.469,4.784,0.04,0.157,0.87,0.236,0.48
2020-04-20,13.8,11.6,18,0.4,1.53,0.007,0.217,3.588,0.06,0.453,1.733,0.213,0.289
2020-04-21,12.8,10.2,16.5,0,1.71,0.003,0.25,3.879,0.07,0.487,1.679,0.227,0.344
2020-04-22,11.1,8.7,14.8,0,1.826,0.009,0.331,4.169,0.067,0.449,1.724,0.255,0.402
2020-04-23,11.1,8.7,14.1,0,2.014,0.014,0.305,4.595,0.082,0.521,1.881,0.292,0.325
2020-04-24,13.1,9.1,16.8,0,2.358,0.004,0.322,5.156,0.086,0.61,2.315,0.281,0.449
2020-04-25,18.3,10.2,23,0,3.246,0.003,0.473,7.699,0.147,0.851,3.173,0.461,0.529
2020-04-26,14.2,11.1,18.9,0,2.916,0.015,0.449,7.909,0.156,0.893,3.501,0.447,0.562
2020-04-27,14.3,11,17.7,0,2.831,0.016,0.429,5.91,0.112,0.686,2.613,0.389,0.585
2020-04-28,15.2,10.4,19.7,0,2.91,0.008,0.47,6.374,0.122,0.762,3.015,0.387,0.479
2020-04-29,15.9,13,20,0,3.828,0.027,0.452,7.754,0.118,0.823,3.216,0.464,0.607
2020-04-30,19,12.5,24.8,0,5.951,0.048,0.708,12.053,0.339,1,5.039,0.707,0.706
2020-05-01,20.5,17.4,24.6,0,6.441,0.045,0.894,13.773,0.216,2,6.206,0.932,0.909
2020-05-02,19.2,16.4,21.9,3.2,6.34,0.061,1.119,14.304,0.217,2,5.339,0.942,1.022
2020-05-03,19.2,16,23.6,0.9,4.935,0.073,1.168,12.725,0.172,1,4.725,0.908,0.792
2020-05-04,18.5,15.5,23.7,0,3.602,0.014,0.597,8.967,0.12,1,4.252,0.695,0.688
2020-05-05,17.6,14.2,24.6,0,2.403,0.054,0.558,7.818,0.14,0.996,3.524,0.718,0.53
2020-05-06,19.5,15.9,24.5,0,2.207,0.028,0.333,4.936,0.088,0.607,2.444,0.382,0.41
2020-05-07,17.8,14.8,22.9,0,2.151,0.027,0.392,4.853,0.128,0.565,2.323,0.398,0.545
2020-05-08,20.9,15.5,26.5,0.2,2.022,0.023,0.36,4.68,0.087,0.545,2.02,0.325,0.386
2020-05-09,21.3,15.5,27.7,3.4,2.396,0.079,0.608,5.708,0.106,0.32,1.79,0.405,0.518
2020-05-10,16,15,18.1,0,3.035,0.029,0.479,6.598,0.131,0.768,2.839,0.439,0.496
2020-05-11,17.3,14.6,23.2,0,3.17,0.028,0.428,6.185,0.11,0.774,3.076,0.428,0.478
2020-05-12,18.5,14.9,25.1,0,3.223,0.023,0.468,6.915,0.144,0.765,3.159,0.48,0.604
2020-05-13,17,13.2,20.4,0,3.004,0.038,0.414,6.543,0.151,0.763,3.206,0.49,0.498
2020-05-14,20.2,15.2,25.8,0,2.729,0.023,0.404,6.067,0.129,0.751,2.949,0.413,0.543
2020-05-15,22.1,19,27.1,2.9,2.804,0.062,0.648,5.848,0.081,0.378,1.861,0.456,0.527
2020-05-16,16.6,14,19.1,5.3,3.289,0.033,0.509,7.817,0.113,0.959,2.915,0.512,0.566
2020-05-17,17,13.6,21.9,0,3.212,0.039,0.474,8.033,0.152,0.978,3.608,0.526,0.577
2020-05-18,19.2,15.9,29.5,0.4,3.011,0.038,0.615,6.716,0.094,0.643,2.202,0.423,0.572
2020-05-19,17.2,14.4,21.1,0,3.125,0.023,0.533,7.348,0.149,0.781,3.015,0.484,0.642
2020-05-20,16.6,13.8,20.6,0,3.087,0.041,0.414,6.915,0.151,0.776,3.308,0.517,0.49
2020-05-21,18.8,14.5,24.6,0,3.447,0.021,0.443,7.302,0.14,0.797,3.152,0.49,0.589
2020-05-22,19.1,16.3,23.9,0,3.992,0.036,0.545,8.435,0.166,0.946,3.51,0.59,0.699
2020-05-23,19.6,16.1,22.4,0,4.554,0.036,0.624,10.829,0.205,1,4.52,0.738,0.688
2020-05-24,20.4,17.9,26.1,0,4.217,0.02,0.657,10.466,0.203,1,4.221,0.671,0.682
2020-05-25,17.7,16.4,20.6,0,3.684,0.031,0.433,8.087,0.149,0.928,3.152,0.581,0.582
2020-05-26,18.4,16.5,21.1,0,3.447,0.029,0.676,7.953,0.131,0.771,3.127,0.582,0.604
2020-05-27,18.2,16,21.1,0,3.277,0.007,0.498,7.546,0.144,0.841,3.303,0.538,0.601
2020-05-28,19.7,15.9,25,0,3.553,0.028,0.475,7.528,0.142,0.874,3.424,0.526,0.53
2020-05-29,18.5,14.7,20.5,0,3.799,0.029,0.471,7.942,0.154,0.976,3.504,0.57,0.655
2020-05-30,20,17.8,23.6,0.6,4.61,0.069,0.703,9.972,0.328,1,3.528,0.702,0.782
2020-05-31,19.7,17.1,23.6,3.7,4.085,0.051,0.769,10.11,0.158,0.928,3.549,0.692,0.768
2020-06-01,18.7,16.7,21.7,0.4,3.561,0.029,0.425,7.741,0.119,0.878,3.351,0.532,0.64
2020-06-02,18.6,15,22.5,0,3.304,0.021,0.46,7.288,0.141,0.893,3.45,0.528,0.701
2020-06-03,20.5,18.1,24.7,0,3.276,0.037,0.535,7.129,0.105,0.833,2.717,0.478,0.575
2020-06-04,21.2,18.7,25.3,0,3.551,0.022,0.413,7.625,0.105,0.924,3.364,0.428,0.676
2020-06-05,19.9,17.4,24.2,0,4.169,0.057,0.446,8.246,0.15,1,3.526,0.547,0.618
2020-06-06,21.2,19.2,26.5,0,5.048,0.066,0.629,11.097,0.147,1,4.617,0.748,0.791
2020-06-07,21.3,18.5,23.9,0,4.528,0.039,0.623,11.143,0.146,1,4.725,0.724,0.816
2020-06-08,23.4,18.6,29.7,0,4.183,0.024,0.477,9.146,0.129,1,3.821,0.567,0.637
2020-06-09,26.7,22.2,30.1,0,3.646,0.039,0.422,8.421,0.133,0.973,3.559,0.543,0.709
