year,avgTemp,minTemp,maxTemp,rainFall,accomodation(1000),concert,culture,food,history,sport,nature,rest,shopping
2016-07-15,26.7,22.8,30.8,0,1.104,0.02,0.35,2.197,0.034,0.273,1.39,0.354,0.17
2016-07-16,26.3,24.3,30.9,0,1.521,0.043,0.408,2.819,0.044,0.343,1.747,0.376,0.228
2016-07-17,25.6,24.1,28.8,0,1.504,0.033,0.341,2.896,0.039,0.321,1.909,0.352,0.239
2016-07-18,25.4,23.6,27.7,0,1.23,0.014,0.308,2.333,0.032,0.273,1.475,0.349,0.169
2016-07-19,28,25,31.9,0,1.178,0.026,0.354,2.214,0.036,0.24,1.535,0.405,0.203
2016-07-20,28,26.2,31.7,0,1.223,0.037,0.435,2.302,0.034,0.258,1.587,0.353,0.18
2016-07-21,28.5,26,31.3,0,1.217,0.021,0.362,2.323,0.048,0.268,1.471,0.338,0.141
2016-07-22,28.4,25.9,31.6,0,1.467,0.034,0.394,2.515,0.034,0.35,1.736,0.391,0.231
2016-07-23,28.5,25.9,32.4,0,1.772,0.041,0.442,3.436,0.043,0.448,2.281,0.424,0.22
2016-07-24,28.5,26,30.9,0,1.715,0.048,0.525,3.54,0.062,0.375,2.184,0.47,0.197
2016-07-25,28.6,26.1,31.3,0,1.734,0.033,0.52,2.984,0.035,0.342,2.119,0.448,0.153
2016-07-26,29.1,27,31.9,0,1.573,0.046,0.593,2.943,0.044,0.343,2.039,0.463,0.154
2016-07-27,29.8,27.4,33.1,0,1.718,0.042,0.561,2.982,0.041,0.293,2.057,0.458,0.185
2016-07-28,30.1,28.2,35.5,0,1.723,0.057,0.571,3.077,0.049,0.388,2.137,0.458,0.167
2016-07-29,30.1,28.2,32.6,0,1.73,0.045,0.633,3.095,0.046,0.418,2.286,0.485,0.195
2016-07-30,30.4,28.4,34,0,2.224,0.064,0.728,3.785,0.066,0.443,2.592,0.525,0.2
2016-07-31,29.6,27.8,31.9,0,2.241,0.07,0.779,4.174,0.065,0.543,3,0.644,0.215
2016-08-01,29.6,27.3,32.6,0,2.26,0.088,0.735,3.972,0.078,0.493,3.032,0.678,0.185
2016-08-02,29.2,27.3,31.8,0.1,2.031,0.068,0.784,3.837,0.079,0.501,2.933,0.62,0.283
2016-08-03,27.8,25.7,29.5,3.5,1.943,0.083,0.83,3.69,0.064,0.37,2.583,0.654,0.19
2016-08-04,28.8,26.6,33.2,3.3,1.888,0.062,0.688,3.635,0.048,0.452,2.584,0.617,0.199
2016-08-05,28.4,26.5,31.2,0,1.788,0.056,0.642,3.516,0.048,0.491,2.728,0.499,0.191
2016-08-06,28.7,26.4,32.5,0,1.891,0.059,0.647,3.629,0.052,0.472,2.66,0.465,0.247
2016-08-07,29,25.9,33.9,1.6,1.673,0.048,0.596,3.375,0.045,0.41,2.522,0.396,0.24
2016-08-08,29.1,26.9,32.2,0,1.733,0.053,0.598,3.16,0.058,0.365,2.367,0.456,0.164
2016-08-09,29.3,27.1,31.4,0,1.677,0.043,0.628,3.138,0.038,0.322,2.276,0.464,0.205
2016-08-10,29.1,27.6,31.9,0,1.767,0.052,0.578,3.273,0.039,0.335,2.167,0.445,0.16
2016-08-11,30.2,26.9,33.1,0,1.806,0.042,0.59,3.308,0.051,0.399,2.396,0.48,0.151
2016-08-12,30.5,27.8,34.4,0,1.885,0.043,0.613,3.51,0.064,0.435,2.636,0.475,0.238
2016-08-13,30.5,27.8,33.8,0,2.462,0.056,0.814,4.473,0.061,0.56,3.038,0.531,0.216
2016-08-14,30.6,27.8,33.9,0,2.372,0.066,0.797,4.697,0.074,0.488,3.017,0.561,0.243
2016-08-15,30.5,28,33.8,0,2.014,0.067,0.699,3.985,0.071,0.443,2.777,0.516,0.153
2016-08-16,30,27.2,33.1,0,1.749,0.03,0.564,3.195,0.062,0.35,2.404,0.493,0.195
2016-08-17,29,25.5,33.2,0,1.654,0.024,0.62,3.065,0.047,0.316,2.156,0.472,0.185
2016-08-18,29.6,27.1,31.9,0,1.62,0.029,0.546,3.112,0.059,0.3,2.153,0.443,0.163
2016-08-19,28.7,26.9,31.4,4.5,1.601,0.04,0.538,2.916,0.045,0.341,2.046,0.359,0.176
2016-08-20,28.8,26.6,31.8,0,1.862,0.043,0.537,3.459,0.06,0.449,2.46,0.428,0.193
2016-08-21,28.7,26.3,31.3,0,1.793,0.045,0.557,3.549,0.04,0.378,2.424,0.46,0.17
2016-08-22,29.4,27.9,31.6,0,1.648,0.017,0.473,3.079,0.036,0.266,2.14,0.436,0.203
2016-08-23,29,27.1,31.2,0,1.562,0.032,0.484,3.053,0.048,0.338,2.144,0.488,0.152
2016-08-24,28,26.4,29.8,0,1.531,0.02,0.459,3.023,0.039,0.343,2.171,0.454,0.252
2016-08-25,28.1,26.5,30.6,0,1.636,0.026,0.471,3.052,0.044,0.335,2.04,0.457,0.208
2016-08-26,28.2,26,31.7,0,1.714,0.011,0.386,3.12,0.039,0.367,2.134,0.403,0.232
2016-08-27,24.7,22.4,26.3,13,1.831,0.044,0.549,3.475,0.066,0.418,2.067,0.5,0.363
2016-08-28,22.8,19.9,25.3,49.6,1.741,0.037,0.533,3.724,0.053,0.326,2.168,0.457,0.237
2016-08-29,24.1,22.2,27.3,0,1.615,0.021,0.378,3.238,0.037,0.352,2.197,0.449,0.262
2016-08-30,25.3,22.9,28,0,1.401,0.016,0.434,2.938,0.046,0.352,2.103,0.456,0.25
2016-08-31,26.4,23.5,29.8,0,1.312,0.028,0.363,2.758,0.051,0.261,1.891,0.409,0.21
2016-09-01,27.1,21.7,33,4.7,1.441,0.027,0.392,2.757,0.037,0.215,1.73,0.379,0.202
2016-09-02,23.2,21.9,24.5,16.4,1.417,0.046,0.566,2.885,0.04,0.217,1.358,0.441,0.245
2016-09-03,24.5,22.6,26.7,0,1.654,0.019,0.409,3.243,0.033,0.433,2.115,0.463,0.202
2016-09-04,26.3,24.1,28.8,0,1.526,0.016,0.427,3.444,0.032,0.354,2.114,0.418,0.204
2016-09-05,26.1,24.5,29.2,0,1.373,0.014,0.298,2.66,0.039,0.276,1.881,0.42,0.224
2016-09-06,24.9,23.1,27.1,0,1.144,0.024,0.371,2.415,0.04,0.272,1.701,0.409,0.22
2016-09-07,24.5,23.2,26.7,0.9,1.007,0.033,0.399,2.256,0.03,0.194,1.286,0.361,0.263
2016-09-08,25,21.7,27.8,0,1.078,0.019,0.253,2.189,0.026,0.211,1.647,0.331,0.179
2016-09-09,25.1,23.1,28.1,0,1.268,0.019,0.305,2.447,0.044,0.258,1.712,0.327,0.216
2016-09-10,24.1,21.9,26.6,0,1.717,0.018,0.437,3.434,0.061,0.393,2.171,0.396,0.215
2016-09-11,24.7,22.9,26.9,0,1.517,0.029,0.487,3.56,0.072,0.389,2.105,0.443,0.215
2016-09-12,23,20.8,24.9,11.4,1.337,0.035,0.512,2.959,0.056,0.261,1.67,0.494,0.284
2016-09-13,24.4,21.4,27,0,1.29,0.019,0.372,2.634,0.048,0.321,1.974,0.406,0.17
2016-09-14,23.6,22.4,26.3,0.8,1.405,0.04,0.487,2.913,0.068,0.398,1.851,0.456,0.211
2016-09-15,24.2,22.4,27,0.1,1.481,0.052,0.507,2.522,0.132,0.428,1.915,0.562,0.212
2016-09-16,24.8,22.9,26.4,0.9,1.395,0.063,0.679,3.392,0.103,0.515,2.199,0.635,0.269
2016-09-17,26.8,24.7,30.2,3.4,1.132,0.078,0.645,2.734,0.062,0.204,1.412,0.483,0.329
2016-09-18,24.1,21.6,27,1.3,0.782,0.027,0.371,2.105,0.058,0.264,1.301,0.369,0.174
2016-09-19,22,20.7,22.9,17.5,0.603,0.02,0.28,1.443,0.018,0.116,0.682,0.239,0.143
2016-09-20,22.4,20.7,24.6,0,0.801,0.007,0.224,1.63,0.039,0.228,1.241,0.279,0.136
2016-09-21,22,19.6,24.6,0,0.887,0.013,0.257,1.671,0.047,0.229,1.263,0.314,0.144
2016-09-22,22,19.8,24.8,1.4,1.029,0.014,0.319,2.142,0.057,0.242,1.363,0.321,0.173
2016-09-23,22,18.9,24.9,0,1.245,0.014,0.318,2.323,0.052,0.332,1.637,0.319,0.215
2016-09-24,22.8,20.6,25,0,1.605,0.017,0.394,3.302,0.084,0.429,2.163,0.434,0.28
2016-09-25,23.4,20.6,25.1,0,1.423,0.015,0.388,3.098,0.083,0.397,1.972,0.456,0.252
2016-09-26,24.2,23.5,25.6,3,1.05,0.029,0.344,2.324,0.036,0.227,1.413,0.416,0.196
2016-09-27,25,22.9,28.2,3.5,0.996,0.021,0.31,2.046,0.042,0.213,1.362,0.346,0.264
2016-09-28,23.1,22.2,24.7,61.8,0.869,0.064,0.477,1.921,0.029,0.096,0.705,0.298,0.186
2016-09-29,21.6,20.5,22.7,24.2,0.899,0.035,0.404,1.775,0.03,0.156,0.974,0.304,0.154
2016-09-30,21.1,20.4,22.2,21,1.261,0.045,0.398,2.298,0.047,0.233,1.363,0.355,0.162
2016-10-01,22.7,21.5,25.3,5,1.759,0.046,0.598,3.424,0.067,0.39,1.948,0.517,0.287
2016-10-02,26.5,21.7,32.1,0,1.915,0.059,0.615,4.349,0.096,0.606,2.588,0.578,0.352
2016-10-03,25.7,23.6,29.3,0,1.463,0.043,0.542,3.52,0.076,0.501,2.31,0.492,0.256
2016-10-04,23.8,21.8,26.5,16.6,1.07,0.042,0.436,2.307,0.043,0.278,1.291,0.384,0.201
2016-10-05,22.6,20.4,26.5,158.5,0.84,0.033,0.335,1.755,0.036,0.095,0.871,0.221,0.139
2016-10-06,21.9,19.9,24.7,0,0.964,0.029,0.257,1.8,0.02,0.232,1.323,0.286,0.122
2016-10-07,22.8,21.3,25,1.9,1.207,0.023,0.397,2.167,0.031,0.217,1.251,0.334,0.222
2016-10-08,21.8,17.3,26.6,23.1,1.544,0.062,0.68,3.024,0.024,0.238,1.102,0.392,0.281
2016-10-09,17.5,15.8,19.5,0,1.336,0.028,0.437,3.211,0.075,0.458,2.191,0.456,0.247
2016-10-10,18.5,15.6,21.4,0,0.97,0.012,0.252,2.19,0.033,0.287,1.51,0.375,0.181
2016-10-11,19,17.5,20.8,0,0.857,0.019,0.313,1.902,0.036,0.226,1.317,0.335,0.201
2016-10-12,19.6,17.4,21.9,0,0.822,0.016,0.265,1.865,0.039,0.214,1.151,0.274,0.193
2016-10-13,19.9,18.2,22.3,0,0.931,0.025,0.283,1.916,0.042,0.216,1.229,0.327,0.152
2016-10-14,20.6,18.7,24,0,1.378,0.018,0.3,2.261,0.053,0.327,1.675,0.37,0.2
2016-10-15,20.5,17.9,24.5,0,1.67,0.032,0.449,3.247,0.081,0.431,1.975,0.449,0.215
2016-10-16,21.8,19.8,23.6,2.9,1.451,0.08,0.603,3.388,0.067,0.296,1.487,0.452,0.279
2016-10-17,21.6,19.4,24.4,0,0.994,0.025,0.238,2.074,0.039,0.248,1.527,0.364,0.234
2016-10-18,20.7,19.2,22.3,0,0.807,0.027,0.295,1.947,0.057,0.261,1.359,0.308,0.191
2016-10-19,21.1,19.9,23,0,0.818,0.028,0.241,1.599,0.042,0.173,1.171,0.242,0.138
2016-10-20,20.3,18.3,21.3,0,1.053,0.02,0.293,1.822,0.023,0.231,1.176,0.267,0.14
2016-10-21,19.6,18.7,21.3,18.4,1.426,0.049,0.582,2.373,0.032,0.215,1,0.379,0.194
2016-10-22,18.8,18.3,19.3,20.9,1.605,0.058,0.658,3.308,0.057,0.314,1.459,0.431,0.326
2016-10-23,19.1,17.4,21.9,2.6,1.283,0.041,0.521,3.16,0.081,0.395,1.687,0.464,0.232
2016-10-24,19,17.2,21.7,0,0.913,0.017,0.274,1.99,0.044,0.225,1.429,0.327,0.187
2016-10-25,19.8,17,25.9,1.2,0.871,0.016,0.294,1.801,0.042,0.235,1.097,0.307,0.156
2016-10-26,17.3,15.1,20.8,7.5,0.834,0.022,0.285,1.663,0.026,0.211,0.993,0.234,0.147
2016-10-27,19.4,15.5,23.2,0.1,0.96,0.013,0.241,1.783,0.044,0.219,1.117,0.277,0.164
2016-10-28,18.7,16.6,21.7,23.2,1.209,0.047,0.444,2.157,0.049,0.232,1.032,0.333,0.167
2016-10-29,14.8,13,17,0,1.606,0.037,0.394,3.211,0.059,0.394,1.85,0.38,0.297
2016-10-30,14.1,12.2,16.6,0,1.168,0.041,0.381,3.008,0.061,0.368,2.013,0.396,0.223
2016-10-31,14.7,13.5,16.8,0.5,0.778,0.039,0.356,1.936,0.043,0.185,1.078,0.28,0.178
2016-11-01,10.9,9.8,13.7,0,0.749,0.016,0.31,1.597,0.036,0.155,1.058,0.298,0.168
2016-11-02,11.5,9.3,14,0,0.772,0.019,0.279,1.42,0.029,0.203,1.013,0.258,0.188
2016-11-03,13.7,10.6,17.7,0,0.905,0.021,0.27,1.553,0.027,0.182,1.08,0.234,0.145
2016-11-04,14.5,10.8,19.5,0,1.263,0.027,0.248,2.102,0.053,0.298,1.403,0.288,0.203
2016-11-05,16.8,11.6,22.9,0,1.563,0.037,0.451,2.975,0.062,0.448,1.913,0.401,0.234
2016-11-06,17.4,13.3,21.3,0,1.186,0.038,0.394,2.833,0.075,0.395,1.821,0.452,0.207
2016-11-07,18.1,15.8,21.7,0,0.871,0.028,0.27,1.931,0.044,0.276,1.233,0.31,0.242
2016-11-08,12.6,10.5,17.7,5.5,0.775,0.032,0.369,1.761,0.026,0.147,0.835,0.291,0.163
2016-11-09,10.6,7.8,12.3,0,0.815,0.021,0.237,1.569,0.054,0.198,1.091,0.231,0.162
2016-11-10,13.1,10.9,15.2,7.4,0.994,0.044,0.377,1.759,0.027,0.165,0.837,0.258,0.173
2016-11-11,14.5,11.3,18.3,0,1.239,0.022,0.297,2.286,0.055,0.279,1.415,0.378,0.199
2016-11-12,15.5,9.7,20.2,0,1.45,0.015,0.381,2.987,0.059,0.425,1.765,0.404,0.248
2016-11-13,17.4,14.5,21.9,9.5,1.329,0.043,0.431,2.923,0.05,0.321,1.399,0.386,0.217
2016-11-14,18.7,16.7,23.2,14,0.859,0.018,0.298,1.926,0.046,0.186,1.081,0.282,0.167
2016-11-15,13.8,10.3,16.8,0,0.768,0.015,0.223,1.575,0.045,0.217,1.09,0.234,0.168
2016-11-16,13,8.4,16.6,0,0.826,0.009,0.245,1.636,0.066,0.204,1.078,0.26,0.145
2016-11-17,15.8,11.8,19.6,0,1.02,0.02,0.255,1.779,0.039,0.265,1.199,0.275,0.197
2016-11-18,19.3,15.5,22.6,0.5,1.278,0.04,0.424,2.135,0.044,0.285,1.177,0.346,0.166
2016-11-19,17.9,17.3,20.4,3.6,1.49,0.033,0.494,2.916,0.066,0.422,1.573,0.457,0.213
2016-11-20,16.7,15.2,17.8,0,1.205,0.019,0.365,2.731,0.065,0.423,1.52,0.379,0.212
2016-11-21,17.4,15.9,19.4,9.2,0.742,0.02,0.305,1.922,0.038,0.165,0.869,0.317,0.169
2016-11-22,11.4,8.3,16.9,0,0.657,0.021,0.264,1.574,0.039,0.198,0.894,0.272,0.183
2016-11-23,8.4,7.5,10.6,0,0.628,0.015,0.197,1.463,0.043,0.208,0.765,0.236,0.114
2016-11-24,7.5,6.7,8.8,0.1,0.755,0.022,0.233,1.556,0.043,0.167,0.815,0.236,0.143
2016-11-25,9.3,7.4,11.7,0,1.076,0.025,0.241,1.799,0.037,0.224,1.065,0.297,0.149
2016-11-26,10.6,7.2,13.7,18.7,1.483,0.037,0.483,2.761,0.062,0.325,1.087,0.36,0.196
2016-11-27,11.6,10.3,12.9,1.7,1.058,0.034,0.363,2.549,0.08,0.34,1.38,0.412,0.205
2016-11-28,10.1,8.6,11.7,0,0.729,0.013,0.229,1.683,0.044,0.152,0.87,0.313,0.161
2016-11-29,9.8,8,12,0,0.522,0.02,0.189,1.261,0.065,0.162,0.81,0.262,0.148
2016-11-30,13,10.1,16.4,1.1,0.533,0.009,0.156,1.122,0.049,0.136,0.611,0.185,0.123
2016-12-01,11.8,8.5,13.9,0,0.718,0.015,0.16,1.261,0.039,0.144,0.718,0.222,0.101
2016-12-02,8.5,6.2,11.6,0,0.995,0.018,0.219,1.813,0.043,0.256,0.991,0.282,0.19
2016-12-03,9.5,5.9,14.1,0,1.206,0.027,0.353,2.631,0.092,0.349,1.391,0.439,0.209
2016-12-04,12,8.1,14.5,0,0.874,0.037,0.315,2.205,0.075,0.287,1.123,0.383,0.186
2016-12-05,13.2,10.8,16,0,0.65,0.015,0.146,1.513,0.063,0.197,0.782,0.265,0.155
2016-12-06,7.4,4.7,10.9,0,0.566,0.011,0.197,1.325,0.044,0.132,0.76,0.247,0.175
2016-12-07,10,4.7,13.9,0,0.529,0.013,0.169,1.145,0.029,0.157,0.777,0.222,0.132
2016-12-08,11.1,6.7,14.9,0,0.693,0.018,0.193,1.273,0.045,0.143,0.825,0.214,0.113
2016-12-09,10.3,7.1,14.4,0,0.939,0.024,0.254,1.641,0.064,0.194,0.825,0.32,0.18
2016-12-10,7.9,6.6,10.3,0,1.261,0.028,0.35,2.745,0.086,0.314,1.264,0.425,0.226
2016-12-11,8.3,3.3,11.3,0,0.936,0.031,0.354,2.687,0.086,0.317,1.335,0.431,0.193
2016-12-12,12.8,7.9,16.4,0,0.677,0.022,0.175,1.486,0.051,0.124,0.786,0.303,0.18
2016-12-13,12,9,14.4,0,0.521,0.017,0.218,1.24,0.043,0.124,0.699,0.234,0.112
2016-12-14,6.8,5.7,9.1,0,0.598,0.022,0.218,1.167,0.056,0.095,0.565,0.24,0.137
2016-12-15,5.3,3.7,6.4,0.9,0.758,0.024,0.231,1.339,0.053,0.084,0.544,0.216,0.129
2016-12-16,5.1,3.1,6.4,1.3,1.022,0.022,0.257,1.619,0.057,0.187,0.724,0.293,0.145
2016-12-17,7.8,4.4,11.7,0,1.369,0.033,0.286,2.547,0.106,0.278,1.26,0.416,0.27
2016-12-18,11.6,5.5,16.8,0,1.175,0.03,0.326,2.663,0.111,0.307,1.306,0.414,0.241
2016-12-19,14.7,12.1,16.9,7,0.795,0.025,0.338,1.828,0.059,0.107,0.655,0.273,0.167
2016-12-20,13.3,11.5,14.9,0.2,0.71,0.003,0.191,1.545,0.062,0.164,0.887,0.295,0.137
2016-12-21,18.5,13.9,22.3,12.1,0.693,0.027,0.288,1.52,0.056,0.086,0.665,0.244,0.153
2016-12-22,11.1,9,21.6,7.6,0.815,0.017,0.276,1.531,0.07,0.077,0.626,0.274,0.183
2016-12-23,7.4,6.1,9.2,0.2,1.158,0.036,0.342,2.034,0.068,0.144,0.678,0.362,0.175
2016-12-24,6.9,5.9,8,0,1.76,0.046,0.434,3.372,0.128,0.25,1.347,0.441,0.274
2016-12-25,10,5.8,14.5,1.4,1.532,0.043,0.488,3.574,0.116,0.242,1.523,0.534,0.259
2016-12-26,12.1,8.5,16.7,25.2,1.218,0.067,0.527,2.842,0.054,0.095,0.707,0.434,0.293
2016-12-27,6.2,3.8,9.1,0.7,1.183,0.04,0.519,2.45,0.101,0.146,0.928,0.468,0.241
2016-12-28,5.5,3.9,7.9,0,1.233,0.038,0.345,2.609,0.121,0.178,1.323,0.408,0.165
2016-12-29,5.4,4,7.6,0,1.437,0.053,0.508,2.749,0.094,0.159,1.139,0.514,0.247
2016-12-30,5,3.6,7.7,0,1.54,0.059,0.491,2.945,0.117,0.235,1.412,0.483,0.217
2016-12-31,7,3.4,10,0,1.681,0.041,0.509,3.463,0.124,0.302,1.707,0.572,0.269
2017-01-01,9.9,6,13,0,1.426,0.046,0.417,2.861,0.149,0.271,1.919,0.52,0.222
2017-01-02,11.3,9.8,13.8,0.9,0.927,0.04,0.367,1.937,0.117,0.148,1.082,0.425,0.259
2017-01-03,9.1,6.9,11.7,0,0.913,0.032,0.358,1.886,0.103,0.189,1.258,0.427,0.164
2017-01-04,8.9,6,12.2,0,0.914,0.032,0.325,1.815,0.088,0.224,1.219,0.418,0.189
2017-01-05,11.1,8.4,13.5,9.8,1.139,0.03,0.365,1.811,0.081,0.206,1.045,0.393,0.177
2017-01-06,11.5,10.4,13.6,2,1.156,0.034,0.364,2.053,0.081,0.215,1.219,0.438,0.187
2017-01-07,11.3,9.9,12.4,13.5,1.353,0.065,0.512,2.612,0.096,0.185,1.07,0.455,0.308
2017-01-08,10.9,9.9,12.6,17.2,1.031,0.054,0.335,2.53,0.137,0.229,1.231,0.433,0.236
2017-01-09,8.1,6.4,10,0,0.917,0.016,0.303,1.837,0.088,0.18,0.876,0.327,0.216
2017-01-10,6.4,5.6,7.2,0,0.925,0.038,0.308,1.691,0.097,0.156,0.959,0.323,0.2
2017-01-11,4.6,3.5,5.6,0,0.984,0.04,0.317,1.957,0.084,0.147,0.976,0.348,0.173
2017-01-12,7.4,5.1,10.1,0,1.049,0.033,0.336,1.893,0.084,0.179,1.075,0.378,0.218
2017-01-13,6.5,3.1,10,0,1.149,0.024,0.335,2.075,0.086,0.211,1.016,0.383,0.193
2017-01-14,3.3,1.3,4.6,0,1.314,0.079,0.456,2.884,0.128,0.236,1.032,0.45,0.275
2017-01-15,2.8,0.7,5,0,1.249,0.061,0.416,2.8,0.099,0.215,1.147,0.441,0.244
2017-01-16,4.3,2.3,6.2,0,0.974,0.011,0.266,1.935,0.077,0.147,1.056,0.368,0.212
2017-01-17,5.1,1.7,8.9,0,0.904,0.031,0.337,1.902,0.056,0.153,1,0.309,0.199
2017-01-18,6.5,4.6,7.8,0,0.999,0.041,0.314,1.787,0.082,0.171,0.999,0.38,0.17
2017-01-19,6.2,5.1,8.5,0,0.932,0.039,0.28,1.859,0.067,0.169,0.931,0.342,0.215
2017-01-20,3.9,1.1,7.3,0.2,1.006,0.049,0.423,1.907,0.074,0.109,0.49,0.314,0.195
2017-01-21,4.6,2.5,6.8,0,1.169,0.071,0.354,2.537,0.102,0.243,1.076,0.428,0.228
2017-01-22,3.6,1.5,6.6,0.8,0.927,0.049,0.428,2.485,0.085,0.133,0.785,0.374,0.25
2017-01-23,2.1,0.7,3.6,0,0.725,0.031,0.29,1.655,0.063,0.092,0.713,0.321,0.142
2017-01-24,3.5,2.3,5.2,0,0.525,0.028,0.281,1.35,0.072,0.092,0.69,0.277,0.147
2017-01-25,3.7,1.7,6.6,0,0.454,0.022,0.17,1.146,0.044,0.065,0.628,0.216,0.108
2017-01-26,5.4,0.7,8.9,0,0.567,0.029,0.181,1.238,0.035,0.139,0.774,0.224,0.118
2017-01-27,6.8,2.1,11.3,0,0.788,0.029,0.294,1.645,0.049,0.155,0.841,0.307,0.201
2017-01-28,7.1,1.1,12.3,0,1.007,0.04,0.28,1.584,0.153,0.175,1.363,0.436,0.182
2017-01-29,11.8,8.2,14.8,2.9,1.02,0.086,0.531,2.617,0.141,0.223,1.201,0.527,0.246
2017-01-30,3.9,1.7,9.7,3.4,0.749,0.075,0.455,2.201,0.11,0.121,0.863,0.422,0.199
2017-01-31,3.2,1.4,5.6,0,0.461,0.023,0.225,1.286,0.054,0.073,0.769,0.207,0.129
2017-02-01,4.1,2.5,6.2,0,0.553,0.025,0.194,1.169,0.055,0.077,0.567,0.208,0.139
2017-02-02,4.2,1.3,7.8,0,0.807,0.027,0.222,1.416,0.074,0.139,0.861,0.244,0.169
2017-02-03,6.2,1.9,9.7,0,1.006,0.021,0.243,1.696,0.071,0.197,0.956,0.291,0.167
2017-02-04,10.1,8,12.4,2.5,1.196,0.066,0.388,2.523,0.071,0.21,1.054,0.358,0.24
2017-02-05,9.1,7.4,11.4,2.5,0.915,0.073,0.326,2.426,0.094,0.162,1.103,0.326,0.229
2017-02-06,5.3,4.3,7.7,0,0.741,0.029,0.235,1.628,0.057,0.091,0.852,0.285,0.171
2017-02-07,5.6,4,8.7,0,0.792,0.025,0.224,1.585,0.059,0.119,1.075,0.308,0.196
2017-02-08,5.4,3.6,7.5,0.2,0.898,0.022,0.285,1.698,0.052,0.106,0.932,0.288,0.165
2017-02-09,2.7,0.3,4.6,0.9,0.928,0.02,0.323,1.866,0.049,0.056,0.666,0.275,0.216
2017-02-10,1.6,-1.1,3.1,3.7,0.948,0.041,0.29,1.831,0.053,0.063,0.559,0.287,0.18
2017-02-11,3,-0.4,4,2.2,1.214,0.023,0.342,2.538,0.081,0.111,0.905,0.363,0.228
2017-02-12,4.8,3.1,8,0,1.178,0.036,0.367,2.879,0.077,0.2,1.33,0.421,0.286
2017-02-13,6.8,1.3,10.5,0,0.954,0.026,0.295,2.154,0.081,0.168,1.238,0.362,0.174
2017-02-14,7.1,5.1,9.9,0,1.072,0.019,0.352,2.134,0.078,0.204,1.275,0.346,0.213
2017-02-15,6.9,2.4,11,0,1.126,0.014,0.358,2.177,0.069,0.204,1.45,0.372,0.244
2017-02-16,13.4,5,18.9,0,1.301,0.02,0.315,2.172,0.085,0.276,1.275,0.374,0.255
2017-02-17,9.5,4.3,17.4,0,1.48,0.034,0.464,2.578,0.083,0.312,1.423,0.455,0.259
2017-02-18,4.6,3,7.5,0,1.72,0.044,0.526,3.503,0.115,0.369,1.792,0.535,0.281
2017-02-19,10.1,0.9,17.5,0,1.418,0.051,0.475,3.421,0.115,0.393,1.915,0.526,0.276
2017-02-20,8,2.6,17.9,0.6,1.266,0.052,0.453,2.389,0.095,0.178,1.035,0.446,0.287
2017-02-21,7.6,2.3,12.7,0,1.159,0.023,0.339,2.097,0.063,0.241,1.423,0.413,0.231
2017-02-22,10.6,6.7,14.4,26.5,1.326,0.07,0.598,2.259,0.032,0.073,0.616,0.363,0.27
2017-02-23,5,3.1,6.8,0,1.354,0.043,0.52,2.465,0.072,0.184,1.24,0.483,0.246
2017-02-24,5.1,3.1,7.6,0,1.5,0.053,0.454,2.455,0.065,0.271,1.486,0.433,0.262
2017-02-25,8.2,4.8,10.7,0,1.645,0.082,0.527,3.425,0.097,0.397,1.81,0.547,0.299
2017-02-26,8.3,5.7,11.6,0,1.574,0.056,0.46,3.325,0.114,0.377,1.926,0.526,0.277
2017-02-27,7.1,3.7,10.7,0,1.217,0.039,0.375,2.452,0.066,0.284,1.456,0.455,0.299
2017-02-28,8.7,3.9,13.3,0,1.139,0.024,0.319,2.368,0.045,0.272,1.48,0.388,0.184
2017-03-01,10.7,7,15.8,1.1,1.095,0.034,0.352,2.951,0.064,0.256,1.521,0.385,0.261
2017-03-02,5.7,4.7,8.4,0,1.152,0.029,0.393,2.429,0.048,0.132,1.007,0.347,0.271
2017-03-03,7.4,3,10.8,0,1.261,0.013,0.242,2.528,0.042,0.273,1.524,0.356,0.187
2017-03-04,10.4,6.8,14.4,0,1.494,0.038,0.334,3.378,0.063,0.292,1.812,0.381,0.325
2017-03-05,10,7.7,13.8,0,1.078,0.018,0.294,2.933,0.062,0.269,1.784,0.388,0.288
2017-03-06,6.3,4.3,9.3,0,0.771,0.017,0.218,1.885,0.03,0.155,1.087,0.252,0.22
2017-03-07,5,3.4,8.6,0.2,0.69,0.019,0.254,1.545,0.034,0.131,0.871,0.244,0.238
2017-03-08,6.1,3.3,8.3,0,0.637,0.021,0.205,1.447,0.023,0.13,0.878,0.222,0.179
2017-03-09,9.8,6.8,13.1,0,0.771,0.01,0.169,1.551,0.03,0.129,1.096,0.214,0.198
2017-03-10,10.2,7.3,13.9,0,1.247,0.02,0.217,2.034,0.038,0.235,1.252,0.255,0.193
2017-03-11,11.1,6.1,14.9,0,1.478,0.046,0.35,3.292,0.086,0.388,2.001,0.429,0.307
2017-03-12,13,8,17.8,0,1.197,0.028,0.29,3.142,0.066,0.336,1.952,0.459,0.317
2017-03-13,10.4,9,12.9,0,0.837,0.006,0.24,1.918,0.052,0.166,1.151,0.329,0.239
2017-03-14,8.9,6.7,12,0,0.798,0.014,0.257,1.881,0.052,0.161,1.168,0.306,0.257
2017-03-15,8.3,6.1,12.4,0,0.914,0.013,0.214,1.743,0.053,0.162,1.271,0.274,0.198
