year,avgTemp,minTemp,maxTemp,rainFall,avgVisitor,ID,10000Visitor
2019-02-24,11,8.6,14.1,0,149670,20190224,14.967
2019-02-25,9.4,7.3,13.1,0,143073,20190225,14.3073
2019-02-26,8.9,5.3,12.2,0,142796,20190226,14.2796
2019-02-27,10.9,9.4,11.9,4.6,145026,20190227,14.5026
2019-02-28,10.4,8,13.2,0.1,152740,20190228,15.274
2019-03-01,9.4,6.4,12.3,0,148883,20190301,14.8883
2019-03-02,11,7.3,14.3,0.4,147126,20190302,14.7126
2019-03-03,11.8,10.5,13.3,5.9,132811,20190303,13.2811
2019-03-04,10,8.4,12.2,2,122829,20190304,12.2829
2019-03-05,10.7,6.2,13.4,0,116088,20190305,11.6088
2019-03-06,10.4,8.4,13.8,11.3,118374,20190306,11.8374
2019-03-07,8.3,7.3,10.4,0,124484,20190307,12.4484
2019-03-08,8.5,3.7,12.3,0,133021,20190308,13.3021
2019-03-09,11.6,6.5,16.6,9,141054,20190309,14.1054
2019-03-10,10.7,8.9,13.1,22.1,137942,20190310,13.7942
2019-03-11,10,6.9,13.6,1.2,134351,20190311,13.4351
2019-03-12,10.7,6.1,16,0,138166,20190312,13.8166
2019-03-13,8.4,5.1,11.7,0,129213,20190313,12.9213
2019-03-14,10,7,14,0,133284,20190314,13.3284
2019-03-15,10.2,6.2,15.8,0,140444,20190315,14.0444
2019-03-16,10.1,6,14.1,0,148876,20190316,14.8876
2019-03-17,11.2,8,14.1,0,146979,20190317,14.6979
2019-03-18,10.7,6.9,14.2,1.9,140746,20190318,14.0746
2019-03-19,12.3,9.2,16.1,0,137627,20190319,13.7627
2019-03-20,16.3,9.9,21.2,1.7,140182,20190320,14.0182
2019-03-21,10.7,7.3,20,0,144228,20190321,14.4228
2019-03-22,7.8,6.4,10.6,0,155841,20190322,15.5841
2019-03-23,8.5,6.2,11.8,0,155592,20190323,15.5592
2019-03-24,7.5,3.6,11,0,164328,20190324,16.4328
2019-03-25,9.9,6.4,13.2,0,152026,20190325,15.2026
2019-03-26,14.2,10.1,16.7,0,152684,20190326,15.2684
2019-03-27,16.4,10.3,22,0,156030,20190327,15.603
2019-03-28,14.6,12.8,16.9,0,159810,20190328,15.981
2019-03-29,13.9,12.2,17,0,164801,20190329,16.4801
2019-03-30,11,7.9,14.6,0,167290,20190330,16.729
2019-03-31,8.4,7.1,11.4,0,161581,20190331,16.1581
2019-04-01,10.5,7.1,13.2,0,114996,20190401,11.4996
2019-04-02,10.6,8.6,14,0,115776,20190402,11.5776
2019-04-03,10.5,6.6,14.4,0,123616,20190403,12.3616
2019-04-04,11.3,6.2,14.6,0,129444,20190404,12.9444
2019-04-05,14.5,11.9,18.2,0,136944,20190405,13.6944
2019-04-06,15,11,20.8,0,141558,20190406,14.1558
2019-04-07,16.4,13,21.4,2.7,136367,20190407,13.6367
2019-04-08,14.8,11.7,18.1,0,128132,20190408,12.8132
2019-04-09,15,14.1,17.4,6,119693,20190409,11.9693
2019-04-10,10.4,9.6,14.2,6.7,130742,20190410,13.0742
2019-04-11,11.6,9.7,13.8,0,132097,20190411,13.2097
2019-04-12,12.7,9.2,16.6,0,141326,20190412,14.1326
2019-04-13,13.7,9.4,17.7,0,146776,20190413,14.6776
2019-04-14,13.6,10.6,17.1,0,138996,20190414,13.8996
2019-04-15,13,8.7,17.1,0,130095,20190415,13.0095
2019-04-16,16.8,10.7,25,0,124646,20190416,12.4646
2019-04-17,15.8,13.6,18.6,0,126994,20190417,12.6994
2019-04-18,16.7,12.3,22.1,0,134309,20190418,13.4309
2019-04-19,16.8,14.3,21.6,0,141652,20190419,14.1652
2019-04-20,17.1,14.5,20,0,146486,20190420,14.6486
2019-04-21,18.5,15,23.1,0,141078,20190421,14.1078
2019-04-22,19.3,16.6,24,0,133550,20190422,13.355
2019-04-23,19.1,17.3,22.5,18.7,130011,20190423,13.0011
2019-04-24,18,15.7,21.2,0,136888,20190424,13.6888
2019-04-25,15.8,14.1,17.9,0,144739,20190425,14.4739
2019-04-26,12.2,11.3,15.9,0.3,152089,20190426,15.2089
2019-04-27,14,11.7,17,0,156796,20190427,15.6796
2019-04-28,15,12.1,17.5,0.1,156986,20190428,15.6986
2019-04-29,16.1,14.5,20.3,10.5,144280,20190429,14.428
2019-04-30,15.6,14.5,17.6,1.4,143238,20190430,14.3238
2019-05-01,14.7,12.4,18.6,0,127810,20190501,12.781
2019-05-02,17.2,12.8,21.5,0,131302,20190502,13.1302
2019-05-03,18.9,16,21.9,0,142734,20190503,14.2734
2019-05-04,19.2,14.7,23.3,0,158616,20190504,15.8616
2019-05-05,19,16.4,22.2,0,157962,20190505,15.7962
2019-05-06,15.9,13.4,19.2,0,140287,20190506,14.0287
2019-05-07,15.6,12.3,19.5,0,125268,20190507,12.5268
2019-05-08,16.3,11.9,19.6,0,122258,20190508,12.2258
2019-05-09,17.4,14.7,20.3,0,127026,20190509,12.7026
2019-05-10,17.6,14.3,21.4,0,134614,20190510,13.4614
2019-05-11,18.5,15,23.4,0,136395,20190511,13.6395
2019-05-12,18.7,15.7,21.5,0,130543,20190512,13.0543
2019-05-13,20.1,17.4,23.7,0,127316,20190513,12.7316
2019-05-14,20.5,18.6,23.2,0,129972,20190514,12.9972
2019-05-15,21.2,16.9,26.6,0,138831,20190515,13.8831
2019-05-16,23.2,18,28.3,0,143801,20190516,14.3801
2019-05-17,21.2,18.4,26.3,12,146160,20190517,14.616
2019-05-18,20.6,17.4,23.3,19.6,141127,20190518,14.1127
2019-05-19,21.4,18.8,26.3,0,135916,20190519,13.5916
2019-05-20,17.3,14.9,19.8,0.8,132240,20190520,13.224
2019-05-21,19.2,14.5,23,0,133763,20190521,13.3763
2019-05-22,23.4,19.5,27.6,0,139825,20190522,13.9825
2019-05-23,26.2,22,31.3,0,143952,20190523,14.3952
2019-05-24,28.4,23.8,33.1,0,146556,20190524,14.6556
2019-05-25,23.3,20.4,27.2,0,148018,20190525,14.8018
2019-05-26,23.1,20.3,25.4,0,140682,20190526,14.0682
2019-05-27,20.7,15.8,25.5,9.8,138019,20190527,13.8019
2019-05-28,18.9,15.5,21.7,0,130918,20190528,13.0918
2019-05-29,22.3,18.7,27,0,135548,20190529,13.5548
2019-05-30,21.7,18,25.9,0,136980,20190530,13.698
2019-05-31,17.9,15.6,21.4,0.6,142275,20190531,14.2275
2019-06-01,19,15.9,22.4,0,127614,20190601,12.7614
2019-06-02,20.1,17.9,24.6,0,127064,20190602,12.7064
2019-06-03,20.9,17.9,24.5,0,120474,20190603,12.0474
2019-06-04,22.8,19.4,29,0,122230,20190604,12.223
2019-06-05,22.5,19.2,26.1,0,132380,20190605,13.238
2019-06-06,23.6,19.1,28.1,13.3,139006,20190606,13.9006
2019-06-07,19.6,18.2,25.3,0,143132,20190607,14.3132
2019-06-08,19.9,17.5,23.2,0.2,157832,20190608,15.7832
2019-06-09,20.2,17,23.2,0,135786,20190609,13.5786
2019-06-10,20.2,17.5,24.8,0,126252,20190610,12.6252
2019-06-11,20.2,18.4,22.9,0,123882,20190611,12.3882
2019-06-12,19.9,17.6,22.9,0,127334,20190612,12.7334
2019-06-13,21.9,17.6,28,0,132038,20190613,13.2038
2019-06-14,19.4,17.4,21.4,43.5,134120,20190614,13.412
2019-06-15,20.1,18.2,22.5,0.3,150836,20190615,15.0836
2019-06-16,20.6,18.6,23.3,0,136633,20190616,13.6633
2019-06-17,20.8,17.8,23.3,0,130032,20190617,13.0032
2019-06-18,21.6,20.5,23.3,1,124422,20190618,12.4422
2019-06-19,21.7,19.4,24.4,0,128933,20190619,12.8933
2019-06-20,22,19.8,24.4,0,134960,20190620,13.496
2019-06-21,22.6,20.3,26.4,0,141894,20190621,14.1894
2019-06-22,22.1,19.7,25.5,0,148670,20190622,14.867
2019-06-23,21.1,19.3,25.6,0,147854,20190623,14.7854
2019-06-24,21.6,18.8,24.4,0,144582,20190624,14.4582
2019-06-25,24.2,19.1,28.9,0,153150,20190625,15.315
2019-06-26,22.1,19.8,25.9,85.1,143038,20190626,14.3038
2019-06-27,23.1,21.9,25.9,0,140928,20190627,14.0928
2019-06-28,23.5,21,25.8,0,140102,20190628,14.0102
2019-06-29,25.2,22.6,29.8,2,134694,20190629,13.4694
2019-06-30,23.4,21.4,26.9,0.4,130946,20190630,13.0946
2019-07-01,23.4,22.3,25.6,1.9,108994,20190701,10.8994
2019-07-02,23.3,21.8,25.7,0,124201,20190702,12.4201
2019-07-03,22.6,21.6,24.9,0,123330,20190703,12.333
2019-07-04,22.3,20.4,25.9,0,130462,20190704,13.0462
2019-07-05,23.9,21.6,28.7,0,143272,20190705,14.3272
2019-07-06,23.8,20.8,27.2,0,137112,20190706,13.7112
2019-07-07,23.3,22.2,26.4,0,132888,20190707,13.2888
2019-07-08,21.8,20.6,22.7,3.7,136000,20190708,13.6
2019-07-09,22,20.9,23.6,2.2,134218,20190709,13.4218
2019-07-10,21.4,20.5,22,104.7,146146,20190710,14.6146
2019-07-11,23.2,20.6,26.7,1.2,144557,20190711,14.4557
2019-07-12,23.3,21.7,25.8,0.4,145110,20190712,14.511
2019-07-13,21.6,20.4,22.9,13.4,151088,20190713,15.1088
2019-07-14,24.2,21.5,27.1,0,150888,20190714,15.0888
2019-07-15,24.2,22.2,26.5,0,146909,20190715,14.6909
2019-07-16,24.8,22.2,27.2,0,144690,20190716,14.469
2019-07-17,25,22.9,28,6.8,145148,20190717,14.5148
2019-07-18,24.2,22.9,25.9,21.3,145876,20190718,14.5876
2019-07-19,24.1,22.3,26.2,187.7,138974,20190719,13.8974
2019-07-20,25.7,24.6,28.2,43.8,136972,20190720,13.6972
2019-07-21,27.3,24.8,30.7,0,149499,20190721,14.9499
2019-07-22,27.1,23.8,32.7,108.3,153528,20190722,15.3528
2019-07-23,27.6,24.3,30.3,0,173152,20190723,17.3152
2019-07-24,27.9,25.7,30.9,0,170314,20190724,17.0314
2019-07-25,27.9,25.9,31.1,0,181304,20190725,18.1304
2019-07-26,27.8,25.3,31.2,0,174153,20190726,17.4153
2019-07-27,28.1,26.5,31,14.7,182584,20190727,18.2584
2019-07-28,29.3,27,31.8,0,185784,20190728,18.5784
2019-07-29,28.7,26.1,31.3,0,187628,20190729,18.7628
2019-07-30,30.4,27.3,35.4,0,191292,20190730,19.1292
2019-07-31,29.5,27.9,32.3,0,197757,20190731,19.7757
2019-08-01,29.2,26.9,32.1,0,167612,20190801,16.7612
2019-08-02,28.8,26.7,31.2,0,175766,20190802,17.5766
2019-08-03,29,25.4,31.7,0,182500,20190803,18.25
2019-08-04,27.9,25.9,30.2,0,187460,20190804,18.746
2019-08-05,27.8,24.9,30.9,0,182808,20190805,18.2808
2019-08-06,28.8,26.2,32.2,0,169642,20190806,16.9642
2019-08-07,29.6,26.6,34.2,0,167150,20190807,16.715
2019-08-08,31.1,27.7,34.7,0,164854,20190808,16.4854
2019-08-09,30.1,27.7,33.3,0,163678,20190809,16.3678
2019-08-10,29.5,28.8,30.9,0,163082,20190810,16.3082
2019-08-11,28.7,27.7,30.5,25,165154,20190811,16.5154
2019-08-12,29.7,27.2,33.9,12,170520,20190812,17.052
2019-08-13,29.2,26.8,31.2,0,167990,20190813,16.799
2019-08-14,28.6,26.8,31.6,1.2,173166,20190814,17.3166
2019-08-15,27.1,26.4,27.9,0,179445,20190815,17.9445
2019-08-16,27.7,25.7,30.9,4.5,181216,20190816,18.1216
2019-08-17,28.8,25.7,32.6,0,181118,20190817,18.1118
2019-08-18,27.2,25.9,29.7,0,173114,20190818,17.3114
2019-08-19,26.3,24.6,29.1,0,168651,20190819,16.8651
2019-08-20,27.1,25.7,30.1,0.1,167930,20190820,16.793
2019-08-21,28.1,25.3,31.6,3.4,176953,20190821,17.6953
2019-08-22,28.5,25.8,31.8,6.3,172102,20190822,17.2102
2019-08-23,27.4,26.2,30.7,0,172711,20190823,17.2711
2019-08-24,27,25.2,28.8,0,175032,20190824,17.5032
2019-08-25,25.5,23.3,27.7,0.1,172389,20190825,17.2389
2019-08-26,25.9,23.5,28.3,0.3,170852,20190826,17.0852
2019-08-27,26.9,24.5,31,87.2,170541,20190827,17.0541
2019-08-28,24.8,23,27,33.3,172406,20190828,17.2406
2019-08-29,23.3,21.3,25.4,68.9,171350,20190829,17.135
2019-08-30,25.5,22.2,28.8,0,172952,20190830,17.2952
2019-08-31,24.9,20.8,28.2,0,168878,20190831,16.8878
2019-09-01,23.3,20.6,26.3,26.1,128314,20190901,12.8314
2019-09-02,24.1,21.9,26.6,25.7,117078,20190902,11.7078
2019-09-03,24.8,22.4,26.7,13.9,111447,20190903,11.1447
2019-09-04,24.7,23.7,27.9,43,111304,20190904,11.1304
2019-09-05,26.2,23.4,30.4,7,105788,20190905,10.5788
2019-09-06,26.8,25.1,28.6,68.8,105396,20190906,10.5396
2019-09-07,27.6,24.9,30.3,34.3,75436,20190907,7.5436
2019-09-08,24.5,23.4,26.3,19,89212,20190908,8.9212
2019-09-09,26.2,23.7,29,24.7,109092,20190909,10.9092
2019-09-10,27,24,29.4,0,120988,20190910,12.0988
2019-09-11,26,24.1,29.3,5,139366,20190911,13.9366
2019-09-12,24.1,23,25.1,0.6,167069,20190912,16.7069
2019-09-13,24,22.1,26.7,0,193410,20190913,19.341
2019-09-14,24.3,21.7,26.9,0,186025,20190914,18.6025
2019-09-15,24.6,22.9,26.9,0,157588,20190915,15.7588
2019-09-16,24.6,23.6,27,0,140662,20190916,14.0662
2019-09-17,23.8,22,25.8,0,138761,20190917,13.8761
2019-09-18,23.3,20.6,27.6,0,147210,20190918,14.721
2019-09-19,22.8,19.3,25.9,0,156954,20190919,15.6954
2019-09-20,22.5,19.9,25,0,157500,20190920,15.75
2019-09-21,20.5,19.1,21.7,156,142107,20190921,14.2107
2019-09-22,20.4,19.1,21.7,126.2,109074,20190922,10.9074
2019-09-23,21,18.4,24.5,0,146444,20190923,14.6444
2019-09-24,20.4,16.7,25.2,0,139790,20190924,13.979
2019-09-25,21.8,18.3,25.2,0,175847,20190925,17.5847
2019-09-26,23.8,21.3,27.7,1,173369,20190926,17.3369
2019-09-27,23.8,22.7,25.7,36,166341,20190927,16.6341
2019-09-28,24.1,23.1,25.6,0.7,164784,20190928,16.4784
2019-09-29,24.1,22.9,26.3,0,166866,20190929,16.6866
2019-09-30,23.6,22,26.8,22.6,156604,20190930,15.6604
2019-10-01,23.4,20.5,26.4,36.3,116319,20191001,11.6319
2019-10-02,24.8,20.6,27.3,136.2,90167,20191002,9.0167
2019-10-03,23.4,21.9,26.2,0.2,120438,20191003,12.0438
2019-10-04,23.1,21.2,26.1,0,138047,20191004,13.8047
2019-10-05,20.8,18.4,23.2,0,155358,20191005,15.5358
2019-10-06,20.8,17,24.6,1,154637,20191006,15.4637
2019-10-07,21.8,20.2,23.6,0,144949,20191007,14.4949
2019-10-08,20.5,17.4,24,0,148572,20191008,14.8572
2019-10-09,17.6,14.2,21.5,0,154234,20191009,15.4234
2019-10-10,19,14,23.1,0,155208,20191010,15.5208
2019-10-11,21,17.1,23.9,0,156208,20191011,15.6208
2019-10-12,21.4,18.7,24.8,0,160706,20191012,16.0706
2019-10-13,19.7,17.1,22.8,0,152478,20191013,15.2478
2019-10-14,19.3,16.7,23.2,0,147500,20191014,14.75
2019-10-15,17.4,15.2,19.1,3.2,150874,20191015,15.0874
2019-10-16,18.1,15.8,21.3,0,159100,20191016,15.91
2019-10-17,19.3,16.2,21.8,0,164290,20191017,16.429
2019-10-18,19.1,18.1,20.5,8.3,168514,20191018,16.8514
2019-10-19,19.8,17.7,22.7,0,169586,20191019,16.9586
2019-10-20,19.1,15.4,21.8,0,161546,20191020,16.1546
2019-10-21,19.9,17.4,22.9,0,155362,20191021,15.5362
2019-10-22,20.8,18.6,22.5,0.5,156961,20191022,15.6961
2019-10-23,20.3,19.2,21.8,0.6,161486,20191023,16.1486
2019-10-24,20.1,18.4,22.3,2.3,166530,20191024,16.653
2019-10-25,20.1,16.8,23.5,0,170530,20191025,17.053
2019-10-26,16.5,15.5,19.4,0,170114,20191026,17.0114
2019-10-27,16,13.7,18.7,0,161497,20191027,16.1497
2019-10-28,15.7,11.9,19.2,0,153741,20191028,15.3741
2019-10-29,17.9,15.2,20.8,0,152988,20191029,15.2988
2019-10-30,16.3,13.7,19.5,0,164745,20191030,16.4745
2019-10-31,16.5,12.1,20.7,0,159404,20191031,15.9404
2019-11-01,18.3,15.6,22,0,138950,20191101,13.895
2019-11-02,18.6,15.6,22.7,0,145187,20191102,14.5187
2019-11-03,17.5,15.2,20.4,0,138562,20191103,13.8562
2019-11-04,17.3,13.5,20.6,0,130056,20191104,13.0056
2019-11-05,17.3,14.6,20.3,0,128548,20191105,12.8548
2019-11-06,15.8,12.3,19.4,0,133732,20191106,13.3732
2019-11-07,15.9,13.4,19.3,0,144330,20191107,14.433
2019-11-08,13.8,12.4,17.3,0,157496,20191108,15.7496
2019-11-09,14.4,11.9,18.1,0,152008,20191109,15.2008
2019-11-10,15.5,10.3,19.7,2.9,147749,20191110,14.7749
2019-11-11,17.1,15.3,19.5,0,144848,20191111,14.4848
2019-11-12,14.7,12.1,17.9,0,148096,20191112,14.8096
2019-11-13,15,11.8,18.3,1.7,137154,20191113,13.7154
2019-11-14,11.2,7.9,14.5,0,150584,20191114,15.0584
2019-11-15,12.1,7,17.2,0,161388,20191115,16.1388
2019-11-16,16,10.6,21.3,0,158280,20191116,15.828
2019-11-17,20.1,14.9,24.3,0,150958,20191117,15.0958
2019-11-18,13.7,11.2,22.7,6.1,137064,20191118,13.7064
2019-11-19,10.6,9.9,12.3,0,130386,20191119,13.0386
2019-11-20,9.9,7.8,12.5,0,133343,20191120,13.3343
2019-11-21,13.1,7.8,17.1,0,139094,20191121,13.9094
2019-11-22,17.1,13.5,21.8,0,148078,20191122,14.8078
2019-11-23,18.1,14.5,21.7,0,164717,20191123,16.4717
2019-11-24,17.3,13.7,19.5,4.7,155519,20191124,15.5519
2019-11-25,10.1,9.2,13.9,0,138786,20191125,13.8786
2019-11-26,13.5,9.7,15.3,8.2,132528,20191126,13.2528
2019-11-27,11.1,9.3,14.8,3.8,152478,20191127,15.2478
2019-11-28,10.8,8.8,14,0,142093,20191128,14.2093
2019-11-29,9.7,6.9,12.6,0,156608,20191129,15.6608
2019-11-30,12.5,6.9,18,0.1,149916,20191130,14.9916
2019-12-01,12.5,11.1,15.1,18.9,127428,20191201,12.7428
2019-12-02,9.9,7.4,11.8,0,110145,20191202,11.0145
2019-12-03,9.5,7.5,10.8,0,106911,20191203,10.6911
2019-12-04,11.3,10,14.1,0,119872,20191204,11.9872
2019-12-05,8.7,5.7,11.5,0,117932,20191205,11.7932
2019-12-06,4.2,3.2,5.8,0,135527,20191206,13.5527
2019-12-07,7.5,4.3,9.5,0,143234,20191207,14.3234
2019-12-08,8.7,6,10.2,0,152103,20191208,15.2103
2019-12-09,10.7,5.9,15.2,0,135418,20191209,13.5418
2019-12-10,13.3,8.5,18.7,0,123816,20191210,12.3816
2019-12-11,12.9,9.6,18,0,123886,20191211,12.3886
2019-12-12,8.3,5.4,10.3,0,149842,20191212,14.9842
2019-12-13,8.6,4.6,12.9,0,141886,20191213,14.1886
2019-12-14,10,6.9,12.7,0,144798,20191214,14.4798
2019-12-15,12.5,6.9,17.4,0,141806,20191215,14.1806
2019-12-16,14.9,12.2,18.2,0.1,147140,20191216,14.714
2019-12-17,14.1,10.9,17.6,7.3,134463,20191217,13.4463
2019-12-18,8.8,7.4,10.9,0,148620,20191218,14.862
2019-12-19,7.8,7,9.4,0,142121,20191219,14.2121
2019-12-20,8.4,6.9,11.1,0,155281,20191220,15.5281
2019-12-21,8,5.6,10.1,0,162120,20191221,16.212
2019-12-22,9.6,6.8,11.6,1,150832,20191222,15.0832
2019-12-23,9.4,6.7,12.4,0,147578,20191223,14.7578
2019-12-24,9.2,7.3,11.9,0,150518,20191224,15.0518
2019-12-25,11.4,7,15.1,0.1,153450,20191225,15.345
2019-12-26,9.9,6.7,13.1,9.4,160122,20191226,16.0122
2019-12-27,6.7,5.7,7.3,0,166456,20191227,16.6456
2019-12-28,7.7,6.1,9.7,0,175858,20191228,17.5858
2019-12-29,11.8,7.1,16.4,11.4,170919,20191229,17.0919
2019-12-30,11.5,6.3,13.6,0,170930,20191230,17.093
2019-12-31,2.9,1.8,6.4,0,170905,20191231,17.0905
2020-01-01,5.2,2.4,7.3,0,145506,20200101,14.5506
2020-01-02,8.1,5.5,9.2,0,146048,20200102,14.6048
2020-01-03,8.8,6.4,11.4,0,145733,20200103,14.5733
2020-01-04,7.9,5.1,11.4,0,147774,20200104,14.7774
2020-01-05,8.5,4.3,11.1,0,142499,20200105,14.2499
2020-01-06,14.5,10.1,18.9,0.3,139934,20200106,13.9934
2020-01-07,19.2,12.8,23.6,12.4,138562,20200107,13.8562
2020-01-08,8.1,6.9,13.2,1.4,144865,20200108,14.4865
2020-01-09,7.3,6.7,8.2,0,150423,20200109,15.0423
2020-01-10,8,4.3,11,0,155550,20200110,15.555
2020-01-11,8,6.9,9.1,0,160930,20200111,16.093
2020-01-12,7.5,6.7,8.5,0,158854,20200112,15.8854
2020-01-13,7.1,6.1,8.8,0,155603,20200113,15.5603
2020-01-14,4.8,3.4,6.2,4.6,154136,20200114,15.4136
2020-01-15,5.6,4.6,7.2,0,157476,20200115,15.7476
2020-01-16,6.3,4.6,8,0,158564,20200116,15.8564
2020-01-17,6.9,6,9.2,0,160346,20200117,16.0346
2020-01-18,7,6.2,9,0,160402,20200118,16.0402
2020-01-19,8.6,5.9,10,0,152814,20200119,15.2814
2020-01-20,8.4,7.1,10.9,0,145915,20200120,14.5915
2020-01-21,7.4,4.9,10.5,0,136216,20200121,13.6216
2020-01-22,11.4,8.6,13.5,25.8,135440,20200122,13.544
2020-01-23,11.2,10.5,13.6,0.7,146209,20200123,14.6209
2020-01-24,11.3,9.5,12.7,0,185402,20200124,18.5402
2020-01-25,11.9,10.6,14,1,212772,20200125,21.2772
2020-01-26,11.6,10.6,13,10.1,193683,20200126,19.3683
2020-01-27,9.8,8.1,11.5,60.3,155992,20200127,15.5992
2020-01-28,9.9,9.1,11.1,0,142566,20200128,14.2566
2020-01-29,9.6,8.5,11.3,0,133014,20200129,13.3014
2020-01-30,8.3,7.5,10.2,0.1,127785,20200130,12.7785
2020-01-31,7.2,5.9,8,0,127351,20200131,12.7351
2020-02-01,8.2,4.5,10.9,0,120806,20200201,12.0806
2020-02-02,7.7,6,10.7,0,98970,20200202,9.897
2020-02-03,6.9,5.1,9.3,0,92001,20200203,9.2001
2020-02-04,5.6,2.6,8.2,0,88238,20200204,8.8238
2020-02-05,3.4,1.2,7.7,0.7,85816,20200205,8.5816
2020-02-06,3.3,0.8,5.4,0,102742,20200206,10.2742
2020-02-07,6.4,4.8,8.9,0,89330,20200207,8.933
2020-02-08,6.9,4.7,9,0,93107,20200208,9.3107
2020-02-09,6.6,4.9,8.9,0,92428,20200209,9.2428
2020-02-10,10.6,6.1,14.1,0,90132,20200210,9.0132
2020-02-11,11.2,6.7,15.1,0,90118,20200211,9.0118
2020-02-12,13.3,11.1,16.7,1.1,89082,20200212,8.9082
2020-02-13,12.3,11.1,14.9,0,98514,20200213,9.8514
2020-02-14,13.6,11.1,16.4,0,105864,20200214,10.5864
2020-02-15,16.2,12.2,21.6,0.8,116106,20200215,11.6106
2020-02-16,5.4,3,12.5,7,112168,20200216,11.2168
2020-02-17,2.6,0.8,4.2,2,119035,20200217,11.9035
2020-02-18,4.9,0.5,7.8,0.1,123921,20200218,12.3921
2020-02-19,6.6,2.2,10.7,0,127820,20200219,12.782
2020-02-20,10,6.7,13.2,0,131789,20200220,13.1789
2020-02-21,12.4,6.4,16.9,0,134673,20200221,13.4673
2020-02-22,10.8,7.6,14.3,0,133718,20200222,13.3718
2020-02-23,7.8,5.9,11.1,0,127596,20200223,12.7596
2020-02-24,11.5,5.4,15.8,0,135384,20200224,13.5384
2020-02-25,16.6,11.5,21.8,0.1,110915,20200225,11.0915
2020-02-26,11.4,8.4,12.7,0.1,106477,20200226,10.6477
2020-02-27,10,6.8,13.4,0,104850,20200227,10.485
2020-02-28,10.4,8.7,11.6,3.7,103856,20200228,10.3856
2020-02-29,11.6,10.9,12.2,14.2,103852,20200229,10.3852
2020-03-01,11.2,8.1,12.7,4.2,68985,20200301,6.8985
2020-03-02,8,6,10.4,0,73966,20200302,7.3966
2020-03-03,10.7,6.2,15,0,76450,20200303,7.645
2020-03-04,8,5.2,10.6,0,79586,20200304,7.9586
2020-03-05,6.1,4,9.6,0,82418,20200305,8.2418
2020-03-06,7.4,2.5,11.9,0,85900,20200306,8.59
2020-03-07,10.3,8,11,8.1,85550,20200307,8.555
2020-03-08,12,7.3,15.4,0,84735,20200308,8.4735
2020-03-09,13.1,11.3,14.6,25.3,83898,20200309,8.3898
2020-03-10,9.6,7.7,13.4,21.5,82176,20200310,8.2176
2020-03-11,8.4,5.5,11.1,0,88928,20200311,8.8928
2020-03-12,9.4,3.8,13.7,0,93940,20200312,9.394
2020-03-13,11.2,8.2,14.5,0,115521,20200313,11.5521
2020-03-14,8.4,5.9,10.6,0,104156,20200314,10.4156
2020-03-15,11.1,6.8,15.3,0,98679,20200315,9.8679
2020-03-16,7.3,4.6,10.6,0,98140,20200316,9.814
2020-03-17,13,6.2,19.8,0,97419,20200317,9.7419
2020-03-18,14,10.1,16.7,0,98388,20200318,9.8388
2020-03-19,13.9,9.9,21.2,0,99883,20200319,9.9883
2020-03-20,12,7.2,16,0,103271,20200320,10.3271
2020-03-21,17.4,9.9,22.8,0,105490,20200321,10.549
2020-03-22,14.4,11.3,18.5,1,103138,20200322,10.3138
2020-03-23,12.7,9.3,16.3,0,103562,20200323,10.3562
2020-03-24,12.6,8.8,15.8,0,101244,20200324,10.1244
2020-03-25,16.3,10.8,20.9,0,123932,20200325,12.3932
2020-03-26,17.9,15,23.2,17,97104,20200326,9.7104
2020-03-27,12,8.4,19.9,0,98004,20200327,9.8004
2020-03-28,9,7.1,9.9,3.9,100534,20200328,10.0534
2020-03-29,11.2,6.6,14.4,0,101020,20200329,10.102
2020-03-30,13.5,11.7,15.9,0,96502,20200330,9.6502
2020-03-31,13.9,11.3,17.2,0.6,95498,20200331,9.5498
2020-04-01,11.6,8.4,15.4,3.4,59538,20200401,5.9538
2020-04-02,11.8,8.7,14.7,0,67686,20200402,6.7686
2020-04-03,12.8,10.9,16.3,0,70186,20200403,7.0186
2020-04-04,11.6,7.6,16.9,0,72905,20200404,7.2905
2020-04-05,9.7,7.4,13.4,0,69657,20200405,6.9657
2020-04-06,10.7,6,14.3,0,66570,20200406,6.657
2020-04-07,13.4,8.9,17.9,0,66118,20200407,6.6118
2020-04-08,12.9,10.5,16.8,0,66507,20200408,6.6507
2020-04-09,12.1,8.8,15.3,0,69646,20200409,6.9646
2020-04-10,12.9,9.9,15.9,0,73731,20200410,7.3731
2020-04-11,12.3,9.7,16.8,23.9,76804,20200411,7.6804
2020-04-12,9.8,7.5,11.2,25.4,76062,20200412,7.6062
2020-04-13,11.6,9.6,13.8,0,75341,20200413,7.5341
2020-04-14,13.2,8.3,16.6,0,78978,20200414,7.8978
2020-04-15,13.4,10.1,16.9,0,78858,20200415,7.8858
2020-04-16,15.9,10.3,21.4,0,78995,20200416,7.8995
2020-04-17,16,13.6,18.7,9.7,82310,20200417,8.231
2020-04-18,12.9,11.1,16.2,0,87066,20200418,8.7066
2020-04-19,13.3,11,15.6,19.5,79972,20200419,7.9972
2020-04-20,13.8,11.6,18,0.4,81638,20200420,8.1638
2020-04-21,12.8,10.2,16.5,0,83128,20200421,8.3128
2020-04-22,11.1,8.7,14.8,0,87756,20200422,8.7756
2020-04-23,11.1,8.7,14.1,0,90038,20200423,9.0038
