ID,avgVisitor
2019-10-10,14.61687139
2019-10-11,15.40364583
2019-10-12,15.72944515
2019-10-13,15.1629184
2019-10-14,14.65108766
2019-10-15,14.19493115
2019-10-16,14.57387927
2019-10-17,15.18747383
2019-10-18,15.63858722
2019-10-19,16.17084344
2019-10-20,15.75115806
2019-10-21,15.40236921
2019-10-22,15.28357739
2019-10-23,15.52491144
2019-10-24,15.91814693
2019-10-25,16.51526808
2019-10-26,16.45648745
2019-10-27,16.01362043
2019-10-28,15.49194467
2019-10-29,15.42364825
2019-10-30,15.45853522
2019-10-31,15.828858
2019-11-01,16.50656596
2019-11-02,16.74015101
2019-11-03,16.14438776
2019-11-04,15.5343958
2019-11-05,15.12491884
2019-11-06,15.0669127
2019-11-07,15.35244507
2019-11-08,15.51847524
2019-11-09,15.71218563
2019-11-10,15.19470093
2019-11-11,14.80373042
2019-11-12,14.07214044
2019-11-13,14.14936626
2019-11-14,14.03022403
2019-11-15,14.46701595
2019-11-16,15.00480011
2019-11-17,14.89642035
2019-11-18,13.3542847
2019-11-19,12.89273814
2019-11-20,12.91643539
2019-11-21,13.52481023
2019-11-22,14.35316033
2019-11-23,14.67330743
2019-11-24,14.03073112
2019-11-25,12.73705881
2019-11-26,12.63861089
2019-11-27,12.57305027
2019-11-28,12.96682508
2019-11-29,13.33877476
2019-11-30,13.79750556
2019-12-01,13.04256876
2019-12-02,12.58674724
2019-12-03,12.19279708
2019-12-04,12.51041861
2019-12-05,12.58603662
2019-12-06,12.60641363
2019-12-07,13.16537104
2019-12-08,12.80971666
2019-12-09,12.39421847
2019-12-10,12.27368272
2019-12-11,12.40126483
2019-12-12,12.33960129
2019-12-13,12.78823058
2019-12-14,13.19601449
2019-12-15,12.93227553
2019-12-16,12.6795052
2019-12-17,12.1225685
2019-12-18,11.92848597
2019-12-19,12.21946132
2019-12-20,12.78102194
2019-12-21,13.03862717
2019-12-22,12.77920725
2019-12-23,12.28483683
2019-12-24,12.00044938
2019-12-25,12.49405267
2019-12-26,12.64203736
2019-12-27,13.13360199
2019-12-28,13.55832744
2019-12-29,13.38656051
2019-12-30,13.22552484
2019-12-31,12.05529055
2020-01-01,12.66847122
2020-01-02,13.49810516
2020-01-03,14.15697463
2020-01-04,14.40607556
2020-01-05,14.15279556
2020-01-06,14.31582501
2020-01-07,14.36226618
2020-01-08,13.63445757
2020-01-09,14.12683224
2020-01-10,14.71494784
2020-01-11,15.04090002
2020-01-12,14.55425409
2020-01-13,13.98094596
2020-01-14,13.32151731
2020-01-15,13.65563782
2020-01-16,14.06067726
2020-01-17,14.5496249
2020-01-18,14.74293254
2020-01-19,14.39157631
2020-01-20,13.71921358
2020-01-21,13.1614018
2020-01-22,13.23861272
2020-01-23,13.8991873
2020-01-24,14.32973538
2020-01-25,14.47228846
2020-01-26,13.70713049
2020-01-27,11.97041088
2020-01-28,12.59713991
2020-01-29,12.62909408
2020-01-30,12.73542007
2020-01-31,13.03795936
2020-02-01,13.23781765
2020-02-02,12.60454549
2020-02-03,11.91699549
2020-02-04,11.3512413
2020-02-05,11.173711
2020-02-06,11.52761129
2020-02-07,12.26629176
2020-02-08,12.50823343
2020-02-09,11.9442404
2020-02-10,11.76165399
2020-02-11,11.41874058
2020-02-12,11.76766562
2020-02-13,12.01634928
2020-02-14,12.60028912
2020-02-15,12.98872372
2020-02-16,11.17738797
2020-02-17,10.53946514
2020-02-18,10.40009389
2020-02-19,10.69424752
2020-02-20,11.38815035
2020-02-21,12.06328182
2020-02-22,12.10081284
2020-02-23,11.27133964
2020-02-24,11.07734508
2020-02-25,11.19688262
2020-02-26,10.89755055
2020-02-27,11.02551408
2020-02-28,11.51543784
2020-02-29,11.67752263
2020-03-01,11.30935906
2020-03-02,10.47346257
2020-03-03,10.36246522
2020-03-04,10.30483342
