year,avgTemp,minTemp,maxTemp,rainFall,avgVisitor(10000),ID
2018-01-01,6.4,4,8.8,0,13.5138,20180101
2018-01-02,7,3,10.1,0,12.5122,20180102
2018-01-03,5,3.5,8.4,0,12.207,20180103
2018-01-04,3.9,2.4,4.6,0.6,12.3266,20180104
2018-01-05,5.1,1.9,6.5,4.2,12.6084,20180105
2018-01-06,6.2,4.8,8.7,0,12.9745,20180106
2018-01-07,8.5,4.4,11.5,3.6,12.4834,20180107
2018-01-08,8.7,6.1,11.3,4.1,12.4999,20180108
2018-01-09,4.9,2.8,7,0.4,12.587,20180109
2018-01-10,2.4,-0.5,5.9,3.4,12.5548,20180110
2018-01-11,0,-2.2,1.7,8.3,11.173,20180111
2018-01-12,0.7,-2.3,2.3,1.8,12.7449,20180112
2018-01-13,4.5,1.4,6.9,0,13.3861,20180113
2018-01-14,7.8,3.1,12.9,0,13.7372,20180114
2018-01-15,10.8,7.8,14.4,0,13.8201,20180115
2018-01-16,12.1,8.7,14.4,16.5,13.7172,20180116
2018-01-17,9.5,8.5,11.5,3.8,14.0035,20180117
2018-01-18,8.9,6.3,10.8,0,14.3686,20180118
2018-01-19,6.8,4.3,9.4,0,14.6783,20180119
2018-01-20,6.1,2.8,9.9,0,15.4256,20180120
2018-01-21,8.5,3.9,11.4,0,15.1148,20180121
2018-01-22,9,7.1,10.9,0.7,14.7374,20180122
2018-01-23,2.1,0,7.6,0.3,14.6104,20180123
2018-01-24,-1.2,-2.4,1.2,4.5,14.806,20180124
2018-01-25,-1.9,-2.6,-1.2,0,15.147,20180125
2018-01-26,-1.3,-2.1,-0.4,0.1,15.2887,20180126
2018-01-27,0.9,-1.6,3.6,0,15.792,20180127
2018-01-28,2.6,0.5,4.6,2,15.4836,20180128
2018-01-29,1.8,-0.1,4,1.7,14.9205,20180129
2018-01-30,2.2,-0.2,4.1,1.5,14.2912,20180130
2018-01-31,3.8,2.1,5,0.5,14.0402,20180131
2018-02-01,4.5,3.2,6.8,0,10.963,20180201
2018-02-02,3.8,1.6,6.1,0,11.3365,20180202
2018-02-03,1.4,-0.7,4.9,1.1,11.4303,20180203
2018-02-04,-0.4,-2.3,0.8,5.9,10.4002,20180204
2018-02-05,0.2,-1.7,2.6,3.5,10.0712,20180205
2018-02-06,-0.6,-2.5,0.8,5.7,9.2046,20180206
2018-02-07,0.6,-1.3,1.9,1.7,10.1804,20180207
2018-02-08,2.5,-0.7,6.8,3.1,9.8654,20180208
2018-02-09,6,1.4,11.2,0,10.5654,20180209
2018-02-10,5.8,2.7,7.9,2.2,10.8955,20180210
2018-02-11,2.5,1,5.4,0.8,10.6606,20180211
2018-02-12,2.7,-0.1,4.1,0,10.3954,20180212
2018-02-13,4.9,2.7,8.3,0,10.9116,20180213
2018-02-14,9.8,2.5,15.4,0,12.3652,20180214
2018-02-15,7.1,4.6,10.5,0,14.987,20180215
2018-02-16,6.1,3.9,9.7,0,16.8721,20180216
2018-02-17,4.4,2.8,7.5,0,16.2284,20180217
2018-02-18,6.7,1.7,10.2,0.9,13.9426,20180218
2018-02-19,8.3,5.5,10.5,2.1,12.0446,20180219
2018-02-20,8.4,4.6,11.9,0,12.0113,20180220
2018-02-21,5.5,4.2,7.5,0,12.6574,20180221
2018-02-22,5,3.2,7.6,0,13.4869,20180222
2018-02-23,8.7,3.3,13.1,0,14.1894,20180223
2018-02-24,9.4,5.3,13.3,0,14.643,20180224
2018-02-25,9.8,6.7,13.2,0,14.4714,20180225
2018-02-26,8.1,4.2,11.9,0,13.9433,20180226
2018-02-27,10.6,5.8,15,0,13.5408,20180227
2018-02-28,11,6.9,17.5,59.6,13.5772,20180228
2018-03-01,6.8,3.3,10.5,0,12.7659,20180301
2018-03-02,5.7,2.8,9.1,0,13.5454,20180302
2018-03-03,12,6,19.2,0,13.733,20180303
2018-03-04,17.2,10.9,23.2,0.8,12.2364,20180304
2018-03-05,10.4,8.2,21.7,3.9,10.8398,20180305
2018-03-06,9.6,8.2,11.3,0,10.5525,20180306
2018-03-07,10,8.4,11.6,30.1,10.4965,20180307
2018-03-08,6.8,5.1,8.6,18.2,10.709,20180308
2018-03-09,5.6,4.2,7.8,0,11.7915,20180309
2018-03-10,8.1,4.3,11.5,0,12.9756,20180310
2018-03-11,8.7,5.1,12.1,0,12.809,20180311
2018-03-12,11.2,7,15.3,0,12.0292,20180312
2018-03-13,14.7,9.6,19.2,0,11.8352,20180313
2018-03-14,16.9,12.5,20.3,0,12.138,20180314
2018-03-15,17.1,12,21.7,16,12.9706,20180315
2018-03-16,9.5,8.8,12.1,1.9,13.7312,20180316
2018-03-17,10,7.3,13.8,0,14.8092,20180317
2018-03-18,15.2,7.8,22.3,3.1,14.4942,20180318
2018-03-19,12.6,10.1,16.2,8.7,13.7375,20180319
2018-03-20,8.3,6.5,10.2,14.1,13.0914,20180320
2018-03-21,5.4,4.2,6.6,21.2,13.4866,20180321
2018-03-22,7.3,5.3,10.4,0,14.5498,20180322
2018-03-23,8.6,4.6,11.9,0,15.3615,20180323
2018-03-24,12.2,7.7,16.5,0,15.9324,20180324
2018-03-25,13.2,9.6,16.9,0,15.448,20180325
2018-03-26,13.7,9.7,17,0,14.7707,20180326
2018-03-27,14.8,10.3,19.1,0,14.5198,20180327
2018-03-28,15.1,9.5,19.1,0,14.8736,20180328
2018-03-29,15.6,12,19.3,0,15.4574,20180329
2018-03-30,15.5,13.5,18.9,0,16.08,20180330
2018-03-31,17,13.3,21,0,16.4826,20180331
2018-04-01,18,15.2,21.3,0,12.3154,20180401
2018-04-02,18,15.3,21.3,0,11.7229,20180402
2018-04-03,17.7,15.3,21.5,0,11.9014,20180403
2018-04-04,17.6,15.8,20.6,0.2,12.5909,20180404
2018-04-05,17.9,14.4,21.3,0,13.4344,20180405
2018-04-06,11,8.1,18.2,20,14.3654,20180406
2018-04-07,7.8,5.3,9.8,0,14.8351,20180407
2018-04-08,12.5,7,16.4,0,14.2684,20180408
2018-04-09,14.3,12.6,16.3,0,13.5384,20180409
2018-04-10,18.8,12.5,22.3,0,13.3886,20180410
2018-04-11,17.2,13.6,21.2,0,13.987,20180411
2018-04-12,17,13.1,23.5,0,14.582,20180412
2018-04-13,16.4,14.3,19.5,0,15.406,20180413
2018-04-14,15.2,10.2,22.9,3.7,15.6852,20180414
2018-04-15,11.9,9.6,15.7,0,15.0636,20180415
2018-04-16,12.2,8.5,14.6,0,14.1362,20180416
2018-04-17,14.5,12.3,16.6,0,13.7823,20180417
2018-04-18,13.6,10.7,17.3,0,14.1365,20180418
2018-04-19,15.2,9.2,20.3,0,14.8092,20180419
2018-04-20,16.6,12.1,20.3,0,15.6688,20180420
2018-04-21,17.4,13.2,19.5,0,16.2158,20180421
2018-04-22,20.4,17.3,25.2,5.2,15.2736,20180422
2018-04-23,18.5,16.1,21.8,41.8,14.148,20180423
2018-04-24,14.7,13.6,16.4,38.7,14.1078,20180424
2018-04-25,14.6,12.6,17.8,1.7,14.8376,20180425
2018-04-26,15.5,12.1,19.4,0,15.7892,20180426
2018-04-27,16.6,13.5,21.2,0,16.7618,20180427
2018-04-28,16.4,13.1,19.3,0,17.0492,20180428
2018-04-29,17.3,14.4,19.3,0,16.6796,20180429
2018-04-30,20.7,17.4,26.1,1.2,15.6457,20180430
2018-05-01,20.7,16.5,26,0,12.8594,20180501
2018-05-02,17.6,13.4,24.5,0.3,12.356,20180502
2018-05-03,15.2,12.7,19,0,12.6024,20180503
2018-05-04,16.2,12.3,20.3,0,13.9538,20180504
2018-05-05,19.6,13.7,22.7,0,15.3584,20180505
2018-05-06,20.3,17.2,23.6,21.4,15.4287,20180506
2018-05-07,16.8,15.5,18.1,17.2,13.7851,20180507
2018-05-08,16,14.2,18.3,0,12.4758,20180508
2018-05-09,15.7,13.8,18.1,0,12.1992,20180509
2018-05-10,15.9,13.9,18.3,0,13.1184,20180510
2018-05-11,17.9,12,22.8,0,14.0396,20180511
2018-05-12,22.2,18.4,24.4,1.3,14.1484,20180512
2018-05-13,17.1,14.9,21.7,41.8,13.6829,20180513
2018-05-14,19,14.9,23.2,0,13.4768,20180514
2018-05-15,21.8,17.9,26.3,0,13.8016,20180515
2018-05-16,24.8,21.3,31.1,0,14.3524,20180516
2018-05-17,25.7,22.1,30.1,0,14.7116,20180517
2018-05-18,21.8,16.3,27.8,2.4,15.121,20180518
2018-05-19,16.6,15.5,17.9,0,15.7052,20180519
2018-05-20,16.5,15.1,18.6,0.7,16.08,20180520
2018-05-21,17.7,15.7,20.3,0,15.5491,20180521
2018-05-22,20.7,16.8,26.4,2.7,14.4266,20180522
2018-05-23,17.8,16.1,22.7,4.1,13.2562,20180523
2018-05-24,19.2,14.1,24.4,0,13.4036,20180524
2018-05-25,19.9,18,24,0,14.3196,20180525
2018-05-26,18.4,14.8,23.9,2.9,15.0944,20180526
2018-05-27,19.3,16.7,23,0.1,14.819,20180527
2018-05-28,20.1,17.7,24,3.9,14.2674,20180528
2018-05-29,21,19.1,26.8,0,14.37,20180529
2018-05-30,21.1,18.6,24.6,0,14.8344,20180530
2018-05-31,18.8,16.8,21.8,0,14.953,20180531
2018-06-01,20.1,16.2,23.2,0,13.1852,20180601
2018-06-02,22.1,19.2,25.5,0,13.6892,20180602
2018-06-03,21.6,20.3,24.1,0,13.6154,20180603
2018-06-04,22.8,19.5,26.7,0,12.9206,20180604
2018-06-05,19.8,19.1,22.9,28.5,13.1912,20180605
2018-06-06,20.7,18.8,23.8,0,13.7165,20180606
2018-06-07,21.3,18.9,24.4,0,13.4578,20180607
2018-06-08,20.9,18.9,24.6,0,13.6101,20180608
2018-06-09,22.2,18.9,26.9,0,14.659,20180609
2018-06-10,19.9,18.4,21.1,2.1,14.0486,20180610
2018-06-11,19.4,18,22.4,23.9,13.3136,20180611
2018-06-12,21.1,18.7,24.5,3.1,13.1828,20180612
2018-06-13,21.9,17.7,28.8,0,13.5734,20180613
2018-06-14,22.1,19.5,25.6,0,13.4456,20180614
2018-06-15,21.1,19,23.8,0,13.965,20180615
2018-06-16,20.3,18.3,23,0,14.9482,20180616
2018-06-17,20.8,18.9,24.5,0,14.4,20180617
2018-06-18,22,19.5,24.1,0,13.8068,20180618
2018-06-19,22,19.7,24.3,31.3,13.6752,20180619
2018-06-20,21.9,19.7,25.3,1,14.2457,20180620
2018-06-21,22.7,20.2,26.8,0,14.7836,20180621
2018-06-22,22.8,20.1,25.6,0.3,15.393,20180622
2018-06-23,22.7,19.8,25.1,1.4,15.8095,20180623
2018-06-24,23.9,20.6,27,0,15.5456,20180624
2018-06-25,24,20.6,27.5,0,15.4007,20180625
2018-06-26,28.2,23.6,32.3,0,15.4231,20180626
2018-06-27,26.3,24.3,29,17.3,15.6786,20180627
2018-06-28,25.7,23.4,28.5,44,15.6107,20180628
2018-06-29,25.2,23.2,28.9,10.4,15.4242,20180629
2018-06-30,24,22,26.8,47.8,14.8603,20180630
2018-07-01,27.3,22.7,30.4,7.5,11.3981,20180701
2018-07-02,27.3,24.1,31.4,0,10.3674,20180702
2018-07-03,24.1,22.8,25.5,1.6,10.5217,20180703
2018-07-04,26,24.2,29.8,0,11.922,20180704
2018-07-05,24.8,23.6,26.5,0,12.8702,20180705
2018-07-06,22.7,21.7,24,38.1,13.4712,20180706
2018-07-07,21.3,19.9,22.3,0,14.153,20180707
2018-07-08,20.9,19.6,22.5,1.3,14.2219,20180708
2018-07-09,24.6,21.1,28.5,0.1,14.0556,20180709
2018-07-10,28.3,24.7,33.1,0,14.1295,20180710
2018-07-11,30,27.4,35,0,14.7133,20180711
2018-07-12,28,26,30.4,0,15.3566,20180712
2018-07-13,26.7,25.2,29.2,0,15.693,20180713
2018-07-14,26.9,24.8,29.5,0,16.0548,20180714
2018-07-15,27,24.4,29.8,0,15.6814,20180715
2018-07-16,27,24.5,29.5,0,15.2509,20180716
2018-07-17,27.3,24.8,30.1,0,15.198,20180717
2018-07-18,27.7,24.6,30.6,0,15.231,20180718
2018-07-19,27.8,24.7,31,0,15.3468,20180719
2018-07-20,28.8,25.8,31.6,0,15.3696,20180720
2018-07-21,28.9,25,33.9,0,15.903,20180721
2018-07-22,29.2,28.2,30.8,0.1,15.6356,20180722
2018-07-23,29.9,27,34.1,0,15.1372,20180723
2018-07-24,29.2,27.5,31.7,0,15.1952,20180724
2018-07-25,29.1,27.5,31.9,0,15.6446,20180725
2018-07-26,29.1,27.5,31.8,0,16.0436,20180726
2018-07-27,29.3,27.1,32.5,0,16.9214,20180727
2018-07-28,29.1,27.4,31.1,0,18.0918,20180728
2018-07-29,29.4,27.2,32.5,0,18.8318,20180729
2018-07-30,28.9,27.6,31.1,0,19.3074,20180730
2018-07-31,28.7,25.8,31.6,0,19.9472,20180731
2018-08-01,29.2,26.3,32.3,0,17.3338,20180801
2018-08-02,29,26.7,32.1,0,17.7849,20180802
2018-08-03,30,28.1,34.1,0.9,17.9602,20180803
2018-08-04,29.5,27.8,32,0,18.1072,20180804
2018-08-05,29.9,27.4,33.3,0,17.4552,20180805
2018-08-06,30.1,28.1,32.8,0,17.0296,20180806
2018-08-07,29.7,27.9,31.9,0,16.6918,20180807
2018-08-08,29.3,26.9,31.8,0,16.5806,20180808
2018-08-09,29.6,27.5,32.6,0,16.4566,20180809
2018-08-10,29.9,27.5,33.2,0,16.8378,20180810
2018-08-11,28.8,27.8,32.4,0,17.3173,20180811
2018-08-12,29.8,26.1,33.3,41.1,17.0506,20180812
2018-08-13,31.1,28.7,34.4,0.2,16.8658,20180813
2018-08-14,31.2,28.6,35.3,0,17.3302,20180814
2018-08-15,29.7,27.8,33.5,1.4,17.2991,20180815
2018-08-16,27.5,25.2,28.8,12.7,16.9785,20180816
2018-08-17,26.2,24.4,28.4,8,17.0527,20180817
2018-08-18,26.7,24.4,30.7,0,17.4948,20180818
2018-08-19,28.3,24.8,33.2,0,16.6201,20180819
2018-08-20,29.2,27,32.8,0,16.2855,20180820
2018-08-21,28.1,24.8,30.6,0,16.0244,20180821
2018-08-22,27.8,25.9,30.5,36.9,14.202,20180822
2018-08-23,26.5,25.6,29.2,265.4,11.544,20180823
2018-08-24,27.2,24.9,30,0,15.3601,20180824
2018-08-25,26.4,24.7,31.2,1.4,15.3072,20180825
2018-08-26,28.3,26,31.8,8.5,15.49,20180826
2018-08-27,28.4,26.1,32,0,16.2172,20180827
2018-08-28,27.8,25.9,30.4,0,16.8476,20180828
2018-08-29,28.5,25.1,33.9,0,17.1675,20180829
2018-08-30,28.9,25.8,34.5,0,17.1594,20180830
2018-08-31,30,25.6,33.3,0,16.7058,20180831
2018-09-01,25.8,23.3,28.9,9.5,13.6829,20180901
2018-09-02,24.9,22.7,29.2,1.1,13.3872,20180902
2018-09-03,27,24.1,31.2,0.5,12.9066,20180903
2018-09-04,26.2,23.5,29.1,7.1,12.8282,20180904
2018-09-05,26.6,23.2,30.8,0,13.112,20180905
2018-09-06,26.2,24.5,29.2,0,13.7092,20180906
2018-09-07,24.3,21,27.4,11.8,14.3154,20180907
2018-09-08,22.3,19.4,24.9,0,14.9482,20180908
2018-09-09,23,19.1,26.3,0,14.3756,20180909
2018-09-10,23,20.2,26.2,0,13.649,20180910
2018-09-11,22.3,21.4,23.8,0.2,13.4729,20180911
2018-09-12,23,21.4,24.8,0.2,13.952,20180912
2018-09-13,23.5,21.6,24.3,139.3,13.9853,20180913
2018-09-14,25.3,23,27.8,0,14.4389,20180914
2018-09-15,25.2,23.5,28,0.4,14.3171,20180915
2018-09-16,25.5,23,28.5,0,13.4267,20180916
2018-09-17,24.6,23.4,28.3,0.1,12.614,20180917
2018-09-18,25,23.4,28.1,0,12.0085,20180918
2018-09-19,23.3,21.3,25.4,0,11.7082,20180919
2018-09-20,25.2,22.3,27.7,11.6,11.4762,20180920
2018-09-21,24.5,23.4,28.2,2.9,12.5198,20180921
2018-09-22,24.2,22.3,27.6,0,15.1879,20180922
2018-09-23,24.4,21.2,29.6,0,18.0904,20180923
2018-09-24,21.9,19.2,23.7,0,19.9556,20180924
2018-09-25,21.5,19.3,24.1,0,18.8416,20180925
2018-09-26,22.2,20.8,24.9,0,16.2603,20180926
2018-09-27,21.2,18.5,23.6,0,14.3689,20180927
2018-09-28,21.7,19.4,24.3,0,13.7504,20180928
2018-09-29,20.7,18.5,22.3,3,13.9524,20180929
2018-09-30,21.9,20.2,25.2,0,13.7025,20180930
2018-10-01,21.3,19.7,23.5,0,10.6914,20181001
2018-10-02,20.7,17.6,23.6,0,10.9812,20181002
2018-10-03,19.2,16.5,22.3,0,11.1062,20181003
2018-10-04,20.4,17.8,21.9,3.4,10.5536,20181004
2018-10-05,21.6,20.6,24.5,310,8.8778,20181005
2018-10-06,21.1,19.6,24.7,27.4,9.275,20181006
2018-10-07,20.6,17.9,23.9,0,11.5398,20181007
2018-10-08,19.2,16.6,22.3,0,12.572,20181008
2018-10-09,20.3,17.5,22.3,0,13.4796,20181009
2018-10-10,18.3,16.3,20.5,0,13.5034,20181010
2018-10-11,16.3,15.1,18.5,0,13.945,20181011
2018-10-12,15.6,13.2,18,0,14.8452,20181012
2018-10-13,15.4,11.8,19,0,15.1711,20181013
2018-10-14,17.6,13.2,20.4,0,14.7494,20181014
2018-10-15,18.7,16.2,20.6,0,14.1134,20181015
2018-10-16,16.1,14,19.3,3.2,14.2734,20181016
2018-10-17,16.8,13.1,20.6,0,15.037,20181017
2018-10-18,16.6,15.2,19.3,0,15.4612,20181018
2018-10-19,16.1,12.9,19.5,0,15.8946,20181019
2018-10-20,16.3,12.5,20.5,0,15.9033,20181020
2018-10-21,17.1,13.7,20.7,0,15.2201,20181021
2018-10-22,17.4,14.5,20.6,0.3,14.3112,20181022
2018-10-23,18.5,16.4,21.9,0,14.3042,20181023
2018-10-24,16.8,13.8,19.7,0,14.771,20181024
2018-10-25,17.4,11.6,22.8,0,15.1868,20181025
2018-10-26,18.5,16.3,21.8,2.7,15.5166,20181026
2018-10-27,15.6,14.5,17.9,0,15.7815,20181027
2018-10-28,17.5,13.1,21.1,0,15.2044,20181028
2018-10-29,18,15.2,22,0,14.3126,20181029
2018-10-30,14.8,13.2,17.4,0,13.8946,20181030
2018-10-31,14.1,11.6,18,0,14.1494,20181031
2018-11-01,13.4,11.2,16.3,0,12.1544,20181101
2018-11-02,14.4,9.6,18.5,0,13.3206,20181102
2018-11-03,15.2,11.4,18.5,0,13.8254,20181103
2018-11-04,15.2,12.3,19.6,0,13.215,20181104
2018-11-05,15,10.5,18.8,0,12.2451,20181105
2018-11-06,16.5,12.9,19.9,0,12.005,20181106
2018-11-07,17.4,16.1,18.8,1.5,12.2602,20181107
2018-11-08,17.7,15.1,20.5,18.5,12.6574,20181108
2018-11-09,14.6,11.3,17.2,0,13.497,20181109
2018-11-10,13.6,9.7,17.8,0,13.9016,20181110
2018-11-11,14.6,10.5,18.3,2.4,13.2674,20181111
2018-11-12,13.8,13,15.5,2.2,12.2276,20181112
2018-11-13,13.8,12.5,16.3,0,11.7523,20181113
2018-11-14,13.3,10.2,16.3,0,12.0449,20181114
2018-11-15,16,11.2,20.1,0,12.4362,20181115
2018-11-16,14.9,13.5,17.4,3.6,13.3994,20181116
2018-11-17,12.6,9.7,15.4,0,14.2688,20181117
2018-11-18,12.3,9.6,15.1,0,13.5618,20181118
2018-11-19,13.2,11.8,15.7,0,12.2626,20181119
2018-11-20,12.6,10.1,15.6,0,11.431,20181120
2018-11-21,13.3,9.9,16.7,0.4,11.3572,20181121
2018-11-22,10.2,8.4,13.5,0,12.18,20181122
2018-11-23,10,7.3,12.3,0,13.4141,20181123
2018-11-24,14,8.8,19.2,0,13.9996,20181124
2018-11-25,13,10.6,16,0,13.4596,20181125
2018-11-26,14.5,10.4,18.2,0,12.3456,20181126
2018-11-27,13.8,11.5,17,0,11.7719,20181127
2018-11-28,13,10,16.3,0,11.8584,20181128
2018-11-29,12.8,8.5,17.8,0,12.5097,20181129
2018-11-30,13.1,10,16.9,0,12.9924,20181130
2018-12-01,13.7,11.3,16.3,0,11.3012,20181201
2018-12-02,17.6,13.6,20.5,1.6,10.6194,20181202
2018-12-03,18.9,17.1,22.9,2.9,9.5277,20181203
2018-12-04,13.8,10.8,17.6,17.5,9.1959,20181204
2018-12-05,9.9,8,11.7,0,9.5288,20181205
2018-12-06,9.5,8.1,12.6,11.6,10.4111,20181206
2018-12-07,4.8,2.7,10.3,0,10.9221,20181207
2018-12-08,4.2,2.6,6.6,0,11.6854,20181208
2018-12-09,3.9,2.8,4.8,0,11.4226,20181209
2018-12-10,7.6,4.7,10.2,0,10.4272,20181210
2018-12-11,9,7.2,10.1,20,10.023,20181211
2018-12-12,6.5,5.8,9.1,0.2,10.067,20181212
2018-12-13,8,6,9.7,0,10.7023,20181213
2018-12-14,5.6,4.4,7,0,11.4408,20181214
2018-12-15,6,2,9.6,0,12.2157,20181215
2018-12-16,9.1,6.5,10.8,7.1,11.9924,20181216
2018-12-17,10.3,9.7,11.8,0,11.563,20181217
2018-12-18,9.7,8,12,0,11.6456,20181218
2018-12-19,13.9,8.5,18,0,11.3281,20181219
2018-12-20,12.5,11.7,16.1,21.8,11.1268,20181220
2018-12-21,14.6,12.7,16.8,0,11.7778,20181221
2018-12-22,13,11.5,16.2,3,13.2738,20181222
2018-12-23,9.6,7.4,12.2,8,13.748,20181223
2018-12-24,6.4,4.6,9,0,13.7389,20181224
2018-12-25,7.8,3.8,10.8,0,13.6052,20181225
2018-12-26,8.5,6.8,9.7,0.4,13.4736,20181226
2018-12-27,2.5,1.4,6.8,0,13.6878,20181227
2018-12-28,1.9,0.2,3.2,1.8,14.2664,20181228
2018-12-29,3.1,1.7,4.1,0.1,15.6198,20181229
2018-12-30,3.1,1.9,4.1,0,16.4535,20181230
2018-12-31,4.6,3.5,5.8,0,16.715,20181231
2019-01-01,5.6,4.8,7,0,13.236,20190101
2019-01-02,5.1,4.5,6.1,0,12.3428,20190102
2019-01-03,5.1,3.5,8,0,12.0036,20190103
2019-01-04,5.8,2.6,10,1.6,12.228,20190104
2019-01-05,7,5.2,9,0,12.7988,20190105
2019-01-06,5.7,4.5,7.7,0,12.3669,20190106
2019-01-07,5.9,3.1,8.8,0,12.062,20190107
2019-01-08,6.6,4.5,8.8,0,12.3372,20190108
2019-01-09,4.5,2.2,5.8,0,12.662,20190109
2019-01-10,6.9,5.6,7.8,0,13.0536,20190110
2019-01-11,7.9,5.9,9.4,1.7,13.4575,20190111
2019-01-12,8.9,8.1,10.9,2,14.181,20190112
2019-01-13,7.9,6.6,10,0,14.0648,20190113
2019-01-14,7.3,5.5,9.7,0,13.8257,20190114
2019-01-15,7,3.6,9.9,0,14.0364,20190115
2019-01-16,3.1,2,4,0,14.1673,20190116
2019-01-17,5.6,3.9,6.5,0,14.3787,20190117
2019-01-18,6.4,3.9,9.8,0,14.7284,20190118
2019-01-19,8.9,3.6,12.6,1,15.8554,20190119
2019-01-20,6.7,3.9,11.6,0,14.7546,20190120
2019-01-21,6.2,3.9,8.1,0,14.4274,20190121
2019-01-22,8.3,5.8,10.9,0,14.0896,20190122
2019-01-23,8.6,6.7,11.9,0,14.4095,20190123
2019-01-24,6.2,3.4,9.6,0,15.0311,20190124
2019-01-25,5.7,3.6,10.1,0,14.8564,20190125
2019-01-26,4.3,2.9,5.8,0,15.2117,20190126
2019-01-27,5.6,2.4,8.5,0,14.9062,20190127
2019-01-28,7.7,4.8,10.8,0,14.3398,20190128
2019-01-29,6.3,2.8,9.2,0,13.9363,20190129
2019-01-30,8.2,6.8,10.1,0,13.4858,20190130
2019-01-31,4.9,3.3,8.2,17.9,13.3889,20190131
2019-02-01,5,3.4,6.8,0,11.0862,20190201
2019-02-02,9.3,5,12,0,13.4684,20190202
2019-02-03,13.3,8.6,18.4,9.8,15.7804,20190203
2019-02-04,6.9,4.9,9.5,0,17.0132,20190204
2019-02-05,9.3,4,13.6,0,17.0065,20190205
2019-02-06,11.8,9.1,15.5,0,14.7178,20190206
2019-02-07,6.5,1.9,12.1,3.8,12.9392,20190207
2019-02-08,3.4,1.5,5.6,0,12.7757,20190208
2019-02-09,3,1.5,4.7,0,12.9514,20190209
2019-02-10,3.1,2,4.9,0,12.5864,20190210
2019-02-11,3.7,2.9,4.7,0,12.5548,20190211
2019-02-12,5.7,1,8.7,0,12.8037,20190212
2019-02-13,6.8,5.2,8.7,0,13.2783,20190213
2019-02-14,5.6,4.2,8,0,13.5968,20190214
2019-02-15,6.4,4.3,7.7,0,13.6994,20190215
2019-02-16,4.2,3.1,7,0,14.0777,20190216
2019-02-17,4.4,3.1,6.9,0,14.0217,20190217
2019-02-18,7.1,2.9,9.8,2.1,13.6546,20190218
2019-02-19,9.3,6.4,13,15.9,13.5576,20190219
2019-02-20,6.9,4.8,9.4,0,13.8054,20190220
2019-02-21,7.1,5.6,8.7,0,14.0472,20190221
2019-02-22,8.3,6.5,10.9,1.6,14.3622,20190222
2019-02-23,9.3,4.2,13.7,0,14.8782,20190223
2019-02-24,11,8.6,14.1,0,14.967,20190224
2019-02-25,9.4,7.3,13.1,0,14.3073,20190225
2019-02-26,8.9,5.3,12.2,0,14.2796,20190226
2019-02-27,10.9,9.4,11.9,4.6,14.5026,20190227
2019-02-28,10.4,8,13.2,0.1,15.274,20190228
2019-03-01,9.4,6.4,12.3,0,14.8883,20190301
2019-03-02,11,7.3,14.3,0.4,14.7126,20190302
2019-03-03,11.8,10.5,13.3,5.9,13.2811,20190303
2019-03-04,10,8.4,12.2,2,12.2829,20190304
2019-03-05,10.7,6.2,13.4,0,11.6088,20190305
2019-03-06,10.4,8.4,13.8,11.3,11.8374,20190306
2019-03-07,8.3,7.3,10.4,0,12.4484,20190307
2019-03-08,8.5,3.7,12.3,0,13.3021,20190308
2019-03-09,11.6,6.5,16.6,9,14.1054,20190309
2019-03-10,10.7,8.9,13.1,22.1,13.7942,20190310
2019-03-11,10,6.9,13.6,1.2,13.4351,20190311
2019-03-12,10.7,6.1,16,0,13.8166,20190312
2019-03-13,8.4,5.1,11.7,0,12.9213,20190313
2019-03-14,10,7,14,0,13.3284,20190314
2019-03-15,10.2,6.2,15.8,0,14.0444,20190315
2019-03-16,10.1,6,14.1,0,14.8876,20190316
2019-03-17,11.2,8,14.1,0,14.6979,20190317
2019-03-18,10.7,6.9,14.2,1.9,14.0746,20190318
2019-03-19,12.3,9.2,16.1,0,13.7627,20190319
2019-03-20,16.3,9.9,21.2,1.7,14.0182,20190320
2019-03-21,10.7,7.3,20,0,14.4228,20190321
2019-03-22,7.8,6.4,10.6,0,15.5841,20190322
2019-03-23,8.5,6.2,11.8,0,15.5592,20190323
2019-03-24,7.5,3.6,11,0,16.4328,20190324
2019-03-25,9.9,6.4,13.2,0,15.2026,20190325
2019-03-26,14.2,10.1,16.7,0,15.2684,20190326
2019-03-27,16.4,10.3,22,0,15.603,20190327
2019-03-28,14.6,12.8,16.9,0,15.981,20190328
2019-03-29,13.9,12.2,17,0,16.4801,20190329
2019-03-30,11,7.9,14.6,0,16.729,20190330
2019-03-31,8.4,7.1,11.4,0,16.1581,20190331
2019-04-01,10.5,7.1,13.2,0,11.4996,20190401
2019-04-02,10.6,8.6,14,0,11.5776,20190402
2019-04-03,10.5,6.6,14.4,0,12.3616,20190403
2019-04-04,11.3,6.2,14.6,0,12.9444,20190404
2019-04-05,14.5,11.9,18.2,0,13.6944,20190405
2019-04-06,15,11,20.8,0,14.1558,20190406
2019-04-07,16.4,13,21.4,2.7,13.6367,20190407
2019-04-08,14.8,11.7,18.1,0,12.8132,20190408
2019-04-09,15,14.1,17.4,6,11.9693,20190409
2019-04-10,10.4,9.6,14.2,6.7,13.0742,20190410
2019-04-11,11.6,9.7,13.8,0,13.2097,20190411
2019-04-12,12.7,9.2,16.6,0,14.1326,20190412
