year,avgTemp,minTemp,maxTemp,rainFall,avgVisitor(10000),ID
2021-01-01,5.5,4,7.2,0,8.534,20210101
2021-01-02,5.9,2.8,8.4,0,8.9464,20210102
2021-01-03,4.5,2.7,6.3,0,8.2579,20210103
2021-01-04,5.9,2.2,9.2,0,7.6111,20210104
2021-01-05,5.6,2.6,9,0,7.3574,20210105
2021-01-06,4,1.7,5.6,0.6,7.4298,20210106
2021-01-07,-1.1,-3.1,4.4,7.9,6.14,20210107
2021-01-08,-1.1,-2.7,1,6.1,5.9682,20210108
2021-01-09,1.2,-2.1,3.1,0.9,7.0196,20210109
2021-01-10,3.6,0.8,5.1,0,7.2674,20210110
2021-01-11,3.4,1.5,5.1,10.8,7.951,20210111
2021-01-12,4.7,2.6,6.4,1.2,8.4539,20210112
2021-01-13,10,5.2,13.6,0,9.0674,20210113
2021-01-14,10.8,7.9,15.4,0,9.6243,20210114
2021-01-15,12.1,7.7,18.2,0,10.2322,20210115
2021-01-16,5.1,2.8,8.6,0,10.5298,20210116
2021-01-17,3.1,1.2,4.4,2,10.5707,20210117
2021-01-18,6.6,3.1,9.9,0,10.6995,20210118
2021-01-19,4,2,6.3,0,10.8734,20210119
2021-01-20,9.2,3.8,15.9,0,10.9498,20210120
2021-01-21,12.6,7.3,17.9,0.5,11.1514,20210121
2021-01-22,12.7,11.5,14.5,8.2,11.5472,20210122
2021-01-23,12.5,11.1,13.5,57.8,11.7397,20210123
2021-01-24,11.8,10.4,13.6,0.2,12.1754,20210124
2021-01-25,12.6,11.3,15.3,0,12.0743,20210125
2021-01-26,10.4,8.8,12.8,19.7,11.984,20210126
2021-01-27,7.6,5.8,10,0,12.3484,20210127
2021-01-28,6.2,0.4,10.6,0.5,12.4712,20210128
2021-01-29,2.5,0.3,5.3,0.2,13.2212,20210129
2021-01-30,7.8,2.2,11.7,0,13.4964,20210130
2021-01-31,10.7,5.6,14.9,0,13.3108,20210131
2021-02-01,11.6,9.8,15.8,22.4,9.6946,20210201
2021-02-02,4.2,2.9,10,0,9.8105,20210202
2021-02-03,5.8,3.6,8.6,0,10.24,20210203
2021-02-04,6.4,3.6,9.5,0.1,10.5777,20210204
2021-02-05,7.1,2.2,9.9,0,11.2938,20210205
2021-02-06,10.6,7.5,14.6,0,11.9108,20210206
2021-02-07,11,7.5,15.1,0,12.06,20210207
2021-02-08,4.1,2.3,7.5,0,11.6308,20210208
2021-02-09,4.8,2.9,7.8,0,11.6196,20210209
2021-02-10,7,3.1,10.9,0,13.0722,20210210
2021-02-11,9.7,6,13,0,14.9782,20210211
2021-02-12,12.2,10.2,14.1,0,16.5442,20210212
2021-02-13,13,10.1,16.3,0,16.4486,20210213
2021-02-14,13.3,10.8,16,2.4,14.8194,20210214
2021-02-15,7.5,3.5,12.4,0,13.3382,20210215
2021-02-16,5.7,3.3,9.1,0,13.2699,20210216
2021-02-17,1.3,-1.2,3.8,0.9,12.9658,20210217
2021-02-18,2.5,-1,3.8,1.9,13.4897,20210218
2021-02-19,8.5,2.8,13.4,0,14.7928,20210219
2021-02-20,15.6,11.7,17.7,0,15.491,20210220
2021-02-21,18.9,16.4,23.7,0,15.8336,20210221
2021-02-22,15.3,8.7,23.4,0,15.8624,20210222
2021-02-23,7.5,5,10.6,0,15.728,20210223
2021-02-24,9.9,5.2,13.2,0,15.7213,20210224
2021-02-25,11.6,9.8,15.2,19.6,15.5372,20210225
2021-02-26,11.2,9.8,13,5.4,15.7745,20210226
2021-02-27,11.4,10.8,12.6,0,17.0114,20210227
2021-02-28,14.4,11.3,17.1,0.1,17.151,20210228
2021-03-01,15.5,7.8,21.9,11.2,13.2307,20210301
2021-03-02,7.5,6.2,9.8,0,12.2059,20210302
2021-03-03,9.2,4.8,12.8,0,11.4107,20210303
2021-03-04,10.9,9.2,12,26.9,11.53,20210304
2021-03-05,11.9,10.7,14.2,0.1,12.6168,20210305
2021-03-06,11.3,9.2,14.2,0,13.292,20210306
2021-03-07,10.1,9.1,11.1,0,13.5947,20210307
2021-03-08,10.4,8.7,12.7,0,13.5048,20210308
2021-03-09,10.6,7.9,13.5,0,13.3917,20210309
2021-03-10,11.5,7,16.5,0,13.5692,20210310
2021-03-11,14.1,10.9,19,7.6,13.9506,20210311
2021-03-12,11.3,10.3,13.4,14.2,14.7056,20210312
2021-03-13,11.7,9.4,14.7,0,15.8403,20210313
2021-03-14,11.4,8.5,15.2,0,16.1679,20210314
2021-03-15,13.9,7.9,19.2,0,15.7294,20210315
2021-03-16,12.6,7.9,19.1,3.1,15.0955,20210316
2021-03-17,11.3,6.3,15.7,0,14.9614,20210317
2021-03-18,13.7,10.8,17.1,0,15.2862,20210318
2021-03-19,14.2,12.9,16.2,6.2,16.1766,20210319
2021-03-20,12.8,9.6,15.7,7.6,16.8178,20210320
2021-03-21,9.2,7.3,12.5,0,17.3936,20210321
2021-03-22,9.8,6.4,12.8,0,17.4752,20210322
2021-03-23,12.3,9,16.5,0,17.3012,20210323
2021-03-24,13.3,8.8,17.3,0,17.5942,20210324
2021-03-25,14.1,11.6,17.7,0,18.4205,20210325
2021-03-26,14.6,9.7,21.2,0,18.9651,20210326
2021-03-27,17.5,12.2,21.5,4.2,18.6823,20210327
2021-03-28,14.5,12.7,17.5,0,18.5188,20210328
2021-03-29,15.2,12,17.8,0,17.7758,20210329
2021-03-30,14.3,11.4,19.1,0,16.9491,20210330
2021-03-31,16.2,12.1,20.6,0,16.7426,20210331
2021-04-01,15.2,13.8,17.5,8.8,13.0823,20210401
2021-04-02,17.2,13.8,19.9,9.8,14.1771,20210402
2021-04-03,18,13,22.8,0,14.9919,20210403
2021-04-04,11.4,10.8,13.2,5.2,15.273,20210404
2021-04-05,12.6,10.6,14.6,4.1,14.8768,20210405
2021-04-06,13.9,11.3,17.4,0,14.924,20210406
2021-04-07,14.8,11.2,18.3,0,15.2548,20210407
2021-04-08,14.4,11.2,18.6,0,16.1448,20210408
2021-04-09,13.8,9.7,17.5,0,17.0496,20210409
2021-04-10,14,11.4,17.5,0,17.723,20210410
2021-04-11,16.6,12.2,21.5,0,17.5742,20210411
2021-04-12,16.5,14.3,19.9,16.9,15.7902,20210412
2021-04-13,11.8,8.5,14.4,0,15.3426,20210413
2021-04-14,11,8.2,14.9,0,15.7276,20210414
2021-04-15,13.1,8.6,17.9,0,17.1444,20210415
2021-04-16,15.1,11.1,19.7,0,18.0744,20210416
2021-04-17,13.7,11.3,16.3,0,18.8678,20210417
2021-04-18,13,11.1,16.5,0,18.78,20210418
2021-04-19,14.5,9.9,19.1,0,18.0173,20210419
2021-04-20,14.8,10.3,18.5,0,16.9862,20210420
2021-04-21,17.5,12.3,22.8,0,16.6358,20210421
2021-04-22,21,16.8,25.9,0,17.3285,20210422
2021-04-23,19.3,16.5,25,0,18.122,20210423
2021-04-24,17.5,15.9,21.9,0,19.0918,20210424
2021-04-25,16.9,14.7,20.7,0,19.3697,20210425
2021-04-26,16.5,13.5,20.9,0,18.4118,20210426
2021-04-27,17.1,14,21.5,0.8,17.3428,20210427
2021-04-28,17,14.9,19.5,0,16.9477,20210428
2021-04-29,18.8,14.7,23.3,0,17.5483,20210429
2021-04-30,16.3,11.3,19.9,13.2,18.3281,20210430
2021-05-01,13.3,11.5,16.3,10.1,16.57,20210501
2021-05-02,13.8,10.9,16.7,0,16.8662,20210502
2021-05-03,15,9.4,18.9,0,15.6062,20210503
2021-05-04,19,15.1,23.1,12.8,14.6506,20210504
2021-05-05,17.1,12.9,22.6,0,16.638,20210505
2021-05-06,18.4,13.1,23.4,0,16.205,20210506
2021-05-07,19.5,14.4,26.6,0,16.7766,20210507
2021-05-08,18.3,12.7,25.3,0,17.2774,20210508
2021-05-09,18.9,14.9,23.9,0,16.8196,20210509
2021-05-10,20.3,17.3,23.4,0,16.0122,20210510
2021-05-11,18.6,17.4,20.6,0.4,15.4242,20210511
2021-05-12,18.3,16.1,21,0.6,15.5978,20210512
2021-05-13,19.6,17.7,22.2,0,16.498,20210513
2021-05-14,21.5,17.9,26.5,0,17.0076,20210514
2021-05-15,23.7,19.6,30.9,6.1,17.7562,20210515
2021-05-16,23.5,17.4,28.5,22.5,17.3834,20210516
2021-05-17,16.7,15.7,18.8,2.4,16.6394,20210517
2021-05-18,18.6,15.3,22.9,0,16.969,20210518
2021-05-19,19.7,17.2,21.8,0,17.856,20210519
2021-05-20,18.3,15.9,23.4,24.4,17.4142,20210520
2021-05-21,18.2,16.1,21.9,0,18.2833,20210521
2021-05-22,19,17.2,22,0,19.3781,20210522
2021-05-23,19.8,17.3,23.3,0,18.7698,20210523
2021-05-24,19.4,16.1,23.2,3,17.6522,20210524
2021-05-25,20.2,16.1,25,0,17.0128,20210525
2021-05-26,18.8,15.3,25.4,15.6,16.9032,20210526
2021-05-27,19.1,15.5,24,2.8,17.703,20210527
2021-05-28,20.7,16.4,29.2,0,18.5514,20210528
2021-05-29,19.7,16.5,23.8,0,19.2594,20210529
2021-05-30,21.4,16.6,27.7,0,19.0141,20210530
2021-05-31,22,19.2,27.5,0,17.4982,20210531
